지점,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일사(MJ/m2)
105,1912-02-04,-3.9,6.7,,7.1,53.7,
105,1912-02-05,1.7,5.5,,9.2,47.7,
105,1912-02-06,-3.5,4,0,12.6,50,
105,1912-02-07,-3.1,5,,11.1,51.3,
105,1912-02-08,-2,7,,9.6,58.7,
105,1912-02-09,-4,9.5,,8.3,52.7,
105,1912-02-10,-1.4,5,,10.3,46,
105,1912-02-11,-2.5,7.7,,5.5,60,
105,1912-02-12,-4,6,,4.6,57,
105,1912-02-13,1.6,10,,4.5,56.7,
105,1912-02-14,1.7,5.4,4.3,4,85.3,
105,1912-02-15,1.8,7.6,2.2,2,89.3,
105,1912-02-16,-2,6.2,.1,13.9,56,
105,1912-02-17,-4.3,.2,,17.1,51.3,
105,1912-02-18,-5.1,4.5,,6.1,57,
105,1912-02-19,-3.1,5.5,,7.1,50.7,
105,1912-02-20,-.5,10.5,,7,51,
105,1912-02-21,-1.5,7.3,.3,2.3,74,
105,1912-02-22,2,10.5,2.6,5.5,68.7,
105,1912-02-23,3.6,10.8,,7.5,50.7,
105,1912-02-24,5.8,13.3,,11,51.7,
105,1912-02-25,2.7,12.3,,4.8,68,
105,1912-02-26,1.5,12.5,,5,77.3,
105,1912-02-27,4.6,11,5.1,1.8,88.7,
105,1912-02-28,.7,7,46,6.3,94.7,
105,1912-02-29,.4,1.6,27.8,4.8,93.3,
105,1912-03-01,.2,5.7,3.9,1.6,90.7,
105,1912-03-02,-.2,8.4,5.2,4.6,82.3,
105,1912-03-03,2.5,5.7,4.6,1.7,93,
105,1912-03-04,1.5,8.7,6.9,2,90.3,
105,1912-03-05,.6,13.3,,3.7,72.3,
105,1912-03-06,2.6,5.3,6.5,2.8,91,
105,1912-03-07,2.1,12.7,1.2,5.7,68.7,
105,1912-03-08,2.5,9.5,,5.3,57.3,
105,1912-03-09,1.7,11.5,,5.1,46,
105,1912-03-10,5.1,15.7,,9,33.7,
105,1912-03-11,2.4,13.9,,10.9,52,
105,1912-03-12,-.9,4.8,,4.9,57.7,
105,1912-03-13,-2.1,5.9,,4.3,53.3,
105,1912-03-14,-2.1,6.9,,4.3,56.7,
105,1912-03-15,-.5,9.9,,4.6,40,
105,1912-03-16,-.7,10.7,,4.9,50.7,
105,1912-03-17,.6,9.3,,5,61,
105,1912-03-18,-2,6.9,1.5,6.4,70,
105,1912-03-19,.2,12.5,,8.6,35.3,
105,1912-03-20,7.2,19.4,,9.8,34.3,
105,1912-03-21,2.5,15,.4,19,48.7,
105,1912-03-22,-1.1,10.1,,9.3,41,
105,1912-03-23,1,12.6,,7.5,35.7,
105,1912-03-24,1.6,11.8,,4.2,57.7,
105,1912-03-25,3.1,16.4,,8,44.7,
105,1912-03-26,4.5,16.5,,5.4,61.3,
105,1912-03-27,5.4,11.6,11.6,2.7,80,
105,1912-03-28,4.9,7,.5,3.9,78,
105,1912-03-29,3.8,13.1,,2.7,82.3,
105,1912-03-30,1.3,6.2,1.1,4.4,88.3,
105,1912-03-31,.7,13.5,,5.8,42.3,
105,1912-04-01,2.1,9.9,,4.7,69,
105,1912-04-02,1.1,14.9,,4,69.7,
105,1912-04-03,4.6,12.8,0,10.3,46,
105,1912-04-04,3.3,12.1,,5.5,48.7,
105,1912-04-05,2.1,12.9,,4.8,64.3,
105,1912-04-06,2.7,18.4,,8.2,53.7,
105,1912-04-07,6.2,17.6,,6.2,62,
105,1912-04-08,3.5,19.2,,3.9,78.7,
105,1912-04-09,4.7,18,0,5.7,61.7,
105,1912-04-10,4.2,13.8,,8.1,44.7,
105,1912-04-11,3.5,13,0,7.9,56,
105,1912-04-12,4,17.9,,10.4,43.7,
105,1912-04-13,12.2,20.8,,13.2,37,
105,1912-04-14,11.8,23.4,1.4,12.8,48,
105,1912-04-15,5.8,17.8,0,13.4,42.3,
105,1912-04-16,4,16.8,0,5.8,53.3,
105,1912-04-17,2.8,14.7,3.2,2.1,74.3,
105,1912-04-18,5.8,13.7,14,2.6,92.3,
105,1912-04-19,8.7,20.1,0,11.9,48.7,
105,1912-04-20,15.3,24.5,,12.9,33,
105,1912-04-21,11.7,24.5,7.6,4.6,82.7,
105,1912-04-22,11.9,23,,1.7,88,
105,1912-04-23,11.4,19.2,0,4.2,79.3,
105,1912-04-24,11.4,22.2,,8.1,44.7,
105,1912-04-25,10.1,21.7,,7.8,36,
105,1912-04-26,4.1,12.5,19.5,4.7,76.7,
105,1912-04-27,10.9,23.5,,13,33.7,
105,1912-04-28,14.3,28.8,,8.1,31.7,
105,1912-04-29,10.3,20.7,9.8,3.8,90.3,
105,1912-04-30,9.9,23.7,,5.6,72.7,
105,1912-05-01,10.5,15.4,0,4,88,
105,1912-05-02,9.1,17.6,,3.7,86,
105,1912-05-03,10.2,28.9,0,3.5,71,
105,1912-05-04,11.3,18,0,12,51,
105,1912-05-05,9.5,23.1,,9.3,58.3,
105,1912-05-06,8.3,21.2,0,5.2,66.7,
105,1912-05-07,10.2,18.7,,3,59.7,
105,1912-05-08,6.2,13.7,0,6.8,81,
105,1912-05-09,5.2,15.7,,4.4,78,
105,1912-05-10,3.7,18.5,,3.9,79.7,
105,1912-05-11,9.5,12.1,6.5,1.5,95.7,
105,1912-05-12,9.8,19.1,.8,6.4,71,
105,1912-05-13,9.9,14.3,1.2,3.5,86.3,
105,1912-05-14,9.6,21.2,.1,2.3,82.3,
105,1912-05-15,8.2,24.3,,1.5,78.7,
105,1912-05-16,15.7,28.4,,5.2,55,
105,1912-05-17,17.2,29,,5,64.3,
105,1912-05-18,16.3,27.8,.4,4.9,73.7,
105,1912-05-19,18.7,28.3,.3,9.2,59.3,
105,1912-05-20,11.5,23.5,,6.9,78,
105,1912-05-21,10.1,13.9,11.5,5.5,96,
105,1912-05-22,8.6,15,.2,1.3,90,
105,1912-05-23,7.4,20.5,0,2.3,75.3,
105,1912-05-24,6.1,20,,4.2,69,
105,1912-05-25,9.6,21.1,,1.9,82.7,
105,1912-05-26,12.1,27,.7,2.5,70.3,
105,1912-05-27,12.2,19.9,24.5,2.8,84,
105,1912-05-28,9.3,23.8,,4.5,54,
105,1912-05-29,15.8,27.7,,5,61,
105,1912-05-30,13.9,26.2,,5.9,54,
105,1912-05-31,11.7,17.2,15.1,1.7,95.7,
105,1912-06-01,9.2,24.3,0,2.1,81.7,
105,1912-06-02,15.4,28.5,,6.3,51.3,
105,1912-06-03,16.7,28.5,0,2.4,76,
105,1912-06-04,16.6,26,1.7,1.9,73.7,
105,1912-06-05,13.9,22.1,0,1.6,89.7,
105,1912-06-06,13.7,24.8,0,1.5,82.7,
105,1912-06-07,15.4,18.7,1,2.6,92,
105,1912-06-08,13.5,18.4,21.9,3.5,93.3,
105,1912-06-09,13.1,18,12.6,2.4,90.3,
105,1912-06-10,12.5,19.7,,3.3,77.3,
105,1912-06-11,11.8,22.9,,1.8,84.7,
105,1912-06-12,15.7,26.8,9.5,1.5,90,
105,1912-06-13,14.7,24.7,0,1.4,86.7,
105,1912-06-14,16.4,25.4,,1.8,92.7,
105,1912-06-15,17,19.7,24.9,1.7,95.3,
105,1912-06-16,13.8,19.2,35.8,6.2,90,
105,1912-06-17,13,28,.1,3.6,67,
105,1912-06-18,17.8,24.3,,3.5,79,
105,1912-06-19,17.2,22.2,.1,2.1,88.7,
105,1912-06-20,16.1,19.8,1.4,1.2,90.3,
105,1912-06-21,15.9,17.8,17.8,.7,95.3,
105,1912-06-22,13.4,26.2,,1.9,83,
105,1912-06-23,20.3,27.8,,3.7,63.7,
105,1912-06-24,18.7,29.4,3.2,3.6,82.7,
105,1912-06-25,17.4,23.8,,2.7,88,
105,1912-06-26,17,24,,1.8,83,
105,1912-06-27,14.7,28.3,,2.1,70,
105,1912-06-28,18.9,30.4,1,3.8,76.7,
105,1912-06-29,18.4,22,.2,2.7,87,
105,1912-06-30,16.8,24,,1.9,87,
105,1912-07-01,16.7,25.5,,1.4,89,
105,1912-07-02,18.5,23,,2.6,82.3,
105,1912-07-03,15.3,27,,3,72,
105,1912-07-04,18.3,32.5,,3.8,57.3,
105,1912-07-05,21.3,32.2,.9,3.8,69.3,
105,1912-07-06,20,25.4,0,2.5,84,
105,1912-07-07,19.2,20.9,4.7,3.4,90.7,
105,1912-07-08,17.9,24.7,0,1.5,86,
105,1912-07-09,16.7,26.8,,1.9,81.7,
105,1912-07-10,19.9,22.8,9.3,2.8,89,
105,1912-07-11,18.7,24.5,.1,1.9,87.3,
105,1912-07-12,20.7,29.1,,1.8,81.3,
105,1912-07-13,19.5,28.4,,1.9,87.3,
105,1912-07-14,18.5,21.8,160.4,2.7,98.3,
105,1912-07-15,18.5,23.3,2.9,1.1,94.3,
105,1912-07-16,19.3,24.1,.7,1,93.3,
105,1912-07-17,20.9,24.4,50.6,1,94.7,
105,1912-07-18,21,28.1,87.9,1.8,95.3,
105,1912-07-19,22.7,30.5,15.5,5.4,63,
105,1912-07-20,23.2,33.1,,8.3,64.7,
105,1912-07-21,22,32.6,8.3,4.7,71.3,
105,1912-07-22,19,25,1.7,2.4,91.3,
105,1912-07-23,17,23.5,2.3,2.4,82.7,
105,1912-07-24,16,24.4,0,3.6,79,
105,1912-07-25,14.2,26.1,,3.4,82,
105,1912-07-26,20.5,32.9,0,4.4,71.3,
105,1912-07-27,24.7,33,,7.2,67,
105,1912-07-28,23.7,32.5,,3.5,74.3,
105,1912-07-29,23,28,.2,1.5,86,
105,1912-07-30,23.3,28.2,.6,1.3,89.3,
105,1912-07-31,23.3,35.9,0,4.8,68.3,
105,1912-08-01,23.6,30.6,,2.5,90.7,
105,1912-08-02,22.6,36.3,0,3.9,60,
105,1912-08-03,24.6,31.5,,2.8,77.3,
105,1912-08-04,24.2,33.7,0,3.1,78.7,
105,1912-08-05,22.3,28.2,2.1,3,85.7,
105,1912-08-06,19,28.5,0,2.1,80,
105,1912-08-07,18.7,27.5,,3.1,78.7,
105,1912-08-08,21.1,28.7,1.4,2.2,86,
105,1912-08-09,20.7,31.2,0,2.7,85.3,
105,1912-08-10,22.7,31.7,.1,2.6,79.3,
105,1912-08-11,24.8,33.4,,3.5,67.7,
105,1912-08-12,26,34.9,,5.3,61.7,
105,1912-08-13,25.7,35.2,,5.5,63.7,
105,1912-08-14,23.9,33.2,.5,4,73,
105,1912-08-15,21.9,30.7,7.8,2,88,
105,1912-08-16,22.2,29.2,13.9,2.4,89,
105,1912-08-17,19,22.2,86.5,4.5,98.3,
105,1912-08-18,18.4,22.1,17.7,1.7,95.7,
105,1912-08-19,17.8,21.2,49.5,2.2,96,
105,1912-08-20,17.9,22.7,61.2,2.6,98.3,
105,1912-08-21,19.3,23.5,59.2,3.4,93.7,
105,1912-08-22,19,26.7,.9,1.5,88.7,
105,1912-08-23,21.7,26.8,,2.7,85.7,
105,1912-08-24,19.9,27.7,,1.3,89.7,
105,1912-08-25,20,28.9,,2.8,82.7,
105,1912-08-26,20.5,26.5,0,1.3,92,
105,1912-08-27,21,26.7,0,1.7,87.7,
105,1912-08-28,20.7,25.8,1.1,3.4,86.3,
105,1912-08-29,19,27.2,,2.9,83,
105,1912-08-30,18.1,27.5,,3.5,82.7,
105,1912-08-31,17,27.3,,4.5,79.3,
105,1912-09-01,17.9,30.1,0,2.3,78.3,
105,1912-09-02,18.5,27.3,,4.2,82.3,
105,1912-09-03,17.6,30.8,,2.8,62.3,
105,1912-09-04,19.5,23,13,2.5,89.3,
105,1912-09-05,19.5,21.8,14.4,1.1,95.3,
105,1912-09-06,19.2,23.3,11.3,1.6,94.3,
105,1912-09-07,18.6,25.6,5.5,2.6,87.7,
105,1912-09-08,16.3,24.6,.3,2,86.7,
105,1912-09-09,17.6,25.4,16.8,3.1,81.7,
105,1912-09-10,15,24.5,,5.9,63.3,
105,1912-09-11,12.6,22.2,,5.9,67,
105,1912-09-12,11.9,23.2,,5.8,75.3,
105,1912-09-13,14.2,22.9,0,3.4,81.3,
105,1912-09-14,15.5,25.2,,3.5,81.3,
105,1912-09-15,14.7,23.4,4.2,4.1,78,
105,1912-09-16,15.7,23.8,4.3,2.6,88.3,
105,1912-09-17,14.4,22.8,0,4,79,
105,1912-09-18,13.3,24.2,,3.4,61.3,
105,1912-09-19,11.1,22.6,,4.6,69.3,
105,1912-09-20,12.3,22.7,,5.2,73.7,
105,1912-09-21,11.4,25.3,0,2.6,72.7,
105,1912-09-22,15.4,19.7,1.6,3.7,74.3,
105,1912-09-23,13.7,24.5,,4.8,54.7,
105,1912-09-24,12.8,21.7,5,6.1,83.3,
105,1912-09-25,11.3,21.4,0,4.2,77.3,
105,1912-09-26,11.9,21.9,2.6,4.2,74.7,
105,1912-09-27,11.4,21.1,0,3.9,76.3,
105,1912-09-28,11.8,22.5,,5.1,72.3,
105,1912-09-29,13.2,22.5,,3.8,75.7,
105,1912-09-30,12.4,22.3,,4.8,76.3,
105,1912-10-01,13.2,23,,2.3,80,
105,1912-10-02,14.2,22.2,,3.3,79.7,
105,1912-10-03,15.8,20.8,4.5,7.7,76,
105,1912-10-04,13.2,24.6,,2.6,74,
105,1912-10-05,12.7,21.7,0,3.2,84,
105,1912-10-06,7.8,26.1,.7,7.3,62.7,
105,1912-10-07,5.4,16.5,,10.4,49.3,
105,1912-10-08,7.3,19.3,,4.7,68.7,
105,1912-10-09,8.3,18.6,0,5.1,70.3,
105,1912-10-10,6.4,15.1,3.6,7.1,59,
105,1912-10-11,7.9,16.8,,3.7,73,
105,1912-10-12,6.3,19.2,,4.5,62,
105,1912-10-13,9.3,20.1,,4,56.7,
105,1912-10-14,10,20.6,,3.6,64,
105,1912-10-15,11,19.9,.2,4.2,59.7,
105,1912-10-16,7.9,18.4,,6.4,41.3,
105,1912-10-17,7.3,19.9,,5.5,43.7,
105,1912-10-18,8.7,19.7,,5,57.7,
105,1912-10-19,8.3,21.1,,5.1,63.7,
105,1912-10-20,9.7,24.3,,5.9,44,
105,1912-10-21,9.4,16.6,,4.1,65,
105,1912-10-22,2.1,12,,4.4,55.7,
105,1912-10-23,2.3,14.1,0,3.4,48.7,
105,1912-10-24,8.5,18.2,0,2.3,72.7,
105,1912-10-25,6.5,23.3,,5.5,59,
105,1912-10-26,7.3,17.6,,4.2,57.3,
105,1912-10-27,5.2,23.3,,7.4,56,
105,1912-10-28,12.6,21.2,13,5,81,
105,1912-10-29,7.7,16.1,15.8,3.5,88.7,
105,1912-10-30,3.9,18.1,,2.6,65.3,
105,1912-10-31,8.8,19.2,15.5,6.1,68.7,
105,1912-11-01,6.6,13.7,5.1,2.7,80,
105,1912-11-02,6.8,15.1,,4.6,52,
105,1912-11-03,7.7,21.2,,4.1,57.7,
105,1912-11-04,12.7,23.5,,6.8,58.3,
105,1912-11-05,10.2,16.1,,4.5,62.3,
105,1912-11-06,.7,10.5,,12,40,
105,1912-11-07,-1.4,9.1,,6.8,33.7,
105,1912-11-08,-3.6,7.4,,10.3,30.3,
105,1912-11-09,.1,8.2,,11.6,37.7,
105,1912-11-10,2.8,9.8,,9,49,
105,1912-11-11,5.3,13.5,,6.5,53,
105,1912-11-12,4.5,13.4,,7.3,51.3,
105,1912-11-13,4.3,11.5,,6,50,
105,1912-11-14,-3.9,8.3,,8.5,39.3,
105,1912-11-15,-6,4,,8.6,37.7,
105,1912-11-16,-2.3,9.3,,8.1,41,
105,1912-11-17,3.7,13.5,,5.7,56.7,
105,1912-11-18,5.6,13.6,2.2,6.3,58.3,
105,1912-11-19,-1.1,6.3,,9,42.7,
105,1912-11-20,-3.5,5.6,,5.6,47.3,
105,1912-11-21,-1.7,10.1,,7.7,39.3,
105,1912-11-22,.7,11.5,,6,45,
105,1912-11-23,3.2,14,,4.5,56.3,
105,1912-11-24,4,13.9,,6.9,46.3,
105,1912-11-25,-.2,9.6,,5.1,52,
105,1912-11-26,-.4,10.2,,4.9,41.7,
105,1912-11-27,1.7,10.1,0,5.2,69.7,
105,1912-11-28,1.2,11.1,,5.7,43.3,
105,1912-11-29,-1.3,9.2,,4.6,42.3,
105,1912-11-30,-.2,9.2,,4.3,40,
105,1912-12-01,.8,9.3,,9.4,39.3,
105,1912-12-02,-.2,7.8,,10.9,36.7,
105,1912-12-03,1.2,8.7,,6.8,36,
105,1912-12-04,.8,9.1,,9.8,40.3,
105,1912-12-05,1,10.4,,8,49.7,
105,1912-12-06,.6,11,,4.4,51.3,
105,1912-12-07,-1.3,9.3,,7.5,39.7,
105,1912-12-08,-6.6,.8,,8.2,41.3,
105,1912-12-09,-5.7,3.8,,8.9,38.7,
105,1912-12-10,-6.6,3.6,,4.8,39.3,
105,1912-12-11,-1.6,9.7,,6.5,26.3,
105,1912-12-12,1.4,10.8,,6.3,49.7,
105,1912-12-13,0,11.4,,6.5,45.7,
105,1912-12-14,2.9,9.2,,6.3,53.7,
105,1912-12-15,1.8,4.5,31.4,4.2,72.7,
105,1912-12-16,0,6,,8.4,41.7,
105,1912-12-17,-1.4,8.6,,5.5,52,
105,1912-12-18,.6,4.9,18.5,2.8,91.7,
105,1912-12-19,.6,4.6,1.1,4.2,75,
105,1912-12-20,.5,7.6,.1,4.8,72.3,
105,1912-12-21,.2,6.1,,4.5,62.7,
105,1912-12-22,-6,5.3,,9.1,45.3,
105,1912-12-23,-10.2,-6,,15,44,
105,1912-12-24,-9.7,-2.2,,9.6,40.7,
105,1912-12-25,-6.2,2.7,,5.3,53.3,
105,1912-12-26,-6,3.3,,5.2,46.3,
105,1912-12-27,-1.5,3.8,16.7,4.1,80.7,
105,1912-12-28,-1.7,2.3,24.4,3.6,79,
105,1912-12-29,-2.1,3.8,2,3.5,74.7,
105,1912-12-30,-3,5.1,,6.3,56,
105,1912-12-31,-9.3,-.5,,8.4,49,
105,1913-01-01,-8,-.8,,11,46,
105,1913-01-02,-2,4.6,,11.1,56.3,
105,1913-01-03,2.5,7.9,,8.4,56.7,
105,1913-01-04,-9.2,2.5,,10.2,44,
105,1913-01-05,-9.7,-1.2,,10.9,38,
105,1913-01-06,-7.3,-.5,,10.7,41.3,
105,1913-01-07,-3.9,3.7,,7.2,55,
105,1913-01-08,-.3,6.4,,8.4,60,
105,1913-01-09,1.2,7.3,,4.1,67.7,
105,1913-01-10,-2.7,5.7,,5.9,48.3,
105,1913-01-11,-6.9,2,,7.9,44.7,
105,1913-01-12,-10.4,-2.9,,9.6,48.3,
105,1913-01-13,-11.4,-1.3,,4.5,48,
105,1913-01-14,-9,1.5,,4.4,45,
105,1913-01-15,-2.6,7.3,,1.6,69,
105,1913-01-16,-1.4,5.4,1.6,.9,83.7,
105,1913-01-17,.5,7.1,0,5.8,64,
105,1913-01-18,-2.2,4.5,0,6.7,51.7,
105,1913-01-19,-4.6,4.8,0,5.2,56,
105,1913-01-20,-1.3,7.7,0,3.4,67,
105,1913-01-21,-.7,3.7,17.6,4.7,84,
105,1913-01-22,-.6,2.5,6.8,6.7,80.3,
105,1913-01-23,-3.1,4.5,,5.6,60,
105,1913-01-24,-6,2.2,0,6.7,54.3,
105,1913-01-25,-7.3,-3.6,37.4,7.6,77,
105,1913-01-26,-8,1.4,,6.5,53,
105,1913-01-27,-7.1,1.6,,8.9,41.3,
105,1913-01-28,-4.5,6.3,,6.1,47.3,
105,1913-01-29,-8.3,3.1,0,9.4,58.7,
105,1913-01-30,-10.9,-.7,,10.8,43.7,
105,1913-01-31,-4.7,3.3,,12.2,54.3,
105,1913-02-01,-4.4,7.5,,5.6,49,
105,1913-02-02,.2,6.9,,9.2,31.3,
105,1913-02-03,-.5,5.7,,15.1,50.3,
105,1913-02-04,2.1,10.6,,7.1,59.7,
105,1913-02-05,1.6,9.4,.2,4.8,66,
105,1913-02-06,-7.8,5.7,,14.7,48.3,
105,1913-02-07,-10.8,-.1,,11.8,41.7,
105,1913-02-08,-13.1,-2.2,,10,54.3,
105,1913-02-09,-15.4,-6.9,,12.6,44.7,
105,1913-02-10,-15.4,-7,,12.2,47.3,
105,1913-02-11,-7.9,3.8,,8.1,39,
105,1913-02-12,-3.8,4.5,,11,37.3,
105,1913-02-13,0,6,,10.4,43.7,
105,1913-02-14,-1.3,7.3,,4.9,46.7,
105,1913-02-15,-1.7,8.8,,5.6,48,
105,1913-02-16,-2,6.7,,4.1,57.3,
105,1913-02-17,-2.3,6.8,,5.3,40.7,
105,1913-02-18,-.6,10.2,,9.6,41.7,
105,1913-02-19,-.4,7.8,,5.5,53.7,
105,1913-02-20,-1.4,11.4,,5.8,50.3,
105,1913-02-21,4.1,16.1,,5.3,42.7,
105,1913-02-22,-.9,10.8,,7.9,51.3,
105,1913-02-23,-6.6,3.1,,6.4,44.7,
105,1913-02-24,-4.3,5.8,,4.8,61.7,
105,1913-02-25,-.6,6.2,,9.3,37,
105,1913-02-26,-6.4,1.9,,7.4,42.7,
105,1913-02-27,-8.5,1.8,,9.8,42.3,
105,1913-02-28,-4.5,4.1,,8.3,38,
105,1913-03-01,-5.5,2.7,,6.2,41.7,
105,1913-03-02,-5.9,6.1,,8.9,37,
105,1913-03-03,-3.2,6.7,,10.2,39,
105,1913-03-04,-3,4.9,,10.1,35,
105,1913-03-05,-4.5,6.4,,14.2,42.7,
105,1913-03-06,-2.1,4.9,,4.5,54.7,
105,1913-03-07,-6.3,2.3,,6.9,41,
105,1913-03-08,-5.8,4.9,,6.6,45.3,
105,1913-03-09,-5.4,5.1,,5.2,43.3,
105,1913-03-10,-3.6,7.4,,6.5,54.3,
105,1913-03-11,-3,6.5,,3.4,50,
105,1913-03-12,-1.7,9.2,,4.7,41.7,
105,1913-03-13,-2.2,7.4,,5.8,57,
105,1913-03-14,-1.2,11.9,,9.5,36.3,
105,1913-03-15,5.4,18.7,,8.2,33,
105,1913-03-16,3.2,13.3,,4,67.3,
105,1913-03-17,-.3,11,,3.5,79.3,
105,1913-03-18,2.7,9.4,0,1.6,80,
105,1913-03-19,-.4,15.4,,3.8,77.3,
105,1913-03-20,4.2,15.5,0,8,58.7,
105,1913-03-21,2.5,11.4,,7.2,46.3,
105,1913-03-22,-1.2,8.2,,3.1,55,
105,1913-03-23,-1.9,8.5,,3.6,55.7,
105,1913-03-24,-1.7,9.5,,5.3,48.3,
105,1913-03-25,2,9.5,3.7,2.2,78,
105,1913-03-26,1.6,11.3,,13.4,44.7,
105,1913-03-27,4.2,15.4,0,10.3,49,
105,1913-03-28,8.9,18.2,0,11.7,45,
105,1913-03-29,4.5,16,,3.1,61,
105,1913-03-30,6.4,21.4,,5.6,40.7,
105,1913-03-31,13.5,25.4,,7.6,25,
105,1913-04-01,9.3,24.1,,6.2,36,
105,1913-04-02,4.9,14.6,,2.4,79.7,
105,1913-04-03,1.4,16.9,,2,72,
105,1913-04-04,3.9,25.3,,3,49,
105,1913-04-05,12.3,19.8,2.9,3.6,65,
105,1913-04-06,14.5,22.3,0,7.1,56.3,
105,1913-04-07,9.4,18.5,,3.9,68.3,
105,1913-04-08,5,9.4,.6,2.8,79.7,
105,1913-04-09,3.5,12.6,0,3.9,71.7,
105,1913-04-10,-.1,15.4,,3.9,75.3,
105,1913-04-11,1.3,21.7,,4.6,58.3,
105,1913-04-12,6.7,15.6,4.9,6.9,63.7,
105,1913-04-13,5,16.6,,4.9,62.7,
105,1913-04-14,5.7,18.7,,1.8,57,
105,1913-04-15,2.9,19.8,,2.4,84.3,
105,1913-04-16,5.9,17.7,,4.6,44.3,
105,1913-04-17,2.5,12,.1,5.4,84,
105,1913-04-18,-.7,16.7,,3.6,66.3,
105,1913-04-19,3.9,19,,4.7,56.3,
105,1913-04-20,6.4,18.3,,3.5,62.3,
105,1913-04-21,6.3,22.5,,3.2,60.7,
105,1913-04-22,9.6,13.1,13.7,1.3,92.7,
105,1913-04-23,9.7,14.6,.2,10.8,60,
105,1913-04-24,11.8,23.5,0,5.1,62.7,
105,1913-04-25,10.8,12.6,71.9,2.8,95.7,
105,1913-04-26,8.1,15.7,3.2,2.2,85,
105,1913-04-27,7.7,12.6,2.6,2.2,90.7,
105,1913-04-28,7.5,19,,2.8,74.3,
105,1913-04-29,11.2,23.3,,4.6,49,
105,1913-04-30,11,23.3,,4.2,64,
105,1913-05-01,11.5,16.5,3.9,3,90,
105,1913-05-02,8.1,12.2,30.5,2.6,88.7,
105,1913-05-03,5.8,20.8,0,3.8,65,
105,1913-05-04,15.1,26.2,,5.4,35.7,
105,1913-05-05,14.5,25,,5.6,40.3,
105,1913-05-06,15.2,27.6,,7.4,29.7,
105,1913-05-07,10.1,25.7,3.6,7.4,55.3,
105,1913-05-08,9.5,13.7,.7,3.3,79.3,
105,1913-05-09,6.9,19.4,.1,6.1,74.3,
105,1913-05-10,6.3,17.3,1.8,4.8,65.7,
105,1913-05-11,15.2,26.9,,12.5,28,
105,1913-05-12,12.5,19.7,17.3,2.1,67.7,
105,1913-05-13,9.4,12.7,7.7,3.6,89.7,
105,1913-05-14,6.6,15.6,6.2,4.5,78.7,
105,1913-05-15,9.8,13.3,15.7,2,93,
105,1913-05-16,9.7,15.4,10.9,1.1,83.7,
105,1913-05-17,8.3,21.1,4.8,3.3,65.7,
105,1913-05-18,10.4,18.5,3.8,3.6,73.7,
105,1913-05-19,12.1,18.7,7.9,2,85,
105,1913-05-20,8.8,19,4.9,2.9,77.3,
105,1913-05-21,9.9,23.4,,4.7,53.7,
105,1913-05-22,13.4,26,,5.3,54,
