지점,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일사(MJ/m2)
108,1919-08-08,19.7,34.2,,1.8,63.3,
108,1919-08-09,20.8,33.2,,1.5,65.7,
108,1919-08-10,20.6,33.9,,2.5,79,
108,1919-08-11,24.1,35.3,,2.3,78.3,
108,1919-08-12,23.8,36.2,,1.4,71.3,
108,1919-08-13,24.9,37.3,,1.8,72,
108,1919-08-14,24.5,34.8,,6.2,57,
108,1919-08-15,22.2,30.8,,7.6,55.3,
108,1919-08-16,22.9,29.7,0,6.3,61,
108,1919-08-17,21.2,31.3,,3.2,68.3,
108,1919-08-18,17,34.1,,1.6,61.7,
108,1919-08-19,17.4,34.6,,1.5,71,
108,1919-08-20,19.5,35.7,,1.7,68.7,
108,1919-08-21,21.5,33.8,,2.2,71.7,
108,1919-08-22,20.8,26.5,56.2,1.9,91.7,
108,1919-08-23,20.2,30,,1.1,80.3,
108,1919-08-24,20.9,32.3,0,1.7,78.7,
108,1919-08-25,22.4,31.6,,.9,80.3,
108,1919-08-26,22.2,25.1,13.4,.7,93.3,
108,1919-08-27,20.6,24.6,104,.7,96.7,
108,1919-08-28,21.8,30,.3,1.7,85.3,
108,1919-08-29,23.2,26.8,0,4.7,85.3,
108,1919-08-30,19.3,25.4,74.3,3.1,93.7,
108,1919-08-31,18.5,28.3,,1.3,79.3,
108,1919-09-01,18.3,26.9,.2,.9,81.3,
108,1919-09-02,20.9,28.8,10,3.4,80,
108,1919-09-03,22.1,24.5,26.1,8.3,84.7,
108,1919-09-04,21.5,26.7,7.2,6.3,90,
108,1919-09-05,21.2,27.2,12,1.9,91.3,
108,1919-09-06,18.4,27,,2.7,77,
108,1919-09-07,13.1,26.4,,1.7,80,
108,1919-09-08,16.7,24.6,39.3,1.2,85.7,
108,1919-09-09,18.1,25.9,1.8,.9,86,
108,1919-09-10,17.9,27.8,,1.1,82.7,
108,1919-09-11,17.4,27.3,.4,1.7,71.3,
108,1919-09-12,12.5,26.6,,2.6,65.3,
108,1919-09-13,11.1,25.4,,2.6,69,
108,1919-09-14,14.7,23.7,2.2,1.8,74,
108,1919-09-15,16.4,20.8,.3,.9,88.7,
108,1919-09-16,12,22,,2.2,75.3,
108,1919-09-17,8.6,23.9,,.8,78.3,
108,1919-09-18,9.6,26,,1.3,74.3,
108,1919-09-19,12.1,26.6,,1.2,83.3,
108,1919-09-20,14.5,23.6,,2.8,65.3,
108,1919-09-21,13.6,24.8,,2,68.7,
108,1919-09-22,11.1,24.9,,1.9,73.3,
108,1919-09-23,11.7,23.9,14,1.2,88.3,
108,1919-09-24,11.5,24.9,,.8,79,
108,1919-09-25,12.5,25.6,,2.1,68.3,
108,1919-09-26,11.8,24.9,,1.7,77,
108,1919-09-27,11,26.1,,1.3,77.7,
108,1919-09-28,10.8,24.2,,.9,71,
108,1919-09-29,15.9,25,0,1.5,69,
108,1919-09-30,12,24.4,,1,77.7,
108,1919-10-01,11.3,25.4,,1,76.7,
108,1919-10-02,10.9,26.3,,.8,69.3,
108,1919-10-03,12.1,24.2,,2,66.3,
108,1919-10-04,15.9,23.1,,4.3,65.7,
108,1919-10-05,15.4,19.9,6.9,2.6,93,
108,1919-10-06,11.5,17.6,15.8,1.8,95.3,
108,1919-10-07,11.7,19.5,1.3,.5,87,
108,1919-10-08,9.7,22.1,,1.3,83.7,
108,1919-10-09,11.9,22.4,1.8,.7,82.3,
108,1919-10-10,10.3,23.4,,1.1,82,
108,1919-10-11,9.9,22.8,,.9,82.3,
108,1919-10-12,12.6,17.3,17.3,1.1,94.7,
108,1919-10-13,9.1,19.3,5.9,2.3,81,
108,1919-10-14,4.6,15.3,1.6,3.2,73.3,
108,1919-10-15,7.6,14.9,4.8,2.5,82.7,
108,1919-10-16,4.9,17.3,.5,2.1,78.7,
108,1919-10-17,2,19.6,.8,1.8,81.3,
108,1919-10-18,7.1,20.9,2.5,1.6,82.3,
108,1919-10-19,6.3,18.8,.3,4,74,
108,1919-10-20,1.8,13.5,.8,2,74,
108,1919-10-21,1.5,12,,2,85,
108,1919-10-22,.2,14.1,,1.1,77.7,
108,1919-10-23,-.2,14.9,,1.3,80,
108,1919-10-24,1.4,17.6,,1,81.3,
108,1919-10-25,1.9,17,,.9,84,
108,1919-10-26,10.1,20.4,0,1.8,83.7,
108,1919-10-27,12.6,21.4,.1,3.1,82.7,
108,1919-10-28,6.2,17.4,,2,73.3,
108,1919-10-29,2.9,20.1,,1.4,76.3,
108,1919-10-30,4.5,17.8,4.2,3.3,72.3,
108,1919-10-31,-2.2,10,,1.1,74.7,
108,1919-11-01,-.1,14.6,,.8,76,
108,1919-11-02,2.9,18.3,,1,79.3,
108,1919-11-03,4.6,18.3,,.7,77,
108,1919-11-04,2.5,19.9,,.7,77.7,
108,1919-11-05,5.4,14.1,,.2,90,
108,1919-11-06,3.9,18.5,,.6,83.3,
108,1919-11-07,2.7,18.9,,1.3,81.3,
108,1919-11-08,3.2,10.9,1.3,2.5,69.7,
108,1919-11-09,-2.7,12.7,,1.1,69.7,
108,1919-11-10,-1,15.1,,.9,74.7,
108,1919-11-11,2.4,15.5,,1.7,63.3,
108,1919-11-12,7.1,15.9,7.5,1.4,85.7,
108,1919-11-13,5.6,16.6,0,.5,84,
108,1919-11-14,3.2,13.5,2,1.1,88.3,
108,1919-11-15,.6,15.7,.7,2,82.7,
108,1919-11-16,2.4,13.6,,1.3,73.3,
108,1919-11-17,5.4,17.1,17.1,2.4,78,
108,1919-11-18,-2,10.5,.1,5.3,61,
108,1919-11-19,-5.4,.9,,3.6,62,
108,1919-11-20,-4.8,5.2,.1,1.2,81.7,
108,1919-11-21,-1.1,6.5,1.5,1.1,88.3,
108,1919-11-22,-.6,10.4,,.7,82,
108,1919-11-23,2,12.2,0,2.4,73.7,
108,1919-11-24,-8,2.8,,5.5,46.7,
108,1919-11-25,-9.3,4.1,0,1.8,66.7,
108,1919-11-26,1.7,8.5,0,1.2,74,
108,1919-11-27,-3.1,6,,2.8,62.3,
108,1919-11-28,-4.3,5,,1.5,67.7,
108,1919-11-29,-6.4,5.8,,1.2,66.3,
108,1919-11-30,-.4,7,.4,1.8,73,
108,1919-12-01,1.3,7.2,.5,3.9,65.3,
108,1919-12-02,-3.4,8,,1.4,63.7,
108,1919-12-03,-3.8,8.5,0,.8,74.7,
108,1919-12-04,-.7,8.5,,1.6,69,
108,1919-12-05,-5.2,8,,.8,74,
108,1919-12-06,-4,7.3,0,1.3,77,
108,1919-12-07,-1.3,6.8,,2.5,49.3,
108,1919-12-08,-6.8,4.8,0,2.9,55.7,
108,1919-12-09,-7.1,-.3,,3.1,49.7,
108,1919-12-10,-9.2,2.7,,1.5,56.3,
108,1919-12-11,-4.6,4.8,,.9,60,
108,1919-12-12,-6.1,4,,.6,63.3,
108,1919-12-13,-6.5,4.8,.3,1.4,73.7,
108,1919-12-14,-4.2,1.5,.1,3.2,58,
108,1919-12-15,-9.6,-1,,2.6,59,
108,1919-12-16,-9.2,-3,0,1.7,66,
108,1919-12-17,-11.7,.3,,.9,69.3,
108,1919-12-18,-8.6,-.5,0,3.6,56.3,
108,1919-12-19,-12.1,-3.1,,2.1,48,
108,1919-12-20,-13.3,-2,,1.1,64.7,
108,1919-12-21,-13,-1.3,,2.4,57.7,
108,1919-12-22,-12.7,-1.6,,2.3,58.7,
108,1919-12-23,-12.5,-.4,,.9,60.3,
108,1919-12-24,-9.5,5.5,,1.2,66.7,
108,1919-12-25,-4.7,4.3,,3.1,60,
108,1919-12-26,-9,2.3,,.7,63.3,
108,1919-12-27,-1.9,4.2,7.8,3.2,68,
108,1919-12-28,-4,.7,19,2.2,84.3,
108,1919-12-29,-13.5,-3,0,3.5,64.3,
108,1919-12-30,-19.3,-8.2,,1.1,79.3,
108,1919-12-31,-17.6,-2.7,.3,1.7,85.3,
112,1910-01-01,-6.9,2.3,1.4,,,
112,1910-01-02,-8.7,-4.6,.3,,,
112,1910-01-03,-7.4,4.4,0,,,
112,1910-01-04,2.4,8.3,.2,,,
112,1910-01-05,1.4,8.4,0,,,
112,1910-01-06,1.4,6.4,.2,,,
112,1910-01-07,-2.2,6.3,.1,,,
112,1910-01-08,.7,4.4,7.9,,,
112,1910-01-09,-4.1,1.8,0,,,
112,1910-01-10,-4.1,3.8,,,,
112,1910-01-11,-1.6,5.1,,,,
112,1910-01-12,-2.1,3.5,.1,,,
112,1910-01-13,-1.6,5.7,.1,,,
112,1910-01-14,-1.3,6.7,0,,,
112,1910-01-15,-7.5,-.5,.3,,,
112,1910-01-16,-9.6,-5.3,.2,,,
112,1910-01-17,-11,-6,0,,,
112,1910-01-18,-11.7,-3.4,,,,
112,1910-01-19,-9.2,-1.9,0,,,
112,1910-01-20,-3.8,3.5,.7,,,
112,1910-01-21,-1,.1,6.6,,,
112,1910-01-22,-3.6,.3,,,,
112,1910-01-23,-6.5,-1.8,,,,
112,1910-01-24,-8.6,-.8,,,,
112,1910-01-25,-9.5,-1.6,0,,,
112,1910-01-26,-5.5,3.1,,,,
112,1910-01-27,-2.1,6,.3,,,
112,1910-01-28,-3.7,2.2,.2,,,
112,1910-01-29,-5,.4,0,,,
112,1910-01-30,-17.8,-3.1,.5,,,
112,1910-01-31,-18.7,-11,,,,
112,1910-02-01,-17.3,-11.9,0,,,
112,1910-02-02,-18,-7,.1,,,
112,1910-02-03,-9.2,0,.1,,,
112,1910-02-04,-11.2,-3.9,,,,
112,1910-02-05,-6.1,.1,0,,,
112,1910-02-06,-5.4,2.7,,,,
112,1910-02-07,-1.4,3.6,0,,,
112,1910-02-08,-4.4,2.9,,,,
112,1910-02-09,-8.8,.3,,,,
112,1910-02-10,-11.4,-4.5,,,,
112,1910-02-11,-9.2,-2,,,,
112,1910-02-12,-8.8,.5,0,,,
112,1910-02-13,-4.4,.2,,,,
112,1910-02-14,-5.5,1.9,,,,
112,1910-02-15,-2.1,4.6,0,,,
112,1910-02-16,-1.7,3.4,0,,,
112,1910-02-17,-2.9,5.1,.1,,,
112,1910-02-18,-3.7,3.5,0,,,
112,1910-02-19,-4.2,2.8,1.5,,,
112,1910-02-20,-6.4,-2,,,,
112,1910-02-21,-6.9,1,,,,
112,1910-02-22,-6.1,2,,,,
112,1910-02-23,-3.3,4.4,,,,
112,1910-02-24,-3.4,6,.1,,,
112,1910-02-25,1.1,8.7,.5,,,
112,1910-02-26,-3.9,4,,,,
112,1910-02-27,-5.8,3.4,,,,
112,1910-02-28,-4.1,5.5,,,,
112,1910-03-01,-3,5.3,,,,
112,1910-03-02,-3.4,1.9,,,,
112,1910-03-03,-5.2,2.6,,,,
112,1910-03-04,-5.6,.8,,,,
112,1910-03-05,-5.4,.4,.7,,,
112,1910-03-06,-5.7,2,,,,
112,1910-03-07,-2.4,4,,,,
112,1910-03-08,-3,4.2,,,,
112,1910-03-09,-4,4.9,,,,
112,1910-03-10,-2.8,6.4,,,,
112,1910-03-11,-1.4,3.7,0,,,
112,1910-03-12,-3,4.2,,,,
112,1910-03-13,-3,5.9,,,,
112,1910-03-14,-1.6,11.9,.5,,,
112,1910-03-15,0,8.3,2.9,,,
112,1910-03-16,-1.2,5.2,,,,
112,1910-03-17,-2.6,6.7,,,,
112,1910-03-18,-1.7,4.9,0,,,
112,1910-03-19,-.4,8.5,,,,
112,1910-03-20,2.3,10.7,0,,,
112,1910-03-21,1.2,11.4,,,,
112,1910-03-22,3.5,9.9,0,,,
112,1910-03-23,.4,6.9,,,,
112,1910-03-24,-.7,6.7,,,,
112,1910-03-25,3.9,13.1,,,,
112,1910-03-26,5,9.3,20.2,,,
112,1910-03-27,3.6,11.2,1.5,,,
112,1910-03-28,1.5,10.7,,,,
112,1910-03-29,1.2,10,,,,
112,1910-03-30,-2.1,5.5,,,,
112,1910-03-31,-2.4,5.6,,,,
112,1910-04-01,-.6,7.1,.6,,,
112,1910-04-02,1.6,9,.2,,,
112,1910-04-03,1.4,8.7,0,,,
112,1910-04-04,.8,10,,,,
112,1910-04-05,1.2,10.2,,,,
112,1910-04-06,1.9,13.9,,,,
112,1910-04-07,3.8,12.7,,,,
112,1910-04-08,6.7,13.6,0,,,
112,1910-04-09,6.4,13.7,,,,
112,1910-04-10,4.8,13.5,,,,
112,1910-04-11,4.4,15.4,,,,
112,1910-04-12,3.9,11.7,,,,
112,1910-04-13,5.2,12.5,,,,
112,1910-04-14,1.6,7,3.6,,,
112,1910-04-15,-1.6,14.9,.1,,,
112,1910-04-16,7.4,19.1,,,,
112,1910-04-17,10.4,18.6,.3,,,
112,1910-04-18,8.1,14.7,6.4,,,
112,1910-04-19,8.1,20,,,,
112,1910-04-20,10.8,20.2,,,,
112,1910-04-21,9.8,15.4,.1,,,
112,1910-04-22,7.4,17.6,,,,
112,1910-04-23,9.4,18.2,,,,
112,1910-04-24,8.9,14.1,19.3,,,
112,1910-04-25,8.4,15.2,,,,
112,1910-04-26,6.5,14.4,0,,,
112,1910-04-27,6.6,18.4,0,,,
112,1910-04-28,7.3,16.5,.9,,,
112,1910-04-29,3.8,12,,,,
112,1910-04-30,3.8,15,,,,
112,1910-05-01,8.2,19.2,,,,
112,1910-05-02,8.2,18.8,,,,
112,1910-05-03,8.5,19.2,,,,
112,1910-05-04,9.4,15.8,0,,,
112,1910-05-05,7.5,18,0,,,
112,1910-05-06,8.6,19.7,0,,,
112,1910-05-07,9.2,16,0,,,
112,1910-05-08,10.1,16.8,,,,
112,1910-05-09,9.6,21,,,,
112,1910-05-10,12.4,23.8,,,,
112,1910-05-11,11.8,21.7,,,,
112,1910-05-12,11,20.4,0,,,
112,1910-05-13,10.5,19.5,0,,,
112,1910-05-14,9.1,16.7,,,,
112,1910-05-15,11.3,21.1,,,,
112,1910-05-16,9.1,15.1,0,,,
112,1910-05-17,7.2,16.3,2.2,,,
112,1910-05-18,9.6,18.8,,,,
112,1910-05-19,9.8,18.1,,,,
112,1910-05-20,10.7,19,,,,
112,1910-05-21,10.8,17.4,,,,
112,1910-05-22,10.5,20.4,,,,
112,1910-05-23,13,20.2,.2,,,
112,1910-05-24,11.4,17.3,.1,,,
112,1910-05-25,10.9,22,.1,,,
112,1910-05-26,12.5,21.3,,,,
112,1910-05-27,14.2,23.2,,,,
112,1910-05-28,14.4,26.8,,,,
112,1910-05-29,14.3,22.9,,,,
112,1910-05-30,13.6,23.6,,,,
112,1910-05-31,16.3,25.5,3.2,,,
112,1910-06-01,13.1,19.6,25.4,,,
112,1910-06-02,14.1,20.5,.2,,,
112,1910-06-03,15.2,18.7,21.1,,,
112,1910-06-04,12.9,21,34.1,,,
112,1910-06-05,12.6,17.3,1.1,,,
112,1910-06-06,14.2,18.9,,,,
112,1910-06-07,13.9,19,0,,,
112,1910-06-08,13.5,22,0,,,
112,1910-06-09,14.6,23.3,0,,,
112,1910-06-10,15.2,21.5,0,,,
112,1910-06-11,15.4,26.7,.1,,,
112,1910-06-12,15.7,21.4,0,,,
112,1910-06-13,15.8,25.1,8.6,,,
112,1910-06-14,14.4,23.1,1.2,,,
112,1910-06-15,17.7,22.3,,,,
112,1910-06-16,17,23.9,.2,,,
112,1910-06-17,16.3,23.3,0,,,
112,1910-06-18,17.5,26,1.9,,,
112,1910-06-19,16.4,20.6,33.9,,,
112,1910-06-20,14.9,20.6,0,,,
112,1910-06-21,15.9,21.6,0,,,
112,1910-06-22,16.3,18.6,.2,,,
112,1910-06-23,16.1,22.5,0,,,
112,1910-06-24,14.1,25.5,.1,,,
112,1910-06-25,17.9,22.8,19.3,,,
112,1910-06-26,16.3,20.8,2.2,,,
112,1910-06-27,16.3,21.3,,,,
112,1910-06-28,15,22,,,,
112,1910-06-29,16.1,22.7,0,,,
112,1910-06-30,17.7,28,,,,
112,1910-07-01,18.7,25.6,2,,,
112,1910-07-02,15.5,18.8,35.6,,,
112,1910-07-03,16.4,26,,,,
112,1910-07-04,17.4,23.5,,,,
112,1910-07-05,17.5,24.6,8.8,,,
112,1910-07-06,19,21.2,92.5,,,
112,1910-07-07,18.9,24.2,.8,,,
112,1910-07-08,20.1,23.4,1.8,,,
112,1910-07-09,18.5,24.3,1.9,,,
112,1910-07-10,18.1,24.4,,,,
112,1910-07-11,19,23.4,.2,,,
112,1910-07-12,18.7,27.8,0,,,
112,1910-07-13,18.7,27.2,,,,
112,1910-07-14,19.7,24.8,.6,,,
112,1910-07-15,19.6,25.9,0,,,
112,1910-07-16,18.3,22.2,23.4,,,
112,1910-07-17,17.9,24,4.3,,,
112,1910-07-18,20.8,22.5,3.2,,,
112,1910-07-19,20.7,27.7,3.4,,,
112,1910-07-20,19.1,23.4,8.6,,,
112,1910-07-21,20.9,25.1,0,,,
112,1910-07-22,21.1,25,6.1,,,
112,1910-07-23,21.1,26.9,8.4,,,
112,1910-07-24,21,26.6,33.8,,,
112,1910-07-25,22.6,27.2,0,,,
112,1910-07-26,22.1,24.7,1.5,,,
112,1910-07-27,22.6,28.5,.2,,,
112,1910-07-28,22.7,31.9,0,,,
112,1910-07-29,24.5,31,,,,
112,1910-07-30,24.1,32.7,,,,
112,1910-07-31,23.7,30.5,,,,
112,1910-08-01,22.5,29.7,0,,,
112,1910-08-02,22.3,28.2,.1,,,
112,1910-08-03,22.2,28,.1,,,
112,1910-08-04,22.8,29.4,.8,,,
112,1910-08-05,22.8,31.2,,,,
112,1910-08-06,21.6,30.3,.8,,,
112,1910-08-07,19.9,29,,,,
112,1910-08-08,20.2,29.9,,,,
112,1910-08-09,20.4,30,,,,
112,1910-08-10,20.6,29.7,,,,
112,1910-08-11,21.8,28.4,0,,,
112,1910-08-12,21,30.6,,,,
112,1910-08-13,20.5,28.9,,,,
112,1910-08-14,19.6,29.7,,,,
112,1910-08-15,19.4,27.5,0,,,
112,1910-08-16,18.7,27,0,,,
112,1910-08-17,18.7,27.8,,,,
112,1910-08-18,16.9,28.3,,,,
112,1910-08-19,16.7,25.1,,,,
112,1910-08-20,18.1,28.5,,,,
112,1910-08-21,20.6,26.2,4.6,,,
112,1910-08-22,22.5,26,2.1,,,
112,1910-08-23,22.4,26.4,0,,,
112,1910-08-24,18.1,27.1,25.2,,,
112,1910-08-25,21.3,29.7,,,,
112,1910-08-26,22.9,28.5,0,,,
112,1910-08-27,20.6,25.4,85.4,,,
112,1910-08-28,19.8,24.5,115.3,,,
112,1910-08-29,20.2,25.9,0,,,
112,1910-08-30,20.7,27.5,0,,,
112,1910-08-31,19.9,24.7,35.2,,,
112,1910-09-01,21.1,24.4,11,,,
112,1910-09-02,18.6,24.3,3.3,,,
112,1910-09-03,17.6,23.3,,,,
112,1910-09-04,18.2,22.1,0,,,
112,1910-09-05,17.2,24.5,,,,
112,1910-09-06,15.9,26.2,,,,
112,1910-09-07,15.3,26.1,,,,
112,1910-09-08,15,26.5,,,,
112,1910-09-09,16.9,25.4,,,,
112,1910-09-10,19.3,24.8,.6,,,
112,1910-09-11,17.6,23.3,3.7,,,
112,1910-09-12,15.4,19.7,0,,,
112,1910-09-13,15.6,22.4,0,,,
112,1910-09-14,16.8,23.5,,,,
112,1910-09-15,14.1,24,,,,
112,1910-09-16,16.8,24.4,0,,,
112,1910-09-17,15,24,.1,,,
112,1910-09-18,16.3,24.3,0,,,
112,1910-09-19,16.2,24.6,1.5,,,
112,1910-09-20,14.7,23,,,,
112,1910-09-21,13.2,22.2,,,,
112,1910-09-22,14.3,24.7,,,,
112,1910-09-23,16.4,23.1,1.4,,,
112,1910-09-24,16.3,21.3,0,,,
112,1910-09-25,12.7,26.3,8.1,,,
112,1910-09-26,11.4,20.2,0,,,
112,1910-09-27,13.1,22,,,,
112,1910-09-28,12.1,22.7,,,,
112,1910-09-29,13.6,23.8,,,,
112,1910-09-30,14.8,22,,,,
112,1910-10-01,14.5,23.5,,,,
112,1910-10-02,11.9,22.9,,,,
112,1910-10-03,12.1,21.3,,,,
112,1910-10-04,13,21.2,0,,,
112,1910-10-05,12.8,22.2,,,,
112,1910-10-06,12.6,22.2,0,,,
112,1910-10-07,16,21.2,,,,
112,1910-10-08,11.2,19.5,17.2,,,
112,1910-10-09,7.1,12.7,,,,
112,1910-10-10,4.6,15.5,,,,
112,1910-10-11,6.3,18.8,,,,
112,1910-10-12,7.4,20,,,,
112,1910-10-13,10.6,19,.1,,,
112,1910-10-14,9.1,20.5,.1,,,
112,1910-10-15,9.5,21.5,0,,,
112,1910-10-16,10.5,19,,,,
112,1910-10-17,10.2,21.4,,,,
112,1910-10-18,10.8,19.7,,,,
112,1910-10-19,10.4,19.7,.1,,,
112,1910-10-20,12.9,22.2,,,,
112,1910-10-21,12.4,20.7,,,,
112,1910-10-22,12.1,22.4,,,,
112,1910-10-23,12.2,20.8,,,,
112,1910-10-24,9.5,16.9,,,,
112,1910-10-25,6.4,17.8,,,,
112,1910-10-26,7.6,19.2,,,,
112,1910-10-27,9.4,19.2,,,,
112,1910-10-28,9,20.7,,,,
112,1910-10-29,9.4,20.3,,,,
112,1910-10-30,9,20.6,0,,,
112,1910-10-31,10.9,20,,,,
112,1910-11-01,13.1,19,,,,
112,1910-11-02,6.7,16.7,0,,,
112,1910-11-03,2.2,9.5,,,,
112,1910-11-04,2.4,12.4,,,,
112,1910-11-05,4.9,13.4,13.1,,,
112,1910-11-06,5.3,15.8,0,,,
112,1910-11-07,6,16.6,,,,
112,1910-11-08,9.2,17.6,,,,
112,1910-11-09,7.3,14.7,1.6,,,
112,1910-11-10,4.8,11,26,,,
112,1910-11-11,5.4,12.5,1.2,,,
112,1910-11-12,2.3,13.1,2.4,,,
112,1910-11-13,-2,7,,,,
112,1910-11-14,.8,9.7,0,,,
112,1910-11-15,4.1,8.7,7.5,,,
112,1910-11-16,-3.9,7.7,6.2,,,
112,1910-11-17,-3.3,.4,,,,
112,1910-11-18,-3.5,.8,,,,
112,1910-11-19,-4.6,2.4,,,,
112,1910-11-20,-1.6,10.6,,,,
112,1910-11-21,3.3,11.5,,,,
112,1910-11-22,1.5,11.2,.4,,,
112,1910-11-23,6.3,9.8,10.4,,,
112,1910-11-24,2.1,10.9,,,,
112,1910-11-25,4,10.1,,,,
112,1910-11-26,4.8,11.2,0,,,
112,1910-11-27,.4,8.8,0,,,
112,1910-11-28,1.1,5.4,.3,,,
112,1910-11-29,2.1,12.5,,,,
112,1910-11-30,4,7.9,7.4,,,
112,1910-12-01,-6.8,4.9,0,,,
112,1910-12-02,-9.1,-4.1,,,,
112,1910-12-03,-8.8,-1.4,.4,,,
112,1910-12-04,-3.2,.9,.4,,,
112,1910-12-05,-4,.6,,,,
112,1910-12-06,-5.1,4.3,,,,
112,1910-12-07,-5.2,3.2,,,,
112,1910-12-08,-9.7,1.9,0,,,
112,1910-12-09,-11.6,-6.1,,,,
112,1910-12-10,-13.8,-8.2,,,,
112,1910-12-11,-16.1,-10.1,,,,
112,1910-12-12,-13.8,-4.8,,,,
112,1910-12-13,-9,-1.5,,,,
112,1910-12-14,-7.8,-.6,,,,
112,1910-12-15,-6.1,3.4,,,,
112,1910-12-16,-4.8,1.1,1.8,,,
112,1910-12-17,-6.7,1.2,,,,
112,1910-12-18,-5.3,4.2,0,,,
112,1910-12-19,-1.1,5.2,,,,
112,1910-12-20,-7.4,1.9,,,,
112,1910-12-21,-8.3,-3.4,,,,
112,1910-12-22,-8.3,.3,1.4,,,
112,1910-12-23,-2.5,1.6,.6,,,
112,1910-12-24,-6.5,3.3,0,,,
112,1910-12-25,-1.5,3.4,.9,,,
112,1910-12-26,-4.5,2.1,.1,,,
112,1910-12-27,-3.8,5.6,.8,,,
112,1910-12-28,-6.6,-1.1,0,,,
112,1910-12-29,-3.6,2.7,.4,,,
112,1910-12-30,-5.6,1.9,,,,
112,1910-12-31,-10.2,-1.7,,,,
112,1911-01-01,-11.7,-6.2,3.2,,,
112,1911-01-02,-11.8,-6.5,,,,
112,1911-01-03,-9.3,.2,,,,
112,1911-01-04,-2.3,3.3,3.1,,,
112,1911-01-05,-8.3,1.7,2.1,,,
112,1911-01-06,-10.7,-5.7,,,,
112,1911-01-07,-11.6,-4.5,,,,
112,1911-01-08,-4.7,1.5,0,,,
112,1911-01-09,-6.8,-1.1,0,,,
112,1911-01-10,-5.3,5,,,,
112,1911-01-11,-13.4,-.7,.8,,,
112,1911-01-12,-16.8,-12.3,,,,
112,1911-01-13,-17.1,-7.5,,,,
112,1911-01-14,-12.1,1.7,0,,,
112,1911-01-15,-9.5,-.8,0,,,
112,1911-01-16,-9.5,-1,,,,
112,1911-01-17,-8.3,-1.8,,,,
112,1911-01-18,-6.8,.7,,,,
112,1911-01-19,-9,-.6,,,,
112,1911-01-20,-7.9,1.4,,,,
112,1911-01-21,-5,1.2,.1,,,
112,1911-01-22,-10.5,-2.6,1.4,,,
112,1911-01-23,-14.4,-7.1,,,,
112,1911-01-24,-13.6,-3.8,0,,,
112,1911-01-25,-7,-.7,1.8,,,
112,1911-01-26,-4,1.6,0,,,
112,1911-01-27,0,4.7,0,,,
112,1911-01-28,-.2,7.6,.7,,,
112,1911-01-29,-2.1,9.6,,,,
112,1911-01-30,2,8.6,8.7,,,
112,1911-01-31,-.6,6.6,9.6,,,
112,1911-02-01,-1.1,3.6,,,,
112,1911-02-02,-6.9,-.4,,,,
112,1911-02-03,-7.8,-.9,,,,
112,1911-02-04,-2.6,1.6,.2,,,
112,1911-02-05,-5.1,2.8,0,,,
112,1911-02-06,-8,-.4,,,,
112,1911-02-07,-4.5,2.7,,,,
112,1911-02-08,-3.5,3.2,.2,,,
112,1911-02-09,-5.8,4.3,,,,
112,1911-02-10,-3.1,4.4,1.5,,,
112,1911-02-11,-2.7,3.4,1,,,
112,1911-02-12,-5.1,2.2,,,,
112,1911-02-13,-1,2.5,.2,,,
112,1911-02-14,-.9,.9,8.4,,,
112,1911-02-15,-5.9,.6,.2,,,
112,1911-02-16,-8.6,-3.4,,,,
112,1911-02-17,-9.6,-2.8,,,,
112,1911-02-18,-8.9,-1.7,,,,
112,1911-02-19,-6.5,3.4,,,,
112,1911-02-20,-5,4.1,0,,,
112,1911-02-21,-4,4.3,0,,,
112,1911-02-22,-1.9,6.1,,,,
112,1911-02-23,-1.7,7.6,,,,
112,1911-02-24,-1.3,7.6,,,,
112,1911-02-25,-1.1,6.3,,,,
112,1911-02-26,-1.1,6.9,,,,
112,1911-02-27,-1.1,7.8,.2,,,
112,1911-02-28,-.9,10.1,.2,,,
112,1911-03-01,-1.1,3.9,3.7,,,
112,1911-03-02,-2.4,1.3,0,,,
112,1911-03-03,-5.1,2.7,,,,
112,1911-03-04,-2.2,6.6,,,,
112,1911-03-05,2,8.4,2.5,,,
112,1911-03-06,2.6,7.4,2.6,,,
112,1911-03-07,-.6,7.7,,,,
112,1911-03-08,1,6.4,,,,
112,1911-03-09,-4.5,3.6,,,,
112,1911-03-10,-5,1.2,,,,
112,1911-03-11,-4.3,7,,,,
112,1911-03-12,1,11,2.3,,,
112,1911-03-13,3.9,6.8,16,,,
112,1911-03-14,1.6,8.7,,,,
112,1911-03-15,-.9,9.6,,,,
112,1911-03-16,3.1,9.3,,,,
112,1911-03-17,2.4,10.4,,,,
112,1911-03-18,.3,6.7,,,,
112,1911-03-19,-1.4,7.1,,,,
112,1911-03-20,-1.2,3.8,,,,
112,1911-03-21,-.5,7.3,1.2,,,
112,1911-03-22,3.3,11.2,0,,,
112,1911-03-23,2.9,14.2,,,,
112,1911-03-24,-.1,7.4,2.8,,,
112,1911-03-25,.9,8.4,0,,,
112,1911-03-26,2.4,8.2,.3,,,
112,1911-03-27,2.5,8.4,.9,,,
112,1911-03-28,1,8,.1,,,
112,1911-03-29,1.8,16.7,0,,,
112,1911-03-30,2.8,10,32.5,,,
112,1911-03-31,.4,8.7,,,,
112,1911-04-01,.8,9.7,,,,
112,1911-04-02,2.3,9.4,,,,
