지점,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일사(MJ/m2)
105,1950-02-25,1.2,12.1,,3.3,37.7,
105,1950-02-26,-2.2,7.2,,3.6,57.3,
105,1950-02-27,-5.8,.3,,3.6,52.3,
105,1950-02-28,-6.5,6,,4.4,46.7,
105,1950-03-01,.4,9.2,,6.6,57.3,
105,1950-03-02,-.3,10.2,,2.7,68,
105,1950-03-03,2.8,14.9,,5.3,55.3,
105,1950-03-04,.2,13.2,,4.1,48.7,
105,1950-03-05,2.1,12.1,,2.8,53.3,
105,1950-03-06,2,9.2,7,1.2,91.7,
105,1950-03-07,.5,14.2,,3.6,60.7,
105,1950-03-08,-3,3.4,,5.1,26.3,
105,1950-03-09,-4.9,7.2,0,3.7,38.7,
105,1950-03-10,-.1,10.2,8,3.7,65.3,
105,1950-03-11,-9,.9,,6.8,47,
105,1950-03-12,-9.5,2,,4.4,38.3,
105,1950-03-13,-5.3,4.5,,5.2,41.7,
105,1950-03-14,-1.7,7.9,,4.1,47,
105,1950-03-15,-1.5,6.7,,3.2,58.3,
105,1950-03-16,1.2,14.2,,5.1,35.7,
105,1950-03-17,6.7,15.8,,4.5,31.3,
105,1950-03-18,2,10.7,,2.5,71,
105,1950-03-19,-.2,11.3,,4.4,48.3,
105,1950-03-20,-1.2,5.9,0,4.6,46.7,
105,1950-03-21,-2.4,8.4,0,4.3,40.7,
105,1950-03-22,-2.8,6.7,,2.1,64.3,
105,1950-03-23,-.3,12.1,,1.9,55,
105,1950-03-24,.3,17.2,,2.5,69.3,
105,1950-03-25,5.1,15.6,,2.5,57.7,
105,1950-03-26,5.2,9.8,0,1.9,67,
105,1950-03-27,.9,10.7,,2.6,62.7,
105,1950-03-28,1,12.9,,2.3,64.7,
105,1950-03-29,1.5,14.2,,1.8,67.7,
105,1950-03-30,1.9,12.2,,2.7,70.7,
105,1950-03-31,5.4,11.2,,1.5,77.7,
105,1950-04-01,6.2,14.2,,1.8,79.7,
105,1950-04-02,5.9,20.9,,3.5,78,
105,1950-04-03,5.4,7.4,.3,2,85,
105,1950-04-04,4.8,16,,2.1,77.3,
105,1950-04-05,3.7,8.9,22.5,3.2,87.3,
105,1950-04-06,3.5,6.5,3.6,2.8,83.3,
105,1950-04-07,.8,8.5,5.7,2.4,71.3,
105,1950-04-08,4.3,13.8,,3.4,43,
105,1950-04-09,7.3,18.3,,4.8,32.7,
105,1950-04-10,10.3,20,,4.6,34.7,
105,1950-04-11,8.5,20.7,,2,49,
105,1950-04-12,7.4,15.9,,2.9,68.3,
105,1950-04-13,5.7,22.9,,1.7,79.3,
105,1950-04-14,10.1,18.9,0,1.6,73,
105,1950-04-15,6.6,14.5,0,1.4,85.3,
105,1950-04-16,5.5,15.8,,1.8,82.3,
105,1950-04-17,9.6,12.5,8,.6,89.7,
105,1950-04-18,9.3,12.9,2.7,1.4,86.7,
105,1950-04-19,7,12.9,,1.5,57.7,
105,1950-04-20,4,8.3,4.2,.4,85.3,
105,1950-04-21,4.9,13.3,,1,79.3,
105,1950-04-22,4.9,20.1,,.5,68.3,
105,1950-04-23,6.6,20.3,,1.2,76,
105,1950-04-24,10,12.3,3.7,.9,92.3,
105,1950-04-25,10,15.2,,1,82.7,
105,1950-04-26,7.9,24.3,,2.5,53.3,
105,1950-04-27,11.7,25.1,,2.6,48.7,
105,1950-04-28,12.9,24.6,,2.5,49.3,
105,1950-04-29,11.1,15,,1.7,81.7,
105,1950-04-30,10.7,17.2,,1.2,87.3,
105,1950-05-01,12.3,18.2,0,1,88.7,
105,1950-05-02,12.6,15.8,12.7,.4,93,
105,1950-05-03,12.6,19.4,,.5,92.7,
105,1950-05-04,12.3,16.8,4.3,1,83.3,
105,1950-05-05,13.3,22.4,0,2.5,45.7,
105,1950-05-06,12.3,19.1,,3.3,50,
105,1950-05-07,11.1,20.5,,3.1,59,
105,1950-05-08,10.7,22.6,,2,73.3,
105,1950-05-09,12.6,25.3,,3.1,52.7,
105,1950-05-10,12.2,26.1,,5.8,33.3,
105,1950-05-11,15,25.7,,3.5,33.3,
105,1950-05-12,20.6,29.5,,5.2,21,
105,1950-05-13,13.4,28.1,,2.3,43.3,
105,1950-05-14,10.6,28.4,,2.5,58.7,
105,1950-05-15,20.1,32,,4.1,33.7,
105,1950-05-16,11.8,22.1,,1.8,79.7,
105,1950-05-17,13.3,16.9,0,1.3,84.3,
105,1950-05-18,13.3,25.4,,3.5,50.3,
105,1950-05-19,11.9,19.9,3,2,61,
105,1950-05-20,7.4,17.7,23.2,1.8,86,
105,1950-05-21,6.9,21.3,5.5,2.7,53.3,
105,1950-05-22,14.5,25.8,,4.2,33.3,
105,1950-05-23,14.6,24.9,,2.4,36.7,
105,1950-05-24,12.3,22.3,,1.3,74.3,
105,1950-05-25,12.5,19.7,,1,84.3,
105,1950-05-26,9.6,19.3,,.8,77,
105,1950-05-27,12.5,19.9,,.9,82.7,
105,1950-05-28,10.2,22.2,,.7,82.7,
105,1950-05-29,13.7,28.5,,1.2,51.7,
105,1950-05-30,13.8,25.6,,.9,63.3,
105,1950-05-31,12.3,20.6,0,1,75.3,
105,1950-06-01,13.6,17.2,13.6,2.4,88.7,
105,1950-06-02,12.8,16.7,0,2.8,77.3,
105,1950-06-03,11.8,18.5,,2.2,76.3,
105,1950-06-04,9.9,22,,1.4,49.7,
105,1950-06-05,11.8,29.4,,2.1,54.7,
105,1950-06-06,17.6,26.9,,1.8,64,
105,1950-06-07,15.7,20.2,,1.7,87.3,
105,1950-06-08,14.7,19.4,7,1.2,81.7,
105,1950-06-09,16.9,27.9,,5.3,47.7,
105,1950-06-10,15.3,25.7,,2.2,68,
105,1950-06-11,14.1,25.6,,1.8,65.3,
105,1950-06-12,14.9,22.8,.1,2.3,81.7,
105,1950-06-13,13.4,22.5,,1.7,78.7,
105,1950-06-14,11.8,24.4,,1.1,70.3,
105,1950-06-15,14,30.4,,1.2,67.7,
105,1950-06-16,17.7,29.2,,1.5,74.7,
105,1950-06-17,16,20.2,12.3,1.7,91.3,
105,1950-06-18,16,22.7,.5,1,87,
105,1950-06-19,15.5,23.7,,1.1,89.3,
105,1950-06-20,18.5,27.8,,1.1,72.7,
105,1950-06-21,18,24.2,,3.2,73.7,
105,1950-06-22,17.4,19.8,12.6,.5,92,
105,1950-06-23,17.5,20.5,23.7,.6,93.7,
105,1950-06-24,17.9,20.1,20.1,1,96.7,
105,1950-06-25,17.7,21.6,6.5,.7,94.7,
105,1950-07-07,23.4,32.9,,5.6,73,
105,1950-07-08,20.8,29.9,18.9,3.8,90,
105,1950-07-09,19.6,28.6,,2.3,69.3,
105,1950-07-10,19.4,31.6,,3.3,66.7,
105,1950-07-11,17.6,29.9,,1.1,80,
105,1950-07-12,17.5,25.3,,1.5,86,
105,1950-07-13,20.1,23.2,.1,.8,97.7,
105,1950-07-14,20.9,25.7,.1,1.2,93,
105,1950-07-15,20.7,31.4,.3,2.4,78.3,
105,1950-07-16,22.6,31.3,,2.4,80.7,
105,1950-07-17,24,32,,2.7,61.7,
105,1950-07-18,24.4,33,,1.6,73.3,
105,1950-07-19,23.4,29.7,,1.7,84,
105,1950-07-20,22.6,28.5,,.9,83.7,
105,1950-07-21,23.1,29.1,0,1.7,80.3,
105,1950-07-22,22.2,30.8,6.7,1.8,76.3,
105,1950-07-23,23.8,34.8,1.3,1,75.3,
105,1950-07-24,21.9,31.3,0,.7,79.7,
105,1950-07-25,22.6,30.3,,1.2,78.7,
105,1950-07-26,20.7,27.6,,2,89,
105,1950-07-27,20.2,26.1,,.9,88.3,
105,1950-07-28,21.8,23.7,1.9,2.7,94.7,
105,1950-07-29,21.4,22.6,38.9,4.5,97.3,
105,1950-07-30,21.4,23.4,4.9,2.5,97,
105,1950-07-31,21.4,23.6,147.7,1.1,98,
105,1950-08-01,22.2,24.1,6.2,2.1,98,
105,1950-08-02,22.4,27.5,1.2,1.1,94,
105,1950-08-03,21.2,27.1,0,.9,85.3,
105,1950-08-04,22.6,26.2,0,1.9,86.7,
105,1950-08-05,21.9,26.2,0,.3,86,
105,1950-08-06,20,33.3,,1.1,84.3,
105,1950-08-07,22.1,29.5,,.7,84,
105,1950-08-08,23.4,30.3,29.3,.8,87.7,
105,1950-08-09,23.1,32.6,,.4,78.3,
105,1950-08-10,23.2,31.8,,.3,83.7,
105,1950-08-11,23,30,,1,88.3,
105,1950-08-12,22.6,29.6,4.7,1.2,85.3,
105,1950-08-13,22.7,29.6,0,1.8,88,
105,1950-08-14,23.1,25.9,106.1,1.5,93.3,
105,1950-08-15,22.6,29.8,0,1.2,94.7,
105,1950-08-16,22.7,30.7,,1.1,88.3,
105,1950-08-17,24.2,32,,.6,78,
105,1950-08-18,21.9,31.9,,1.1,80.3,
105,1950-08-19,20.8,31.6,,2.3,83.3,
105,1950-08-20,22.9,30.9,.1,1.3,85,
105,1950-08-21,23.7,31.3,,1.7,72.3,
105,1950-08-22,20.7,30.1,27.7,2.3,78.3,
105,1950-08-23,18.9,29.5,9.1,1.6,83.7,
105,1950-08-24,17.8,26.9,0,1.6,75,
105,1950-08-25,18.7,26.1,.6,1.5,77.7,
105,1950-08-26,16.4,26.4,,1.9,66.7,
105,1950-08-27,16.5,27.2,,1.9,63.7,
105,1950-08-28,17.4,26.5,,2.2,70,
105,1950-08-29,16.5,26.6,,2.1,76.3,
105,1950-08-30,15.9,27.1,,2.3,73,
105,1950-08-31,16.7,27.8,,1.5,75,
105,1950-11-01,10.3,19.5,,1.4,57.3,
105,1950-11-02,9.3,18,,3.7,68.3,
105,1950-11-03,11.1,20.6,,2.6,68.3,
105,1950-11-04,7.8,17.9,23.1,2.3,86.7,
105,1950-11-05,7.4,12.3,3.1,2.2,71.3,
105,1950-11-06,6.1,11.1,2.7,2.3,78.7,
105,1950-11-07,7.2,13.5,0,1.3,79,
105,1950-11-08,8.8,13.6,0,2.1,70.7,
105,1950-11-09,6,14.1,,2.1,72.3,
105,1950-11-10,7.4,17,.2,2.6,79,
105,1950-11-11,7.6,17.8,,2.6,62,
105,1950-11-12,6.8,17.5,,2,66.7,
105,1950-11-13,2.8,11,,4.3,41.7,
105,1950-11-14,-7.6,6.9,,3.8,41,
105,1950-11-15,-7.4,5.8,,2.9,42.3,
105,1950-11-16,2,12.7,,5,58,
105,1950-11-17,6.7,15.5,,2.2,54.7,
105,1950-11-18,3.5,11.4,0,3.8,52.3,
105,1950-11-19,4.7,11.8,,5.8,39.7,
105,1950-11-20,4.4,16.7,,4.2,54.7,
105,1950-11-21,10,20.8,,3.1,41.3,
105,1950-11-22,7.4,19.5,,4.4,37.7,
105,1950-11-23,5.9,16.4,,1.2,60.3,
105,1950-11-24,5,13.5,,1.5,60.3,
105,1950-11-25,-1.7,6.1,2.5,2,60.7,
105,1950-11-26,-.4,7.5,1.3,1.8,73,
105,1950-11-27,-.8,7.6,,3.9,50.7,
105,1950-11-28,-2.5,2.5,2,1.8,82.7,
105,1950-11-29,-2.5,8.5,2.9,3,64.7,
105,1950-11-30,-.4,6.2,,2,54.3,
105,1950-12-01,-3.2,5,,4.2,36.7,
105,1950-12-02,-4,5.1,,2.7,39,
105,1950-12-03,-2.1,11.9,,2.3,45.7,
105,1950-12-04,-3.3,5.7,,2.4,48.3,
105,1950-12-05,-6.4,4.5,,4,37.3,
105,1950-12-06,-6.5,8,,3,55.7,
105,1950-12-07,.7,8.2,,1.9,73,
105,1950-12-08,.5,4.1,7,2.9,83.7,
105,1950-12-09,-5.8,3.5,,5.1,46,
105,1950-12-10,-6.3,7,,4.5,44,
105,1950-12-11,1,11.1,,4.5,60.3,
105,1950-12-12,3.2,12.5,,1.7,64.3,
105,1950-12-13,2.1,15.1,,3.1,60.7,
105,1950-12-14,2.9,10.8,3.6,1.6,69.7,
105,1950-12-15,2.2,10.7,.2,.8,75.3,
105,1950-12-16,-2.5,.3,.5,6.5,58.3,
105,1950-12-17,-6.5,.5,,3.8,41.7,
105,1950-12-18,-6.5,4.7,,4.1,56.7,
105,1950-12-19,-3.9,5.7,0,3.1,56,
105,1950-12-20,-.4,8.9,,2.3,68.7,
105,1950-12-21,-.9,5.5,.2,1.4,57,
105,1950-12-22,-2.4,6,,3.9,58.3,
105,1950-12-23,-1.6,7.2,,5.6,58.3,
105,1950-12-24,-4.8,4.6,,3.7,46,
105,1950-12-25,-2,5.9,,2.9,57.3,
105,1950-12-26,-5.6,6.5,,1.7,74.3,
105,1950-12-27,-5.7,1.3,,3.2,48.3,
105,1950-12-28,-1.7,2.3,,3.7,58.3,
105,1950-12-29,-1,6.1,,3.4,46,
105,1950-12-30,-7,2.4,,6.1,29,
105,1950-12-31,-7,3.6,,2.4,51.3,
105,1951-09-01,19.1,29.8,,,43.3,
105,1951-09-02,19.7,30,,3.9,41,
105,1951-09-03,18.3,26.3,,1.9,48.7,
105,1951-09-04,17.5,28.5,,2.2,55.3,
105,1951-09-05,19.2,26.9,,3,55,
105,1951-09-06,15.3,26.7,,1.9,77.7,
105,1951-09-07,12,23.8,.3,1.3,89,
105,1951-09-08,16.7,22.7,0,.9,85.7,
105,1951-09-09,19.5,25.8,,1.8,81.7,
105,1951-09-10,17.3,25.6,.1,2.9,62.7,
105,1951-09-11,15.5,24.6,3.9,2.1,76.3,
105,1951-09-12,15.5,27,,2.6,56.3,
105,1951-09-13,13.3,23.2,,2.4,75.7,
105,1951-09-14,13.7,22.3,0,.8,71.3,
105,1951-09-15,15.1,26.1,,4,67.3,
105,1951-09-16,15.1,24.5,,3.8,40.3,
105,1951-09-17,17.2,24.3,1.1,3.7,57,
105,1951-09-18,15,27.8,.2,5,56.3,
105,1951-09-19,12.2,21.7,,3.3,54.3,
105,1951-09-20,11.3,21.7,,2.6,54.7,
105,1951-09-21,13.2,24.1,,2.6,53.3,
105,1951-09-22,17.6,25.7,,1.5,48.7,
105,1951-09-23,12.1,26.9,,2.7,60.7,
105,1951-09-24,15.7,24.5,0,2,68.3,
105,1951-09-25,15.5,26.7,,1.6,63.3,
105,1951-09-26,13.9,23.1,,2,73.7,
105,1951-09-27,13.8,23.1,.5,1,78.7,
105,1951-09-28,12.4,23.7,,1.8,74.3,
105,1951-09-29,14.1,19.4,61.2,2.2,89.7,
105,1951-09-30,13.8,24.2,.1,6.2,59.3,
105,1951-10-01,11.3,21.8,.3,6.2,56.3,
105,1951-10-02,10.9,21,,1.9,60.3,
105,1951-10-03,10.3,21,,1.8,56.7,
105,1951-10-04,9.2,26.6,,3.6,59.3,
105,1951-10-05,12.9,20.3,,1.6,78,
105,1951-10-06,10.6,23.9,,1.3,72.3,
105,1951-10-07,14.3,25.5,,2.6,57.3,
105,1951-10-08,14.4,27.2,,1.2,60,
105,1951-10-09,16.9,27.2,,3.3,54.7,
105,1951-10-10,11.2,20.7,1,1.6,82,
105,1951-10-11,11.2,28.9,0,2.5,66.7,
105,1951-10-12,13.7,18.9,0,1.5,83,
105,1951-10-13,13.3,16.9,1.3,.9,86.3,
105,1951-10-14,13.5,17.2,26.5,3.8,97.7,
105,1951-10-15,13.2,19.9,,3.7,76.7,
105,1951-10-16,13.2,25.2,,5,70.7,
105,1951-10-17,10.5,22.3,,1.1,82,
105,1951-10-18,12.9,25.5,,1.7,81.3,
105,1951-10-19,12.9,17.5,13.6,2,94.7,
105,1951-10-20,12.4,13.2,44.4,7.5,95.7,
105,1951-10-21,10.3,13.2,15.1,8.9,83.7,
105,1951-10-22,6.7,16.4,,2.4,92.3,
105,1951-10-23,10.7,17.1,.3,2.3,66.7,
105,1951-10-24,7.1,19.5,0,4.3,55.3,
105,1951-10-25,5,15.1,,2.9,45,
105,1951-10-26,6.5,14.2,,4.3,55,
105,1951-10-27,6.5,13.9,,1.9,70.7,
105,1951-10-28,4.7,15.6,,2.3,58.3,
105,1951-10-29,5.6,15.2,,1.5,71,
105,1951-10-30,5.7,16.3,,1.1,68.7,
105,1951-10-31,6.2,15.4,2.4,1.3,73.3,
105,1951-11-01,6.7,14.5,.2,1.3,78.7,
105,1951-11-02,3.8,10.2,5.5,.7,70.7,
105,1951-11-03,3.7,16.1,,6.7,55,
105,1951-11-04,11.7,20.2,.4,2.5,65,
105,1951-11-05,7.9,12.3,9.1,3.8,93.3,
105,1951-11-06,8.2,13.9,.8,1.3,94.3,
105,1951-11-07,6.4,14.1,.8,.9,58.3,
105,1951-11-08,3.3,11.3,,1.4,49.3,
105,1951-11-09,8.6,15.4,,1.3,49.7,
105,1951-11-10,6.1,13.8,,4.9,59.3,
105,1951-11-11,6,17.2,,2.9,67.7,
105,1951-11-12,5.8,9.8,27.2,1.9,94.7,
105,1951-11-13,7.3,14.5,2.4,1.7,76.3,
105,1951-11-14,6,20.3,,1.8,58.3,
105,1951-11-15,10.7,15.3,20.1,3.5,82.7,
105,1951-11-16,6.9,10.9,6.2,2.4,87.3,
105,1951-11-17,6,11.4,1.7,1.3,79,
105,1951-11-18,9.7,12.8,,2.1,67.7,
105,1951-11-19,4.7,13.6,,2.6,74,
105,1951-11-20,5.7,16.4,,2.3,63,
105,1951-11-21,7.1,17.6,,4.6,56.3,
105,1951-11-22,9.2,18.8,11.4,1.8,61,
105,1951-11-23,7.3,9.6,12,2.5,76,
105,1951-11-24,-1.2,7.4,,3.2,49.7,
105,1951-11-25,2.1,7.5,.4,3.6,80.7,
105,1951-11-26,-6.4,3.3,0,5.5,33,
105,1951-11-27,-2.3,3.8,,6.3,32.7,
105,1951-11-28,-4.6,4.6,,3.1,38.7,
105,1951-11-29,1.1,10.3,,5.1,47.3,
105,1951-11-30,.2,9.1,,3.7,47,
105,1951-12-01,.2,9,,1.4,57.3,
105,1951-12-02,-1.9,11.7,,2.2,47.7,
105,1951-12-03,4.5,11.4,,4.1,52.7,
105,1951-12-04,3.3,9,,3.1,48.7,
105,1951-12-05,.9,11.6,,5.1,49.3,
105,1951-12-06,4.2,12.1,0,1.9,39,
105,1951-12-07,2.9,11.3,0,2.6,44,
105,1951-12-08,4.9,9.5,,2.5,30,
105,1951-12-09,3.2,9.8,,8.3,46.3,
105,1951-12-10,5.4,11.5,,5.2,47.7,
105,1951-12-11,2.9,13.3,,2.3,47.3,
105,1951-12-12,1.4,12.7,,5.2,48,
105,1951-12-13,-1.3,10.9,,3.7,49,
105,1951-12-14,-2.8,3.6,,2.8,27,
105,1951-12-15,-5.8,-.2,,8.3,55.3,
105,1951-12-16,-6,6.4,,2.6,54.7,
105,1951-12-17,.9,11.9,,8.9,40,
105,1951-12-18,1.6,11.5,,4.6,41.7,
105,1951-12-19,7.2,13.8,,6.2,40.3,
105,1951-12-20,8.1,14.5,,3.8,46,
105,1951-12-21,8.5,15.9,,5.9,38,
105,1951-12-22,8.9,16.9,,6.4,46,
105,1951-12-23,2.4,12.2,,4.4,40,
105,1951-12-24,-.8,10,,2,36.7,
105,1951-12-25,.5,7.5,25.3,1,67.3,
105,1951-12-26,-1,4.2,46.6,4.3,90.3,
105,1951-12-27,-1.9,5.1,,4.6,50.3,
105,1951-12-28,-5.2,2.4,,4.9,58.7,
105,1951-12-29,-8.5,.6,,3.3,37.7,
105,1951-12-30,-5.5,4.7,,2.4,69,
105,1951-12-31,-.5,3.5,5.6,1.5,77,
105,1952-01-01,-2.8,3.1,,1.7,53.7,
105,1952-01-02,-4.6,3.2,,5.7,51,
105,1952-01-03,-3.8,5.8,,2.2,50,
105,1952-01-04,-.8,5.5,,4.2,65.7,
105,1952-01-05,-4,3,,1.6,61.3,
105,1952-01-06,-4,4.2,,5.3,46.7,
105,1952-01-07,-5.2,-.9,,5.8,33.7,
105,1952-01-08,-6.8,-1,,1.9,43,
105,1952-01-09,-7.4,4.9,,5.8,55.3,
105,1952-01-10,-1.4,7.8,,3.3,58,
105,1952-01-11,-5.4,4.7,,4.3,49.7,
105,1952-01-12,-9.6,1.8,,3.2,45,
105,1952-01-13,-1.5,7.6,,3.2,36,
105,1952-01-14,-1.9,6.1,,2.3,43.3,
105,1952-01-15,-3.1,2.2,,6.6,39,
105,1952-01-16,-1.4,7.2,,3.5,50.3,
105,1952-01-17,-2.5,3.5,,4.7,44.7,
105,1952-01-18,-8.2,1.6,,6.3,44.7,
105,1952-01-19,-7.4,5.2,,1.3,39,
105,1952-01-20,0,6.6,,4,46.7,
105,1952-01-21,-.6,8.6,0,6.2,70.7,
105,1952-01-22,-1.6,4.2,,4.2,63,
105,1952-01-23,-1.5,7.3,,1.1,46.3,
105,1952-01-24,-3.1,6.5,0,7.8,44.7,
105,1952-01-25,-9.1,-3.1,3.5,5.4,41,
105,1952-01-26,-9.7,1.2,,1.9,52.3,
105,1952-01-27,-1.1,6.7,,1,41,
105,1952-01-28,.5,8.4,0,1.3,66.3,
105,1952-01-29,.7,9.4,,3.5,50.3,
105,1952-01-30,-5.9,3.5,,2.3,51,
105,1952-01-31,-7.4,1.5,,4.5,51.7,
105,1952-02-01,-5,6.2,,4.2,42.7,
105,1952-02-02,-10,-1.6,,4.7,43.3,
105,1952-02-03,-11,-2.6,,1.9,35,
105,1952-02-04,-10.2,-3.8,,3.2,35,
105,1952-02-05,-15.9,-1,,5.3,35.3,
105,1952-02-06,-8.6,1.9,,4.1,37.3,
105,1952-02-07,-2,1.6,.1,2.3,65.3,
105,1952-02-08,-3.4,5.5,,2.9,44,
105,1952-02-09,.8,8.3,,5.1,57.7,
105,1952-02-10,-2.8,5,,6,54.3,
105,1952-02-11,-1.9,6.7,,3,67.3,
105,1952-02-12,-2.3,6.7,21.1,.3,94,
105,1952-02-13,-.6,3,4.8,1.7,83,
105,1952-02-14,-1.3,2.3,14.4,1.8,91.3,
105,1952-02-15,-1.5,1.8,26.9,2.4,90.3,
105,1952-02-16,-3.6,.6,33.9,1.4,89.7,
105,1952-02-17,-7.1,2.4,1.1,3.3,53.7,
105,1952-02-18,-8.7,.5,,5.2,49.7,
105,1952-02-19,-9.4,.1,,2.7,54,
105,1952-02-20,-9.7,2.6,,2.8,48.7,
105,1952-02-21,-5.7,2.8,0,5.3,63.7,
105,1952-02-22,-3.7,1.4,3.6,4.4,80,
105,1952-02-23,-9.3,-1.4,,1.5,70.3,
105,1952-02-24,-6.9,1.6,,1.7,50,
105,1952-02-25,-5.1,3.1,12,1.3,80,
105,1952-02-26,-1.8,2.5,23,2.1,89,
105,1952-02-27,-2.6,4.7,,2.9,79,
105,1952-02-28,-4.6,4.2,,1.1,51.3,
105,1952-02-29,-2.3,4.6,,2.3,63.3,
105,1952-03-01,-3.3,5.8,,5.2,59,
105,1952-03-02,-3.4,5.4,,4.5,58.7,
105,1952-03-03,-1.4,5.2,,3.3,54.7,
105,1952-03-04,-8.1,.1,,3.1,41.3,
105,1952-03-05,-7.1,2.2,,3.1,54,
105,1952-03-06,-1.9,5.1,,.8,60,
105,1952-03-07,1.2,2.7,4.6,1.4,81.7,
105,1952-03-08,.1,7.3,,2.8,81.3,
105,1952-03-09,1,7.4,,2.7,68.3,
105,1952-03-10,.1,9.5,,3.9,48,
105,1952-03-11,-3.8,4.9,1.5,2.2,59.7,
105,1952-03-12,-2.2,8.6,,3.3,57.7,
105,1952-03-13,.7,14.4,,4.2,69,
105,1952-03-14,4.2,16.2,,4.9,74,
105,1952-03-15,4.5,17.9,,2.5,37,
105,1952-03-16,3.2,10.7,,2.3,42.7,
105,1952-03-17,.7,11.4,0,2.1,68.7,
105,1952-03-18,2.6,10.5,21.1,2.8,81,
105,1952-03-19,-.7,7.6,37.3,3.8,78.7,
105,1952-03-20,-3.2,10.5,,4.7,49.3,
105,1952-03-21,-.5,11.8,,2.7,46.3,
105,1952-03-22,3.9,13.1,0,7.9,62,
105,1952-03-23,.5,9.4,0,6.9,57.3,
105,1952-03-24,-3.2,2.4,7.6,2,69.3,
105,1952-03-25,-.2,8.9,,1.9,53.7,
105,1952-03-26,-.4,12.4,,2.8,48,
105,1952-03-27,4.4,10.2,,4.4,50,
105,1952-03-28,3.6,13.9,,2,40,
105,1952-03-29,3.9,16.8,,2.9,41.7,
105,1952-03-30,7.1,13.1,,1.3,70,
105,1952-03-31,3.2,10,5.2,1.4,84.7,
105,1952-04-01,2.6,7.9,.1,4.4,77.3,
105,1952-04-02,2.6,13.9,0,1.9,73.3,
105,1952-04-03,3.7,20.8,,4.7,46,
105,1952-04-04,9.4,19.4,,1.9,40.7,
105,1952-04-05,8.9,21.6,,3.5,36.7,
105,1952-04-06,9.9,25.5,,3.6,46.7,
105,1952-04-07,11.2,17.3,.7,3,88.3,
105,1952-04-08,11.7,19.7,,1.2,68.3,
105,1952-04-09,7.1,26.4,,1.4,50.7,
105,1952-04-10,8.8,17.1,,2.8,56.3,
105,1952-04-11,5.3,13.3,17.9,1.4,84.7,
