지점,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일사(MJ/m2)
90,1968-05-25,13.1,16.5,3.4,1.7,92,
90,1968-05-26,11.8,13.8,4.7,2.8,90.5,
90,1968-05-27,10.9,13.6,.2,1.2,88.8,
90,1968-05-28,9.4,17.5,,1.9,86.5,
90,1968-05-29,15.3,22.7,,4.9,57.5,
90,1968-05-30,15,23.2,,4.8,60.5,
90,1968-05-31,14.1,19.2,.4,2.2,88.8,
90,1968-06-01,11.6,14.6,4.2,2.4,92.3,
90,1968-06-02,11.4,15.1,.6,2.5,85.8,
90,1968-06-03,12.3,18,,2.1,82.8,
90,1968-06-04,11.5,19.2,,1.5,86.8,
90,1968-06-05,15.4,29.2,,2,68,
90,1968-06-06,17.1,26.5,,2,62.3,
90,1968-06-07,15.6,23.9,,1.8,80.3,
90,1968-06-08,15.4,21.2,,1.8,88.3,
90,1968-06-09,16.1,23.2,8.8,2.3,85.5,
90,1968-06-10,15.8,18.4,1.2,3.2,60,
90,1968-06-11,14.7,24.1,,3.3,63.5,
90,1968-06-12,16.3,24.8,,1.6,68.5,
90,1968-06-13,18.1,24,,1.6,75.8,
90,1968-06-14,16.6,21.8,,1.7,84.3,
90,1968-06-15,17,23.8,2.6,1.8,81.5,
90,1968-06-16,16.3,21,,2.5,86.3,
90,1968-06-17,17.8,28.9,,2.1,57.3,
90,1968-06-18,16.5,20.9,6.4,1.3,82,
90,1968-06-19,14.5,17.6,14.5,1.7,88,
90,1968-06-20,13.1,19.3,5.7,1.5,83.5,
90,1968-06-21,12.3,19.3,,2,85,
90,1968-06-22,15.9,21.3,0,1.3,86.8,
90,1968-06-23,15.4,21,,2.1,86.3,
90,1968-06-24,16.6,21.4,,1.5,90.8,
90,1968-06-25,17,21.8,,1.5,90.5,
90,1968-06-26,17.9,21.9,0,1.8,88.3,
90,1968-06-27,18.2,23.3,0,1.5,86.5,
90,1968-06-28,19.1,22.4,3.9,1.1,90.3,
90,1968-06-29,18.7,27.1,,1.6,86.5,
90,1968-06-30,19.1,22.7,.4,1.5,92.3,
90,1968-07-01,17.5,20.4,11.8,2.3,96.3,
90,1968-07-02,17.6,19.3,2.4,1.2,94,
90,1968-07-03,17.8,20.8,,.8,86,
90,1968-07-04,17.1,19.1,0,1,86.5,
90,1968-07-05,17.3,20.8,1.3,1,89.8,
90,1968-07-06,18.7,22.7,.1,1.4,90.3,
90,1968-07-07,19.3,22.5,2.5,.9,93.3,
90,1968-07-08,20.2,23.4,,1.4,91.3,
90,1968-07-09,19.9,22.6,,1.3,89.8,
90,1968-07-10,18.3,24.5,,1.4,90.3,
90,1968-07-11,19,24.7,,1.5,86.3,
90,1968-07-12,20.1,24.8,,2,86,
90,1968-07-13,19.9,24,,1.9,89.5,
90,1968-07-14,19.9,25.6,4.8,1.1,88.8,
90,1968-07-15,20.6,22.1,16.9,.8,91.5,
90,1968-07-16,20.2,21,89.7,.8,94.5,
90,1968-07-17,20.5,23,24,1.1,92.8,
90,1968-07-18,21.7,25.1,1.9,1.6,89.3,
90,1968-07-19,21.3,24,23,1.3,93.3,
90,1968-07-20,21.9,28.5,,1.2,82.8,
90,1968-07-21,24.1,27.4,.1,1.1,81,
90,1968-07-22,24.8,34,,2.3,65,
90,1968-07-23,27.4,35.8,,3.9,53.3,
90,1968-07-24,25.7,33.1,,1.9,67,
90,1968-07-25,23.9,28.9,,1.6,83.5,
90,1968-07-26,24,31.6,,1.3,79.5,
90,1968-07-27,24.1,29.6,,1.6,83.3,
90,1968-07-28,22,26.3,0,2.3,87.3,
90,1968-07-29,20.9,22,59,3.3,96.5,
90,1968-07-30,20.4,22,64.4,2.7,95.8,
90,1968-07-31,20.2,21.4,2.8,2.6,95.8,
90,1968-08-01,20.8,23,6.8,2.3,95.5,
90,1968-08-02,21.2,24.3,.3,1.8,91,
90,1968-08-03,19.5,27.8,,1.2,85.3,
90,1968-08-04,19.3,27.3,,1,80.3,
90,1968-08-05,20.1,27.8,,1.6,84.5,
90,1968-08-06,23.8,27.9,.4,.9,86,
90,1968-08-07,24.3,31.9,,2.4,72,
90,1968-08-08,21.2,28,33,1.5,84,
90,1968-08-09,19.9,26.8,29.8,2.3,89.8,
90,1968-08-10,19.9,25.7,,1.7,84.3,
90,1968-08-11,19.1,24.5,1.4,2,88.3,
90,1968-08-12,18.5,25.9,,2,79,
90,1968-08-13,20.5,24.2,,1.5,87.8,
90,1968-08-14,19.8,22.6,4.4,1.4,89.3,
90,1968-08-15,20,22.2,21.2,.5,95,
90,1968-08-16,20.8,23.3,12.2,.6,96.3,
90,1968-08-17,21.2,31.7,,3.6,71,
90,1968-08-18,23.7,31,,2.1,72,
90,1968-08-19,22.3,28.9,,2.2,77.8,
90,1968-08-20,23,28.8,12.4,2.5,83.5,
90,1968-08-21,22,25.7,.6,2.1,91,
90,1968-08-22,20.6,24.9,.8,1.6,91.8,
90,1968-08-23,20.3,23.2,155.2,2.4,95.8,
90,1968-08-24,20.1,29.7,,2.5,71.8,
90,1968-08-25,20.8,28.3,,1.2,80.5,
90,1968-08-26,20.6,26.9,,1.8,82.5,
90,1968-08-27,19.2,26.8,,1.7,84,
90,1968-08-28,21.4,27.7,,2.1,79.8,
90,1968-08-29,20,25.1,.3,2.5,80.3,
90,1968-08-30,17.2,25.9,19.5,2,75.5,
90,1968-08-31,16.6,24.1,1.5,1.7,80.3,
90,1968-09-01,16.5,24,,2,78.5,
90,1968-09-02,17.8,25,1.1,2,81.5,
90,1968-09-03,18,24.8,0,1.7,80.5,
90,1968-09-04,17.5,24.3,,2.9,74,
90,1968-09-05,16.4,20.7,77.5,2.5,95.3,
90,1968-09-06,17.7,22.1,7.1,1.7,91.5,
90,1968-09-07,18.1,25.4,,1.2,88.8,
90,1968-09-08,18,24.9,,1.4,86.3,
90,1968-09-09,19.2,25.1,0,1.3,85.3,
90,1968-09-10,14.9,25.2,,1.6,74,
90,1968-09-11,13.5,27,,1.1,70,
90,1968-09-12,18,23.5,,1,76.3,
90,1968-09-13,16.2,25,,1.7,80.5,
90,1968-09-14,16.1,24,,2,84,
90,1968-09-15,18.5,27.1,,1.6,84.8,
90,1968-09-16,19.2,26.3,,1.8,86.8,
90,1968-09-17,19.9,24.4,,1.6,85,
90,1968-09-18,18.9,25.7,,1.6,86.5,
90,1968-09-19,20.5,23.7,.1,1.7,88.5,
90,1968-09-20,15.8,24.8,.2,3.8,63.3,
90,1968-09-21,11,21.6,,1.9,66.8,
90,1968-09-22,13.9,20.9,,1.3,72.3,
90,1968-09-23,15.7,24.7,,2.6,57.3,
90,1968-09-24,13,23.5,,2.4,61.3,
90,1968-09-25,16.1,24.1,,3.6,71.8,
90,1968-09-26,16.4,22.4,,2.7,77,
90,1968-09-27,17.2,19.1,,2.1,80,
90,1968-09-28,16.4,25.2,,1.4,78.8,
90,1968-09-29,15.2,20.4,0,2.3,60.3,
90,1968-09-30,11.5,15.6,27.7,2.5,86.3,
90,1968-10-01,10.8,19.3,,2.4,77,
90,1968-10-02,11,21,,1.6,69.3,
90,1968-10-03,13.6,19.9,,1.3,81.3,
90,1968-10-04,11,23.3,,1.1,73.5,
90,1968-10-05,12.1,22.7,,1.8,78.8,
90,1968-10-06,13.4,22.8,25.8,4.7,75.3,
90,1968-10-07,12.5,13.7,53.7,5,85.8,
90,1968-10-08,12.6,16.1,,2.6,72.3,
90,1968-10-09,12.6,17,0,.8,82.8,
90,1968-10-10,10.6,14.5,12.5,2.3,77.5,
90,1968-10-11,10.9,15.8,.2,2.3,82.5,
90,1968-10-12,11.3,14.7,6,1.9,81.5,
90,1968-10-13,10.5,19.6,,1.8,71,
90,1968-10-14,10.3,18.4,7.2,3.2,63.8,
90,1968-10-15,8.5,18.4,,1.9,72.8,
90,1968-10-16,9.1,15.3,,1.9,66.8,
90,1968-10-17,8.5,15.5,2.5,3.7,49.8,
90,1968-10-18,7.8,14.6,8.7,3.8,74.8,
90,1968-10-19,7.1,14.5,,1.3,75,
90,1968-10-20,7.1,16.1,,1.7,72.5,
90,1968-10-21,7.7,17.4,,2,78.3,
90,1968-10-22,10,18.4,,1.4,83.8,
90,1968-10-23,8.5,17.9,,2.9,82.3,
90,1968-10-24,8.4,15.7,170.3,7.2,86,
90,1968-10-25,8.9,12.9,47.5,10.8,87.8,
90,1968-10-26,8.7,13.9,7.7,1.7,86,
90,1968-10-27,7.8,16.3,,1.9,63,
90,1968-10-28,8,14.3,0,2.8,64.3,
90,1968-10-29,8.8,14.4,,1.7,76.3,
90,1968-10-30,6.9,15.7,,1.7,64,
90,1968-10-31,7,16.3,,1.5,61.8,
90,1968-11-01,8,17.1,,1.3,66.5,
90,1968-11-02,8.5,17.1,,1.2,81,
90,1968-11-03,8,16.2,,1.5,85.3,
90,1968-11-04,9.5,18.4,,1.4,69.8,
90,1968-11-05,11.9,15,6.8,1.1,88,
90,1968-11-06,11.9,19,,4.8,51.5,
90,1968-11-07,9.6,17.5,,2.3,54,
90,1968-11-08,9.2,16.4,.3,2,78.8,
90,1968-11-09,-3.1,13.2,0,5.5,49.5,
90,1968-11-10,-5.4,2,,7.1,44.3,
90,1968-11-11,1,10.1,,5.2,47,
90,1968-11-12,3.2,12.2,,2.6,49.8,
90,1968-11-13,6.2,13.2,,4.9,45.8,
90,1968-11-14,5.2,11.2,,3.7,38,
90,1968-11-15,3.8,12.2,,2.4,41.5,
90,1968-11-16,5.1,11.6,,4.4,45.3,
90,1968-11-17,1.6,8.9,,2.1,45.8,
90,1968-11-18,2.3,11.8,.3,1.6,56,
90,1968-11-19,7.3,16.9,0,1.7,71.8,
90,1968-11-20,7,11.4,,1,80,
90,1968-11-21,6.1,12.5,,1.6,78.5,
90,1968-11-22,5.7,13.9,,1.9,83.8,
90,1968-11-23,7.2,18.3,,1.6,65.8,
90,1968-11-24,10.7,20.8,,1.8,64.3,
90,1968-11-25,11.5,12.9,0,1.2,89.3,
90,1968-11-26,9.1,16.4,3,1.7,91.5,
90,1968-11-27,4.5,13.7,14.1,3.4,88.8,
90,1968-11-28,3.1,7.9,,2.9,51.8,
90,1968-11-29,2.4,10.8,,1.9,61.5,
90,1968-11-30,8.5,15.5,,3,53.8,
90,1968-12-01,9.1,16,,2.1,57.3,
90,1968-12-02,8.9,16.7,,3,64,
90,1968-12-03,6.7,14.1,0,2.7,76,
90,1968-12-04,5.6,12,,1.5,84.5,
90,1968-12-05,6.3,12.8,,1.2,88.5,
90,1968-12-06,6,14.9,,1.3,76.5,
90,1968-12-07,8.9,15.3,.2,1.4,76.8,
90,1968-12-08,9,10.5,.2,2.8,86.5,
90,1968-12-09,9.1,11.6,.4,1.1,92.3,
90,1968-12-10,9.2,16.4,,1.7,81.3,
90,1968-12-11,7.3,10.3,9.2,2.7,93.5,
90,1968-12-12,1.7,9,10.5,5.7,86,
90,1968-12-13,1.7,4.9,2.2,1.7,87.5,
90,1968-12-14,-1.5,5.8,10.3,4.4,75.8,
90,1968-12-15,-3.6,1.2,3.8,3.8,69.3,
90,1968-12-16,-5.4,2.9,,3.5,47.8,
90,1968-12-17,1.5,7.3,,6.6,39,
90,1968-12-18,1.6,6.3,,1.6,72,
90,1968-12-19,3.2,10.4,,1.5,69.3,
90,1968-12-20,2.8,9.8,0,2.1,80,
90,1968-12-21,-3.2,5.6,,5.8,31.5,
90,1968-12-22,-5.4,-2.6,,5.4,34.3,
90,1968-12-23,-4.1,3.8,,2.7,60,
90,1968-12-24,.2,8.9,,2.7,55.8,
90,1968-12-25,2,10.1,,2.1,57.3,
90,1968-12-26,.7,7.4,14.8,1.9,80.8,
90,1968-12-27,-.9,4.9,9.2,1.1,69,
90,1968-12-28,-.7,5.1,,2.3,44.3,
90,1968-12-29,-2.2,3.6,,1.7,43.3,
90,1968-12-30,-2.7,4.2,,2.3,50.3,
90,1968-12-31,-6.8,1.6,,5.2,41.5,
90,1969-01-01,-10.2,-4.4,,6,35.3,
90,1969-01-02,-11,-5.4,,5.8,33,
90,1969-01-03,-12.2,-4.6,,6.1,40,
90,1969-01-04,-5.9,.2,,6,39.5,
90,1969-01-05,-5.6,-.1,,4.7,39.3,
90,1969-01-06,-6.2,-2,,6.5,36.3,
90,1969-01-07,-9.1,-2,,7.1,37.8,
90,1969-01-08,-5.6,2.3,,4.1,34,
90,1969-01-09,-4.2,4.8,,1.7,39.8,
90,1969-01-10,-.9,7,,1.6,49.3,
90,1969-01-11,-1.3,2.8,1.1,2.9,48.3,
90,1969-01-12,-6,.2,9.3,2,80,
90,1969-01-13,-8.9,.8,,2.8,39,
90,1969-01-14,-7.2,-1.2,,5.5,41.5,
90,1969-01-15,-9,-1.3,,3.9,36.3,
90,1969-01-16,-6.8,2.6,,3.1,47.8,
90,1969-01-17,.5,5.2,0,3.6,59.3,
90,1969-01-18,4.1,8.7,,3.8,58.8,
90,1969-01-19,3.3,10.4,,1.7,75.3,
90,1969-01-20,1.7,5,.4,2,89.8,
90,1969-01-21,.6,3.6,24,2,95,
90,1969-01-22,.3,4.2,,1.6,87,
90,1969-01-23,.5,8.2,,3.4,54.3,
90,1969-01-24,-2.4,2.2,,1.8,63.5,
90,1969-01-25,.2,1.7,.5,1.7,87,
90,1969-01-26,1.7,8,14.3,2,89.3,
90,1969-01-27,1.6,4.1,6.4,2.6,88.3,
90,1969-01-28,-3,2,25.9,6.2,91.3,
90,1969-01-29,-3.4,-2.7,1.5,6.1,77.3,
90,1969-01-30,-3.4,-2,4.5,4.5,74.3,
90,1969-01-31,-3.6,.6,24.7,2.9,90,
90,1969-02-01,-3.2,4.3,.6,2.3,59.3,
90,1969-02-02,-8.3,-1.2,.4,2.3,58.8,
90,1969-02-03,-8.1,-.5,.1,1.8,69.8,
90,1969-02-04,-4.9,3.3,,2.3,69,
90,1969-02-05,-9.2,-3.4,1.1,2.9,49.8,
90,1969-02-06,-10.2,1.5,,3.6,38.8,
90,1969-02-07,-.8,4.7,,2.3,51,
90,1969-02-08,-.3,5.2,,3.2,47.8,
90,1969-02-09,.1,6.7,,2.5,44.3,
90,1969-02-10,3.1,10.9,,2.6,48.5,
90,1969-02-11,2.7,11.1,,1.4,54.5,
90,1969-02-12,3.8,13.5,,1.7,54,
90,1969-02-13,0,5.7,11.5,3.7,84,
90,1969-02-14,-3.9,0,13.4,3.9,90.8,
90,1969-02-15,-3.1,.9,14.1,2.7,89.3,
90,1969-02-16,-1.4,.3,12.3,2.9,91.5,
90,1969-02-17,-1,.6,4.7,.9,91,
90,1969-02-18,.2,1,29.9,1.1,91,
90,1969-02-19,-1.4,1.1,8,3,85.5,
90,1969-02-20,-3.8,-.8,25.7,4.4,88.3,
90,1969-02-21,-4.7,-.6,17.3,2.1,75.8,
90,1969-02-22,-7.9,-.6,,2.4,38.8,
90,1969-02-23,-7.9,-2.1,,.9,44.3,
90,1969-02-24,-7.8,-1.7,,3,44,
90,1969-02-25,-11.1,-1.9,,1.1,46,
90,1969-02-26,-9.8,-1.1,,.9,55.3,
90,1969-02-27,-4.2,2.7,,1.7,60,
90,1969-02-28,-5.4,.9,,4.1,48,
90,1969-03-01,-5.6,1.4,,1.8,44.8,
90,1969-03-02,-3.8,2.8,,1.6,58,
90,1969-03-03,-3.4,3,.3,1.7,64,
90,1969-03-04,-3.3,1.1,5.7,3.2,81.5,
90,1969-03-05,-6.1,4.5,,2,46.3,
90,1969-03-06,-.7,5.8,,3.4,48.5,
90,1969-03-07,.1,8.4,,3.2,43,
90,1969-03-08,2.8,7.9,,3.2,47.3,
90,1969-03-09,.9,4.7,1.8,2.2,77,
90,1969-03-10,-2,1.3,7.1,2.7,75.8,
90,1969-03-11,-1.2,.5,18.7,6.3,87.3,
90,1969-03-12,-4.1,-.2,9.6,4.2,88.3,
90,1969-03-13,-5.8,5.6,,1.8,57.8,
90,1969-03-14,0,7,,2.9,49.3,
90,1969-03-15,-2.2,5.1,,2,45.8,
90,1969-03-16,-.1,2.3,28.7,2.1,87.8,
90,1969-03-17,-1.3,6.5,,3.2,43.8,
90,1969-03-18,.5,8.2,,1.3,46.8,
90,1969-03-19,2.5,12,,1.3,62.8,
90,1969-03-20,6.2,10.6,,1.9,69,
90,1969-03-21,-.7,8.3,,7.2,37.3,
90,1969-03-22,-.2,7.2,,6.2,34,
90,1969-03-23,1.7,9.2,,3.3,41.5,
90,1969-03-24,2.6,14.8,,2.3,47.3,
90,1969-03-25,11,16.5,,3.7,38.8,
90,1969-03-26,10.3,21.6,,4,34.3,
90,1969-03-27,3.4,17.4,,2.9,53.8,
90,1969-03-28,-1.6,7,,1.9,59,
90,1969-03-29,2,4.7,3.9,1.3,78.5,
90,1969-03-30,1,4.1,1.7,1,70.5,
90,1969-03-31,.6,7.6,,2,65.5,
90,1969-04-01,3.4,11.4,,1.3,72.5,
90,1969-04-02,1.6,8.7,,1.5,76.5,
90,1969-04-03,5,11.6,.2,1.6,80,
90,1969-04-04,-.2,8,15.5,1.9,83.8,
90,1969-04-05,-.8,11.6,,3.4,41.3,
90,1969-04-06,3.9,11.2,,2.7,50.8,
90,1969-04-07,1.8,11.8,,2.2,54.3,
90,1969-04-08,7.7,11.6,,3.8,52.3,
90,1969-04-09,5.8,10.8,,5.5,49.8,
90,1969-04-10,5.3,11.8,,2.3,59.3,
90,1969-04-11,5,14.5,,1.9,69,
90,1969-04-12,9.1,26.6,,3.8,38.3,
90,1969-04-13,17.2,25.8,,2.4,30,
90,1969-04-14,6.4,24.1,33.4,2.4,74.3,
90,1969-04-15,6,11.3,1,1.1,81,
90,1969-04-16,4.4,8.5,,2.5,66.5,
90,1969-04-17,2.9,9.3,,1.3,69,
90,1969-04-18,4.1,18.3,,1.2,50.3,
90,1969-04-19,8.8,14.9,,1.6,68,
90,1969-04-20,9.9,14.1,1,1.3,83.8,
90,1969-04-21,10.1,23,2.2,2.8,72,
90,1969-04-22,10,15.6,,2.7,68.3,
90,1969-04-23,10,16,51.1,1.8,75.8,
90,1969-04-24,3.6,10.5,139.7,1.8,91.8,
90,1969-04-25,2.7,8.4,10.2,1.4,80.5,
90,1969-04-26,4.8,13,,2,75,
90,1969-04-27,11.6,19.8,,1.2,72.8,
90,1969-04-28,11.9,19.9,,1.8,61.5,
90,1969-04-29,14,21.2,,2.6,45.3,
90,1969-04-30,9.1,17.9,,2.2,72.3,
90,1969-05-01,13.8,25,,2.1,43.8,
90,1969-05-02,14.3,21.9,,1.5,59.5,
90,1969-05-03,14.1,22.3,0,1.4,56.5,
90,1969-05-04,14.7,19,8,1.6,90.8,
90,1969-05-05,12.7,24.1,3.2,2.6,76,
90,1969-05-06,9.5,17.1,,2,58.8,
90,1969-05-07,13.8,25.5,,5,17.5,
90,1969-05-08,17.4,28.4,,4.8,37.3,
90,1969-05-09,16.6,21.2,,1.5,66.5,
90,1969-05-10,17,24.3,5.4,1.9,69,
90,1969-05-11,11,21.8,6.2,2.2,83,
90,1969-05-12,13.2,19.4,,1.8,75,
90,1969-05-13,10.5,17.5,,1.4,90.5,
90,1969-05-14,12.4,16.4,,1,87,
90,1969-05-15,12.9,15.7,,1.1,89.8,
90,1969-05-16,12,24.4,,2,73.8,
90,1969-05-17,14.4,18.8,,3.2,60.8,
90,1969-05-18,10.6,18,3.2,3.6,60,
90,1969-05-19,11.8,20.7,,5.7,40.8,
90,1969-05-20,10.3,19,,2.4,53.8,
90,1969-05-21,16.9,24.5,,2.6,40.5,
90,1969-05-22,15.6,28.4,,3.6,40,
90,1969-05-23,13.7,17.1,,2.2,79.3,
90,1969-05-24,13.3,15,,1.2,85.8,
90,1969-05-25,12.2,15.9,2.8,2.2,81.3,
90,1969-05-26,11.9,18.6,,1.8,76.5,
90,1969-05-27,10.4,14.4,55.8,3.8,95.5,
90,1969-05-28,9.1,12.9,0,1.6,87.3,
90,1969-05-29,12.1,15.3,13.4,.9,90.8,
90,1969-05-30,12.2,16.6,14.3,1.4,89.8,
90,1969-05-31,11.3,18.5,,1.5,84.8,
90,1969-06-01,15.5,20.4,,1.7,72,
