지점,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일사(MJ/m2)
105,1920-01-01,-5.9,1.9,,9.4,49.7,
105,1920-01-02,-6.7,5.2,,7.3,52.3,
105,1920-01-03,-7.2,.6,.6,5.6,59.7,
105,1920-01-04,-10.5,-.2,,9.1,48.3,
105,1920-01-05,-8.4,4.8,,9.6,46.7,
105,1920-01-06,-3.7,5.5,,9.2,53.7,
105,1920-01-07,-4.2,6,.2,6.4,71,
105,1920-01-08,-5.5,-1,,13.2,51.3,
105,1920-01-09,-6.3,5.9,,7.7,41.3,
105,1920-01-10,-3.5,6.5,,7.1,58,
105,1920-01-11,-.5,7.4,,5.3,62.3,
105,1920-01-12,-.5,6.2,30.4,5.3,87.7,
105,1920-01-13,-7.5,1.2,18.5,9,79.3,
105,1920-01-14,-13.6,-6.5,,15.4,55.3,
105,1920-01-15,-13.8,-6.3,,13.4,43.7,
105,1920-01-16,-12.2,-5.3,,12.3,40.3,
105,1920-01-17,-8.4,-1.1,,11.8,50.7,
105,1920-01-18,-5.2,2.4,,10.9,51.7,
105,1920-01-19,-2.8,5.3,,6.7,56,
105,1920-01-20,-2.2,5,0,5.9,53.3,
105,1920-01-21,-6.5,0,0,6.3,51.7,
105,1920-01-22,-10.3,-1,,6.4,47.3,
105,1920-01-23,-9.1,4.9,,6.4,45.7,
105,1920-01-24,-3.5,2,,7.4,62.7,
105,1920-01-25,-6.8,2.4,,6.7,52.7,
105,1920-01-26,-4.8,7,,7.6,52.3,
105,1920-01-27,.3,10,,7.2,49.3,
105,1920-01-28,-.5,4.2,22.7,2.8,92.3,
105,1920-01-29,-.3,1.9,18.3,4.5,87,
105,1920-01-30,-3.7,8.2,,4.5,75.7,
105,1920-01-31,-4.5,6.7,.3,2,86,
105,1920-02-01,1,4,9.8,2.2,95.3,
105,1920-02-02,-4.7,5.5,.4,6.9,71.7,
105,1920-02-03,-7.6,-.4,,10.6,40.7,
105,1920-02-04,-6.4,3,,7.3,49.7,
105,1920-02-05,-2.2,6.2,,3.7,42.7,
105,1920-02-06,-6.7,3,,5.8,48,
105,1920-02-07,-6.2,2.5,,4.8,68.7,
105,1920-02-08,-6.7,-1.3,26,3.9,83.7,
105,1920-02-09,-9.8,-2.1,,9.3,46.3,
105,1920-02-10,-14.6,-7.5,,10.9,46.7,
105,1920-02-11,-12.8,-.1,,8.4,51.7,
105,1920-02-12,-9.7,2.5,,6.2,49.3,
105,1920-02-13,-5.8,3.9,,5.4,55,
105,1920-02-14,-4.1,1,19.3,3.9,94.7,
105,1920-02-15,-.3,2.7,22.3,3.2,93.7,
105,1920-02-16,-3.9,6.8,0,1.4,73.7,
105,1920-02-17,-.6,5.5,.4,4.2,75,
105,1920-02-18,-1.5,3,5,2.5,78,
105,1920-02-19,-2.2,4.5,,3.8,59.3,
105,1920-02-20,-5.6,1.6,,5,53,
105,1920-02-21,-7.1,2,,4.7,60,
105,1920-02-22,-5.3,1.4,1,2.1,92.7,
105,1920-02-23,-1.3,3.6,6.3,2,82,
105,1920-02-24,-6.6,1.9,,6.5,56.3,
105,1920-02-25,-4.4,4,,10.7,50,
105,1920-02-26,-2,4.3,0,7,71.7,
105,1920-02-27,-1.7,1.5,3.2,1.4,90,
105,1920-02-28,-1.6,2.4,23.7,4.1,96.7,
105,1920-02-29,-1.5,4.7,.4,2.9,71,
105,1920-03-01,2.6,5.5,,9.1,59.7,
105,1920-03-02,-1.9,4.7,,4.6,58.3,
105,1920-03-03,-6.7,3,,6.4,50,
105,1920-03-04,-4.8,4.1,,8.8,49,
105,1920-03-05,-4.1,3.2,0,5.3,60.3,
105,1920-03-06,-7.1,1.7,,4.2,58.3,
105,1920-03-07,-8.9,7.5,,2.2,66.7,
105,1920-03-08,-2,10.4,,3.2,66.3,
105,1920-03-09,-1,10.1,,4,79.3,
105,1920-03-10,-1.5,13.9,,3.2,60.3,
105,1920-03-11,1.2,8.5,3.9,4.7,79.3,
105,1920-03-12,-.7,6.9,3,3,75.3,
105,1920-03-13,-.1,9.2,,3.7,60,
105,1920-03-14,-1.7,11.5,,3,72,
105,1920-03-15,.6,8.6,3.9,2.8,89.7,
105,1920-03-16,1.7,11.7,.1,3.8,75,
105,1920-03-17,-.5,8.7,,3.2,71,
105,1920-03-18,2.8,10.9,,3.3,73.3,
105,1920-03-19,-.1,17.8,,2.2,78,
105,1920-03-20,4.7,12.6,.8,1.9,87.3,
105,1920-03-21,4,14,0,1.6,88.3,
105,1920-03-22,1.7,20.9,11,4.1,87,
105,1920-03-23,1.7,7,.2,3,70.3,
105,1920-03-24,1.7,5.4,3,2.1,90,
105,1920-03-25,.2,3.2,7.4,2.1,89,
105,1920-03-26,-.6,10,,3.9,71.7,
105,1920-03-27,-.7,10.7,,5,76.7,
105,1920-03-28,1.4,9.8,,3.1,78,
105,1920-03-29,4.4,6.8,10.9,2.8,94.7,
105,1920-03-30,2.4,7,5,3.4,84,
105,1920-03-31,.5,5,14.5,3.2,93.3,
105,1920-04-01,3.3,6,17.5,3.1,96,
105,1920-04-02,4.6,7,19.3,4.5,95,
105,1920-04-03,3.6,15.5,1,5.4,73,
105,1920-04-04,8.4,15,,9.2,55.3,
105,1920-04-05,3.7,12.5,,4.1,56,
105,1920-04-06,4,12.5,,4.9,72.3,
105,1920-04-07,1,16.3,,3.4,75.3,
105,1920-04-08,4,14.5,,2.7,66.3,
105,1920-04-09,2.6,14.8,,2.6,83.3,
105,1920-04-10,1.8,13,,2.1,86,
105,1920-04-11,4.1,16.5,,1.6,87.7,
105,1920-04-12,7,15.7,3,3.7,81.3,
105,1920-04-13,6.9,17.5,1.3,1.5,95,
105,1920-04-14,4.4,16,,4.7,49,
105,1920-04-15,7.6,20.9,,8.5,41.3,
105,1920-04-16,3.6,16,,5.2,55.3,
105,1920-04-17,9.8,22.5,,8.5,35,
105,1920-04-18,12.5,24.5,,11.6,39.3,
105,1920-04-19,11.8,26.5,,10.3,42.3,
105,1920-04-20,10.2,18.6,,5.3,70,
105,1920-04-21,8.8,18.2,,6.8,54.3,
105,1920-04-22,4.8,16.5,,3.7,54.3,
105,1920-04-23,8.3,17.3,,4.9,52.7,
105,1920-04-24,7.3,17.1,1.9,2.5,79,
105,1920-04-25,6.5,16.5,,3.7,78.7,
105,1920-04-26,5.1,19.9,,3,73.7,
105,1920-04-27,5.8,19.2,,1.8,79,
105,1920-04-28,6.9,28.2,,7.3,30,
105,1920-04-29,9.8,23.4,,5.8,61,
105,1920-04-30,6.4,20,,1.8,71.3,
105,1920-05-01,5.6,23.5,,2.6,68,
105,1920-05-02,7.5,21.5,,2.8,73.3,
105,1920-05-03,8.2,15,,4.1,84.7,
105,1920-05-04,5.6,17.4,,4,82.3,
105,1920-05-05,7.1,15.4,,2.6,85.3,
105,1920-05-06,9,12,24.4,2.4,97,
105,1920-05-07,8.2,12,57.6,4.9,96.3,
105,1920-05-08,7.9,9.9,37,7.2,95.3,
105,1920-05-09,7.6,12,14.8,7.7,90.3,
105,1920-05-10,10.1,16.3,0,2.8,87.3,
105,1920-05-11,7.9,18.3,,1.9,85.7,
105,1920-05-12,10,18,3.9,1.8,86.3,
105,1920-05-13,9.4,21.9,,1.7,74.3,
105,1920-05-14,11.1,20.7,,3.3,70.3,
105,1920-05-15,8.7,20.7,,2,79.3,
105,1920-05-16,9,20.5,0,2.5,75.3,
105,1920-05-17,9.7,12.8,2,3,90.3,
105,1920-05-18,7.9,17.9,0,1.5,86.7,
105,1920-05-19,9.8,27,,1.9,67.3,
105,1920-05-20,14.8,23.7,,3.2,68.3,
105,1920-05-21,11.3,22.3,,1.8,82,
105,1920-05-22,11.7,29.2,,1.9,72,
105,1920-05-23,12.5,23.5,,2.4,75.3,
105,1920-05-24,12.1,20.4,.4,3.4,71.7,
105,1920-05-25,11,23.4,,3.3,58,
105,1920-05-26,13.7,24.5,.1,3.3,79,
105,1920-05-27,12.4,16.7,4,2.1,85.3,
105,1920-05-28,11.6,18,.5,2.3,82.7,
105,1920-05-29,8,20.8,0,3,81.3,
105,1920-05-30,9.5,21.7,,2.4,79.3,
105,1920-05-31,9.4,23,,2.3,76,
105,1920-06-01,8.1,24,,1.7,73.7,
105,1920-06-02,8.7,24.4,0,1.6,75.3,
105,1920-06-03,13.6,23.3,1.3,2.4,84.3,
105,1920-06-04,14.5,21.5,0,2,89.7,
105,1920-06-05,13.2,24.6,1.2,2.7,87.3,
105,1920-06-06,12.8,21.8,13.1,2.9,83,
105,1920-06-07,12,24.5,.1,3.4,63,
105,1920-06-08,12.1,27.5,,3.2,58.7,
105,1920-06-09,13.1,28,,2.5,74.7,
105,1920-06-10,14,21.5,,2.2,90.3,
105,1920-06-11,15.4,21.7,,2.7,92,
105,1920-06-12,16,18.5,24.9,1.9,98.3,
105,1920-06-13,15.4,18.9,3.4,2.5,97,
105,1920-06-14,15.7,19,11.4,1,96.3,
105,1920-06-15,14.8,17.3,75.4,2.3,97.3,
105,1920-06-16,11.7,28.8,.1,3.7,70,
105,1920-06-17,20.4,26.8,,7.4,63.7,
105,1920-06-18,20.9,26.9,1.1,4.4,67.7,
105,1920-06-19,20.3,30,,4.4,66,
105,1920-06-20,18.2,26.4,0,3.6,77.3,
105,1920-06-21,17,21,.9,1.9,88.7,
105,1920-06-22,16,21.8,1.7,1.6,92,
105,1920-06-23,15.5,23.5,,2,88,
105,1920-06-24,15.7,30.5,0,3.5,56.3,
105,1920-06-25,19.8,30,,4.6,65.7,
105,1920-06-26,20,28.3,,3,75,
105,1920-06-27,17,23.3,.4,1.6,91,
105,1920-06-28,16.5,28.9,,2.3,79.7,
105,1920-06-29,16.4,26.3,,1.8,86.7,
105,1920-06-30,18.5,26.6,0,1.8,88,
105,1920-07-01,19.4,35.7,,2.1,70.7,
105,1920-07-02,23.4,29.2,1.1,3.5,78,
105,1920-07-03,22.2,33.5,2.9,4.1,79.3,
105,1920-07-04,22.9,31.4,0,3.3,78.3,
105,1920-07-05,20.9,24.8,1.4,1.4,93.3,
105,1920-07-06,20.5,32,50.1,2.4,84,
105,1920-07-07,19.4,27.2,176.8,2.6,96.3,
105,1920-07-08,19.2,22,85,1.3,97.7,
105,1920-07-09,19.7,22.5,2.8,1.4,97.7,
105,1920-07-10,19.8,22.2,47.8,1.7,98.7,
105,1920-07-11,19.8,25,5.3,1.8,94.7,
105,1920-07-12,19.8,29.6,,1.5,90.7,
105,1920-07-13,21.3,33.2,0,3.2,79.3,
105,1920-07-14,24.6,34.2,,3.8,67.7,
105,1920-07-15,23.8,32.4,,2.8,82.7,
105,1920-07-16,23,27.2,,1.4,92.7,
105,1920-07-17,20.8,30,,1.4,90,
105,1920-07-18,22.7,35.3,.4,2.7,80,
105,1920-07-19,21.9,24.8,34.1,1.7,97.3,
105,1920-07-20,21.2,26.6,3.1,1.7,91,
105,1920-07-21,21.4,29.7,9.7,1.5,91.7,
105,1920-07-22,22.8,30.7,0,2.8,86.3,
105,1920-07-23,21,28.4,,1.8,90.3,
105,1920-07-24,21,26.9,,2.7,90.3,
105,1920-07-25,21.9,28.4,.4,4.1,88.3,
105,1920-07-26,20.5,35.4,,3.9,66.7,
105,1920-07-27,24.7,35.8,,4.7,64.3,
105,1920-07-28,26.2,34.6,.1,3.7,70.7,
105,1920-07-29,24.3,30.7,,2.9,85,
105,1920-07-30,23.3,29.3,0,1.4,90.7,
105,1920-07-31,23,30.4,21.9,1.3,90,
105,1920-08-01,23.8,29.7,11,1.5,94,
105,1920-08-02,23.5,33.2,.6,2.9,80.7,
105,1920-08-03,22.5,33.7,24.5,4.1,82.7,
105,1920-08-04,19.3,28,1.7,4.6,88.3,
105,1920-08-05,17,27.6,,3.8,82.7,
105,1920-08-06,18.8,28.4,,2.5,84.7,
105,1920-08-07,20.6,27.4,26.5,1.3,93.3,
105,1920-08-08,20.4,27,11.8,1.9,94,
105,1920-08-09,17.8,30.1,,1.9,88,
105,1920-08-10,17.5,29.4,,1.8,82,
105,1920-08-11,17.4,28.6,,2.7,88,
105,1920-08-12,21,26.4,.9,1.4,91.3,
105,1920-08-13,19.4,24.6,8.9,1.2,95,
105,1920-08-14,20.2,27,0,1,92,
105,1920-08-15,20.1,28.2,0,2.6,89.3,
105,1920-08-16,20.1,27.6,,2.2,87.7,
105,1920-08-17,17.7,28,,2.3,87.3,
105,1920-08-18,18,27,1.4,3.4,89,
105,1920-08-19,20.4,24.5,76.8,3.6,92.3,
105,1920-08-20,19.8,24.3,4.5,5.1,95.7,
105,1920-08-21,21.6,23.2,42.5,6.9,98,
105,1920-08-22,20.6,23.3,45.1,5.2,98,
105,1920-08-23,20.2,27.8,.7,1.3,91.7,
105,1920-08-24,21.7,26.4,6.5,3.3,95.7,
105,1920-08-25,18.7,22.7,12.4,2.8,97,
105,1920-08-26,18.3,20.4,10.6,1.7,98.3,
105,1920-08-27,18.3,25.1,4.3,1.3,92.3,
105,1920-08-28,18.3,28.5,0,1.4,91.7,
105,1920-08-29,20.4,28.8,4.8,2.4,85,
105,1920-08-30,20.9,28,.2,3.9,81,
105,1920-08-31,20.5,27.3,10.9,1.5,91.7,
105,1920-09-01,20.5,28.2,,2.2,89.7,
105,1920-09-02,20.1,27.3,,1.7,92.3,
105,1920-09-03,19.7,29.5,,1.5,90.3,
105,1920-09-04,21.8,29.1,.4,1.2,91.3,
105,1920-09-05,21.5,27.5,10.9,2.3,95,
105,1920-09-06,21.2,24.1,3.2,1.1,94.7,
105,1920-09-07,21.1,24.8,10.6,1.1,97.7,
105,1920-09-08,17.3,23.6,13.5,2.2,97,
105,1920-09-09,16.4,21.1,5.5,1.3,93,
105,1920-09-10,14.6,23.5,,2.1,82.7,
105,1920-09-11,14.3,24.5,,3.2,83.7,
105,1920-09-12,15.7,25,,2,85.7,
105,1920-09-13,16.3,24.8,.5,2.3,86.3,
105,1920-09-14,17.3,25.6,5.4,3.1,85.7,
105,1920-09-15,17.5,29.5,0,2.7,80,
105,1920-09-16,16.8,23.5,.6,2.5,91,
105,1920-09-17,17.2,24.9,.3,1.5,88.3,
105,1920-09-18,15.7,21.3,.2,3.2,91.7,
105,1920-09-19,15.3,22.5,1.1,2.7,89.7,
105,1920-09-20,13.7,21.8,,2.1,83.3,
105,1920-09-21,12.5,21,6.9,2.2,89.7,
105,1920-09-22,16.4,29.9,6.3,1.7,87.3,
105,1920-09-23,17,27.8,1.9,5.5,69.3,
105,1920-09-24,14.2,27.3,,2.9,77.3,
105,1920-09-25,15,25,5.6,4.8,83.7,
105,1920-09-26,13.8,20.2,11,5.5,84.3,
105,1920-09-27,12.4,20.2,,3,82,
105,1920-09-28,14.9,21.5,,2.7,85,
105,1920-09-29,15.3,23.8,,2.1,81.3,
105,1920-09-30,14.5,19.5,.4,2.4,91.3,
105,1920-10-01,12.4,24.3,,1.9,88.7,
105,1920-10-02,13.7,23.9,,3.6,77.3,
105,1920-10-03,10.1,25.7,,2.7,73.3,
105,1920-10-04,17,26.5,,4.3,59.7,
105,1920-10-05,12.8,17.7,16,2,87.3,
105,1920-10-06,9.1,22.2,,2.1,82,
105,1920-10-07,9.9,23.8,.2,5,81,
105,1920-10-08,7.5,23.5,,3.4,53,
105,1920-10-09,10.1,21.1,,3.2,70.7,
105,1920-10-10,9.9,22.2,,5,80.7,
105,1920-10-11,9.4,22.7,,2.3,76,
105,1920-10-12,9.8,23.4,,1.9,85.3,
105,1920-10-13,13.1,17.1,83.9,3.3,97.3,
105,1920-10-14,10.6,17.7,14.8,3.2,80,
105,1920-10-15,8,18.3,,2.3,83.3,
105,1920-10-16,8.7,18.7,5,3.2,84.3,
105,1920-10-17,10.4,18.5,0,2.7,80,
105,1920-10-18,9.5,21.4,,3.6,65.3,
105,1920-10-19,11.5,21.6,,3.7,74.7,
105,1920-10-20,8.6,21,,2.8,79.3,
105,1920-10-21,11.3,21.2,.3,2.8,79.3,
105,1920-10-22,9.9,19.5,3.3,2.7,82.3,
105,1920-10-23,7.1,18.7,,3,69.7,
105,1920-10-24,8.4,21.4,,4.7,53.3,
105,1920-10-25,13.4,25.6,,5.2,62,
105,1920-10-26,11.9,24.9,,3.9,62,
105,1920-10-27,11.9,23.4,,3.7,67.7,
105,1920-10-28,12.1,20.2,0,5.2,78.7,
105,1920-10-29,9,23.6,,3.9,70.3,
105,1920-10-30,8.6,21,,4.1,63.3,
105,1920-10-31,11.5,20.4,,3.7,63.7,
105,1920-11-01,10.8,23.1,,3.4,62,
105,1920-11-02,12.8,26.2,,3.8,56,
105,1920-11-03,13.5,25.8,,5.6,50,
105,1920-11-04,11.5,24,,7,61.3,
105,1920-11-05,4.6,13.4,,10.8,50.3,
105,1920-11-06,.1,16.6,,3,77,
105,1920-11-07,5.7,19,,8.8,62.3,
105,1920-11-08,10.3,22.5,.9,3.1,90,
105,1920-11-09,11.5,16.4,10.9,2.3,95.7,
105,1920-11-10,7.5,12.5,29.3,1.6,92.7,
105,1920-11-11,7,11.8,14.5,2.9,89.7,
105,1920-11-12,5.5,9.7,17.4,3.1,90.7,
105,1920-11-13,2.3,12.4,,2.6,64,
105,1920-11-14,2.7,14.5,,4.2,49,
105,1920-11-15,5.1,15.2,,3.3,70,
105,1920-11-16,3.7,15.5,,5.1,65.7,
105,1920-11-17,2.8,14.3,.5,2.8,71.7,
105,1920-11-18,7.1,18,,3.3,59.7,
105,1920-11-19,7.6,14.4,.3,3,75,
105,1920-11-20,6.1,12.7,0,6.5,55.7,
105,1920-11-21,2.2,9.7,,2.2,51.3,
105,1920-11-22,.9,10.9,,9.3,51.3,
105,1920-11-23,3.1,14.3,,2.9,66,
105,1920-11-24,5.6,12.5,3.3,3.9,86.3,
105,1920-11-25,5.4,13.1,4.5,2.1,84.7,
105,1920-11-26,6.7,13.8,1.2,2.4,85,
105,1920-11-27,4.4,12.8,5.6,4.7,81,
105,1920-11-28,3.1,11.5,3,2.7,86.3,
105,1920-11-29,1.2,11.2,,3.9,75.7,
105,1920-11-30,0,16,,3.2,57.3,
105,1920-12-01,4.6,11.5,5.7,4.2,79,
105,1920-12-02,7.8,10,4.1,2,94.3,
105,1920-12-03,5.6,11.6,1.1,3.4,77,
105,1920-12-04,2.8,7.7,0,3.1,81.3,
105,1920-12-05,.7,7.7,.2,3,82,
105,1920-12-06,.6,5.5,29.8,2.1,97,
105,1920-12-07,-.5,4.2,63.7,3.1,96.7,
105,1920-12-08,-6.7,.4,,7.1,50,
105,1920-12-09,-8.4,1.7,,7.1,52.3,
105,1920-12-10,-5.2,5.9,,7.3,64,
105,1920-12-11,1,9.4,,4,74,
105,1920-12-12,-.5,8,,3.9,71,
105,1920-12-13,-2.8,5.2,,4.6,48.7,
105,1920-12-14,-5.9,5.4,,5.7,51.3,
105,1920-12-15,-.8,8.6,,5.2,71,
105,1920-12-16,-1.4,10.9,,2.9,71,
105,1920-12-17,.8,9.7,,3.8,61,
105,1920-12-18,.2,12.9,,2.4,75.7,
105,1920-12-19,-4.1,8.8,.8,7.5,59.3,
105,1920-12-20,-5.2,4.8,,4.4,55.7,
105,1920-12-21,-5.3,4.4,0,6.7,59.7,
105,1920-12-22,-5.8,2.5,,9.2,44.7,
105,1920-12-23,-6.5,3.6,,8,46.3,
105,1920-12-24,-5.8,3.5,2.9,3.6,81,
105,1920-12-25,-6.4,.9,,8.7,47.7,
105,1920-12-26,-3.8,6.6,0,8.2,62.7,
105,1920-12-27,-6.4,3.3,,8.2,42,
105,1920-12-28,-8,2,,6.2,55.7,
105,1920-12-29,-4.9,5.3,,5.4,75,
105,1920-12-30,-2.3,3,17.6,3,93.3,
105,1920-12-31,.7,2.8,13.9,3.5,94.7,
105,1921-01-01,.2,7.7,.6,2.5,79.3,
105,1921-01-02,-.1,6.4,19.2,5.5,79.3,
105,1921-01-03,-4.2,4.5,1.8,3.7,71,
105,1921-01-04,-7.2,2.3,,6.2,44.3,
105,1921-01-05,-5,3.5,,8.3,57.3,
105,1921-01-06,-4.3,3.7,,6.9,53.7,
105,1921-01-07,-4.7,3.9,,6.4,58.3,
105,1921-01-08,-5,2.2,.5,3.6,63.3,
105,1921-01-09,-7.7,5.3,,7.4,45.3,
105,1921-01-10,-3.3,3.6,,6.5,52.3,
105,1921-01-11,-5.7,2.4,,8.9,59,
105,1921-01-12,-7.2,1.9,,6.3,46.7,
105,1921-01-13,-4.1,1.8,,4.3,47,
105,1921-01-14,-5.7,-.4,8,4.8,74,
105,1921-01-15,-5.8,3,,11.1,43.3,
105,1921-01-16,-.5,6.4,,12.7,50,
105,1921-01-17,-1.1,7.1,2,5.8,76.7,
105,1921-01-18,-1.2,10,.5,4.5,67,
105,1921-01-19,2.3,8.3,,4.1,64.7,
105,1921-01-20,-1.3,6.4,,8.5,55,
105,1921-01-21,-3.8,6.4,,11,47,
105,1921-01-22,-6.9,2.4,0,10.3,47.7,
105,1921-01-23,-2.3,7.2,,8.3,47,
105,1921-01-24,1.9,10.1,,9.4,48,
105,1921-01-25,4.3,12,,7.6,44,
105,1921-01-26,.4,5.4,2.9,4.3,86.3,
105,1921-01-27,-.5,8,1.4,1.4,67,
105,1921-01-28,.2,5.9,10,3.5,93.3,
105,1921-01-29,-1.7,5.5,.4,6.4,66,
105,1921-01-30,-4.1,1.6,,8,51,
105,1921-01-31,-1.3,9.5,,9,50.7,
105,1921-02-01,1.4,7.8,,10.9,45,
105,1921-02-02,-3.9,2.4,,3.8,62.3,
105,1921-02-03,-4.2,.4,.2,4.1,74.7,
105,1921-02-04,-4.4,3.4,,6,62.3,
105,1921-02-05,-5.2,3,,7.2,53,
105,1921-02-06,-6,4.5,,5.3,57.3,
105,1921-02-07,-4.8,5.7,,5.6,60,
105,1921-02-08,-3,7.4,,4.5,60,
105,1921-02-09,-3.7,7.5,,5.7,70.7,
105,1921-02-10,-1,9.9,,4.8,73.7,
105,1921-02-11,.6,6.5,10.3,3.6,87,
105,1921-02-12,.5,7.8,4.1,2.3,88,
105,1921-02-13,-.2,8,,6.1,58.7,
105,1921-02-14,-.1,8.8,,5.4,62.7,
105,1921-02-15,-2.3,10,,5.1,65.7,
105,1921-02-16,-.7,10.2,,5.9,63,
105,1921-02-17,-7.4,.4,,9.3,50.3,
105,1921-02-18,-7.6,2.2,,8.9,49.3,
105,1921-02-19,-3.9,5.2,0,6.9,58,
105,1921-02-20,-5.7,3.2,,4.9,52,
105,1921-02-21,-4,4.5,6.5,6.1,66.3,
105,1921-02-22,-6.6,4.6,,6.4,54.7,
105,1921-02-23,-5.1,4.8,,3.8,76,
105,1921-02-24,-1.1,4.3,1,4,78.7,
105,1921-02-25,-1.8,11.5,,7.6,50.7,
105,1921-02-26,1,16.3,.6,9.8,57,
105,1921-02-27,-.2,13.8,,10.3,64.3,
105,1921-02-28,-.2,7.8,.1,3.6,68,
105,1921-03-01,2,5.5,15.4,2.3,95.3,
105,1921-03-02,.1,4.2,14.9,1.7,95.3,
105,1921-03-03,-1.2,6.3,.4,3.3,71.3,
105,1921-03-04,-4.9,4.6,,4.3,51.7,
105,1921-03-05,-1.3,8.9,0,6.3,54.3,
105,1921-03-06,1.2,11.3,,9.5,51.3,
105,1921-03-07,-3.2,10.5,,5.5,52,
105,1921-03-08,2.4,13.1,,8.5,50.3,
105,1921-03-09,4.6,13.8,,5,59.7,
105,1921-03-10,2.9,12.9,,3.5,63.7,
105,1921-03-11,7,15,,4.9,64.3,
105,1921-03-12,2.2,11.6,0,3.8,81,
105,1921-03-13,-2.2,5,,10.9,47.3,
105,1921-03-14,-4.5,2.1,,8.6,42.3,
105,1921-03-15,-5.8,4,,5.2,51.3,
105,1921-03-16,-1.6,6.8,,5.2,48.7,
105,1921-03-17,.8,10.8,,7.3,66.7,
105,1921-03-18,1.9,8.1,,4.3,75,
105,1921-03-19,1.5,10,.5,2.5,94,
105,1921-03-20,3.9,11.2,8.8,3,73.3,
105,1921-03-21,1.2,10.9,,6.7,50.7,
105,1921-03-22,-2.1,9.8,,6.3,55.3,
105,1921-03-23,-2.1,7.5,,3.5,65.3,
105,1921-03-24,-.6,6.8,0,3.2,85,
105,1921-03-25,.2,4.4,16.3,1.4,98,
105,1921-03-26,-.2,7.7,,3.5,87,
105,1921-03-27,.3,10.4,3.8,3.9,92,
105,1921-03-28,-.6,6.1,5.7,4.7,83,
105,1921-03-29,-2,13.7,,4.8,60.7,
105,1921-03-30,4.5,16.4,,5.8,54,
105,1921-03-31,6.3,19,,6.1,52,
105,1921-04-01,9.9,23.2,,6.1,52,
105,1921-04-02,10.8,15.9,2.7,2.1,91.7,
105,1921-04-03,3.1,11.9,31.8,4.5,95,
105,1921-04-04,.4,16.5,.4,5.8,57.3,
105,1921-04-05,3.9,13.1,1,8.9,60.7,
105,1921-04-06,2.4,13.5,,4.4,72.7,
105,1921-04-07,.3,9.2,1.8,3.6,80.7,
105,1921-04-08,-1.1,9.9,0,3.1,61.3,
105,1921-04-09,3.4,14.3,,7,49,
105,1921-04-10,7.1,18,.3,6.2,55.7,
105,1921-04-11,6.8,13.8,3.3,3,89.7,
105,1921-04-12,5.9,17.5,,2.3,82,
105,1921-04-13,4.6,21.4,,2.6,67.7,
105,1921-04-14,12,19.7,,13.4,44,
105,1921-04-15,9.6,20,,6.9,55,
105,1921-04-16,9.2,16.9,.6,1.6,85.7,
105,1921-04-17,8.1,17.9,0,3.7,84.3,
105,1921-04-18,4.4,16.4,,3,76,
105,1921-04-19,2.2,19.5,,4.4,75.7,
105,1921-04-20,3.1,23.5,,2.7,53,
105,1921-04-21,10.1,16,,3.2,69.3,
105,1921-04-22,7.1,15.9,,1.3,90,
105,1921-04-23,5.5,22.6,.1,1.9,76.3,
105,1921-04-24,8.1,12.5,.2,3.8,84.7,
105,1921-04-25,7.9,20,.1,1.5,83,
105,1921-04-26,9.9,13.9,.2,3,92.7,
105,1921-04-27,6.7,10.7,13.5,2.6,90.3,
105,1921-04-28,5.1,18,,2.6,78,
105,1921-04-29,4.3,21,,3.1,73,
105,1921-04-30,7.3,20.9,,2,77,
105,1921-05-01,8.6,17.2,.2,2.2,90,
105,1921-05-02,10.2,15.4,.1,1.9,91.7,
105,1921-05-03,7.6,21.3,,2.7,83.3,
105,1921-05-04,10.1,25.9,2.7,2.5,82.7,
105,1921-05-05,10.2,12.9,23.1,3.7,96,
105,1921-05-06,8.1,14.3,,3.4,82.3,
105,1921-05-07,3.9,16.1,,2.3,85,
105,1921-05-08,6.7,26.4,,4.9,51,
105,1921-05-09,10.6,19.8,,4.5,82.7,
105,1921-05-10,9.6,23,,1.7,90.7,
105,1921-05-11,9.6,19.5,1.3,3.4,87.7,
105,1921-05-12,9.1,16.5,.5,2.5,91,
105,1921-05-13,7.4,25,0,6.6,47.3,
105,1921-05-14,9.6,21,,5.3,67.3,
105,1921-05-15,7.4,22,,2.1,84,
105,1921-05-16,9.1,20.5,,1.4,90.3,
105,1921-05-17,9.1,14.5,6.1,.9,99.7,
105,1921-05-18,11.7,17,11.2,1.6,95.3,
105,1921-05-19,10.5,18.1,0,4.4,81.7,
105,1921-05-20,9.1,25.5,,3.7,70.7,
105,1921-05-21,11.1,18.1,2.8,1.2,92.3,
105,1921-05-22,11.7,14.5,14.6,1,96.7,
105,1921-05-23,10.5,14.7,4,2.8,96.3,
105,1921-05-24,7.5,22.7,,1.4,83.7,
105,1921-05-25,11,23.8,,.9,86.7,
105,1921-05-26,16.2,25.5,.2,4.1,52.7,
105,1921-05-27,14,26.1,,3.9,52,
105,1921-05-28,15,27.8,,4,64,
105,1921-05-29,13.3,26.3,0,2.8,77.3,
105,1921-05-30,12.4,16.3,3.2,2.5,94.3,
105,1921-05-31,11.9,15,11.3,1.1,92.7,
105,1921-06-01,9.6,12.5,7,2.5,92,
105,1921-06-02,8.4,15,3.3,4.7,82,
