지점,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일사(MJ/m2)
108,1907-12-01,-10.5,1.4,,1.7,82.3,
108,1907-12-02,-9,3.4,,1,71.3,
108,1907-12-03,-2.6,6.1,.2,1.3,74.7,
108,1907-12-04,-2.7,1.3,,3.3,60.3,
108,1907-12-05,-6.9,2.6,0,2.1,74.3,
108,1907-12-06,-6.1,5.8,2.1,5.8,48,
108,1907-12-07,-9.3,1.9,,1,82,
108,1907-12-08,-7.2,6.6,,1,70.7,
108,1907-12-09,-4.3,8.1,2.3,1.3,71.7,
108,1907-12-10,-5.1,4.3,,5.3,67.7,
108,1907-12-11,-7.1,.6,0,1.5,76.7,
108,1907-12-12,-3.1,3.8,8.4,2.1,80.7,
108,1907-12-13,-3.5,9,.7,2.5,74.7,
108,1907-12-14,-9.9,6.4,,7.6,61.7,
108,1907-12-15,-11.9,-5.1,,2.1,57.3,
108,1907-12-16,-11.9,-2.4,,2,55.3,
108,1907-12-17,-13.2,-2.1,,1.1,51.3,
108,1907-12-18,-12.3,-.4,,1.5,53.3,
108,1907-12-19,-11.9,-.2,,1.2,50.3,
108,1907-12-20,-8.1,1.9,9.6,8.2,71.7,
108,1907-12-21,-14.8,-8.1,,8.4,70.7,
108,1907-12-22,-18,-10.2,,4.3,67.7,
108,1907-12-23,-20.1,-9.4,,1.7,65.3,
108,1907-12-24,-9.7,.9,.2,3.5,79,
108,1907-12-25,1.1,6.8,,1.4,90.7,
108,1907-12-26,-1.9,6.4,.2,3.8,78.7,
108,1907-12-27,-6.3,-.7,,4,63.7,
108,1907-12-28,-9.6,-1.9,1.1,4,62.3,
108,1907-12-29,-13.5,-4.4,,3.3,61,
108,1907-12-30,-14.2,-6.1,,2.2,69,
108,1907-12-31,-7.1,-2.1,.4,2.2,73.7,
108,1908-01-01,-9.1,-1.3,0,3.5,55.3,
108,1908-01-02,-13.9,-3,0,1.5,64.7,
108,1908-01-03,-10.8,-2.9,0,3.9,57,
108,1908-01-04,-12.8,-1.7,0,1.8,59.7,
108,1908-01-05,-11.3,-.1,0,.9,56.3,
108,1908-01-06,-5.1,2.9,0,1.4,71,
108,1908-01-07,-6.7,-1.2,.2,4.1,78,
108,1908-01-08,-10.4,-.9,0,2.3,62,
108,1908-01-09,-9.3,2,0,1.1,66,
108,1908-01-10,-4.5,3.3,0,1.8,71,
108,1908-01-11,-1,4.8,2.4,1.9,90.3,
108,1908-01-12,-1.3,4.5,.4,.2,88,
108,1908-01-13,-3.7,4.7,.1,2.7,74.7,
108,1908-01-14,-7.4,.1,0,1.2,60,
108,1908-01-15,-4.5,.9,,3.8,54.7,
108,1908-01-16,-11.2,-4.5,,5.2,56,
108,1908-01-17,-11.3,-3.6,.5,3.8,61,
108,1908-01-18,-3.9,2.8,.5,1.9,92,
108,1908-01-19,1.3,2.8,2.8,2,94.7,
108,1908-01-20,-7.4,2.3,3.6,5.6,74.7,
108,1908-01-21,-11.2,-6.1,,4.2,62,
108,1908-01-22,-14.3,-5.1,0,1.3,63.7,
108,1908-01-23,-13.4,-2.7,.1,.8,67.3,
108,1908-01-24,-4.7,.1,.1,.4,77.7,
108,1908-01-25,-2.4,.3,.6,1.7,85,
108,1908-01-26,-6.4,-.6,0,2.3,84.3,
108,1908-01-27,-9.9,0,0,3.9,73.7,
108,1908-01-28,-10.8,-1.3,,1.4,73,
108,1908-01-29,-10.7,.8,0,.8,62.7,
108,1908-01-30,-2.2,.8,.9,1.3,76,
108,1908-01-31,-2.4,6.2,6,1.1,80.3,
108,1908-02-01,-6.4,1.6,0,1.1,78.7,
108,1908-02-02,-7.5,-.2,,3.5,68.3,
108,1908-02-03,-10.8,-5.4,0,3.1,62.7,
108,1908-02-04,-10.3,-4.1,,2.9,59.7,
108,1908-02-05,-11.6,-5.5,,5.5,55,
108,1908-02-06,-13.3,-5.7,,5.5,58,
108,1908-02-07,-15.8,-3.7,0,1.8,57,
108,1908-02-08,-11.3,1.3,.4,3.1,63.7,
108,1908-02-09,-11.4,-4.1,,4.1,48.3,
108,1908-02-10,-10.6,-2.5,,2.8,53.7,
108,1908-02-11,-9.9,-2.8,,3.1,55.3,
108,1908-02-12,-12.4,-1.2,0,2.1,65.7,
108,1908-02-13,-12.3,1.3,0,1.3,64.3,
108,1908-02-14,-7.5,2.3,0,2,66.7,
108,1908-02-15,-9.8,2,0,2.4,59.3,
108,1908-02-16,-8.8,-1.4,,5,54.3,
108,1908-02-17,-13,-1.6,0,3,51.3,
108,1908-02-18,-12.9,.3,0,2.3,56.7,
108,1908-02-19,-11,5.5,0,1.5,66.3,
108,1908-02-20,-8.4,7.3,0,1.6,67.7,
108,1908-02-21,-4.7,5.1,0,1.5,79.3,
108,1908-02-22,-3.8,5.4,0,2.4,73.3,
108,1908-02-23,-6.2,2.7,0,3.6,60,
108,1908-02-24,-7.8,1.7,,3.7,48.3,
108,1908-02-25,-8.7,.8,0,2.5,64,
108,1908-02-26,-7.9,4.1,0,.9,61.7,
108,1908-02-27,-6.3,8.4,0,1.2,57.7,
108,1908-02-28,2.6,6.3,23.1,8,86,
108,1908-02-29,3.5,5.6,5.6,3,92,
108,1908-03-01,-4.8,4,.3,5.9,68.7,
108,1908-03-02,-7.4,.1,,2.4,65,
108,1908-03-03,-2.7,4.9,0,4.1,63,
108,1908-03-04,.8,4,2.4,3.9,85.3,
108,1908-03-05,-.2,7.9,,1.5,74,
108,1908-03-06,-.5,7.9,0,1,78,
108,1908-03-07,-1.6,2.2,.1,4.3,75.7,
108,1908-03-08,-4.9,1.9,,3.1,56.3,
108,1908-03-09,-3.5,1.5,,2.3,67.7,
108,1908-03-10,-1.8,1.5,.4,3.9,75,
108,1908-03-11,-4.5,1.8,,8.1,45,
108,1908-03-12,-5.3,2.6,,3.9,40.3,
108,1908-03-13,-5.9,3.8,,5.2,48.7,
108,1908-03-14,-5.2,6.7,,2.6,54,
108,1908-03-15,-2.2,11.8,0,3.2,70.7,
108,1908-03-16,-1.4,13.5,0,1.6,77.3,
108,1908-03-17,3.8,15.7,,2.4,72,
108,1908-03-18,.7,10.7,,3.6,66,
108,1908-03-19,-1.3,7.9,,3.5,59.3,
108,1908-03-20,-3.9,4.3,,5.5,45,
108,1908-03-21,-1.8,6,,4.3,48.3,
108,1908-03-22,-4.5,12.5,,2.5,59,
108,1908-03-23,-.4,17,,5.1,69.3,
108,1908-03-24,2.7,14.7,0,3.6,60.7,
108,1908-03-25,-.3,11.4,,1.7,61,
108,1908-03-26,-2.2,7.4,,5.5,41.3,
108,1908-03-27,-5.8,8,,2.8,54.3,
108,1908-03-28,-1.8,15.5,,2.6,44.7,
108,1908-03-29,7.4,18.2,9.1,7.4,76.3,
108,1908-03-30,5.3,11.4,.1,6.3,49,
108,1908-03-31,-.2,13.2,,1.8,68.7,
108,1908-04-01,5.1,14.8,,4,60.7,
108,1908-04-02,4.1,14.9,,4,67.3,
108,1908-04-03,4.4,11.1,0,1.6,79,
108,1908-04-04,7.5,15,,5.8,51,
108,1908-04-05,6.5,9.9,.5,4.9,77,
108,1908-04-06,4.6,10.6,,6.7,65.3,
108,1908-04-07,-.7,13.6,,2.1,60.3,
108,1908-04-08,4.8,17.2,,4.9,62.3,
108,1908-04-09,5.1,16.9,,5.8,45.3,
108,1908-04-10,6.6,17.1,,4.4,45.7,
108,1908-04-11,7.1,13.6,0,2.5,60,
108,1908-04-12,6.9,9.4,2.2,1.8,82.3,
108,1908-04-13,2.9,14.1,,4.5,56.7,
108,1908-04-14,.1,14.8,,2.5,63,
108,1908-04-15,.6,18.6,,2.6,61.7,
108,1908-04-16,4.2,14.4,,3.2,73,
108,1908-04-17,1.9,18.8,0,3.2,62.7,
108,1908-04-18,2,20.4,,2.9,55.7,
108,1908-04-19,3,22.7,,2.1,58.7,
108,1908-04-20,4.7,22.9,,3.6,69.7,
108,1908-04-21,11.3,17.4,12,3.3,86.3,
108,1908-04-22,10.2,21.1,,2.8,71.7,
108,1908-04-23,5.3,21.6,0,3.3,62.3,
108,1908-04-24,4.2,20.9,2.3,4.8,81.3,
108,1908-04-25,3.4,13.3,,4.4,61,
108,1908-04-26,6.4,16.4,,3.3,57.3,
108,1908-04-27,4.4,14.2,,4.9,59.7,
108,1908-04-28,2.2,17.1,,4.6,59,
108,1908-04-29,1.5,19.6,,2.9,58,
108,1908-04-30,7.1,22.2,,1.9,59.7,
108,1908-05-01,8.1,24.2,,3.4,50.3,
108,1908-05-02,9.9,16.1,16.5,3.8,88.3,
108,1908-05-03,9.7,19,,2.3,74,
108,1908-05-04,5.2,20.1,,3.4,58.3,
108,1908-05-05,8.2,20.5,,3.9,73,
108,1908-05-06,7.9,22.9,0,4.3,64,
108,1908-05-07,9.8,24.6,,3,65.3,
108,1908-05-08,11.2,24.3,,4.5,72,
108,1908-05-09,13.3,23.5,.2,4.2,75,
108,1908-05-10,13.6,24.9,1,3.2,69.7,
108,1908-05-11,10.2,17.9,,5.6,69.7,
108,1908-05-12,7.6,14.3,3.9,5.9,81.7,
108,1908-05-13,6.3,17.3,0,5.4,70,
108,1908-05-14,5.7,20.1,,4.4,64.7,
108,1908-05-15,5.5,24,,2.3,61.3,
108,1908-05-16,10.9,18.5,5.6,2.1,74,
108,1908-05-17,11.1,18,5,5.7,75.7,
108,1908-05-18,8.2,23.2,,5.6,75,
108,1908-05-19,10.9,24.2,,3.7,80.7,
108,1908-05-20,12.7,21,1.7,4.3,88.7,
108,1908-05-21,8.9,24.1,0,2.7,75.7,
108,1908-05-22,12.4,18,5.9,3.2,99,
108,1908-05-23,10.8,19.2,.8,5,88.3,
108,1908-05-24,9.5,19.5,.1,2.3,85,
108,1908-05-25,10.2,25.2,,2.8,68.7,
108,1908-05-26,12.3,22.1,1.5,2.2,77.3,
108,1908-05-27,15,18.5,21,4.1,95.3,
108,1908-05-28,13.1,20.8,.1,6.6,77,
108,1908-05-29,11.2,21.4,8,4.7,80.3,
108,1908-05-30,10.6,24.5,,3,68.7,
108,1908-05-31,10.4,23.5,,3.5,77,
108,1908-06-01,13.5,26.2,0,3.5,73.7,
108,1908-06-02,13,28,,3.2,75.7,
108,1908-06-03,14.3,28.3,,3.2,66.7,
108,1908-06-04,12.7,29.1,,3.2,67,
108,1908-06-05,14.4,24.9,.3,2.6,90,
108,1908-06-06,15.8,24.8,,4.6,75.7,
108,1908-06-07,15.3,24.8,,5.5,69.3,
108,1908-06-08,11.6,27.5,0,3.7,63,
108,1908-06-09,12.6,28.9,,2.6,52.7,
108,1908-06-10,14.5,27.5,,2.8,61.3,
108,1908-06-11,15.9,28.9,0,2.5,68.3,
108,1908-06-12,17,24.5,14.2,2.7,83.3,
108,1908-06-13,16.6,26.1,,2.5,74.3,
108,1908-06-14,17,27.6,4.3,3.5,72.3,
108,1908-06-15,17.3,29.5,0,2.8,64.3,
108,1908-06-16,18.1,26.5,0,2.5,77.3,
108,1908-06-17,15.5,27,1.7,2.5,78,
108,1908-06-18,17,23.5,28.7,8.4,88.3,
108,1908-06-19,16.6,21.2,11.3,5.6,93,
108,1908-06-20,16.8,25.8,0,1.5,85,
108,1908-06-21,16.7,28,,1.9,81.7,
108,1908-06-22,18.6,29.1,,2.1,77,
108,1908-06-23,18.3,32.4,.1,2.2,76.7,
108,1908-06-24,19.5,31,,3,79.7,
108,1908-06-25,18.7,22.1,12.3,5.1,89,
108,1908-06-26,18.5,29.4,5.1,3.3,75.7,
108,1908-06-27,19.3,29.6,,2.3,75.3,
108,1908-06-28,19.5,23,20.1,5,89.7,
108,1908-06-29,19.3,26.4,,3.5,71.3,
108,1908-06-30,16.3,23.5,9,3.4,81,
108,1908-07-01,15.9,23.7,6,4.5,75,
108,1908-07-02,16.7,25.9,.4,3.3,86.3,
108,1908-07-03,16.6,28.5,,2,78.3,
108,1908-07-04,18.2,23,,4.1,69.7,
108,1908-07-05,16.5,26.5,,6.2,61.3,
108,1908-07-06,14.7,27.2,,4,69.3,
108,1908-07-07,17.3,30.3,,3.8,69,
108,1908-07-08,19.5,27.6,.9,3,78.7,
108,1908-07-09,19.7,23.2,30.6,4.2,96.3,
108,1908-07-10,19.7,22.3,3.2,2.5,95.3,
108,1908-07-11,20.1,29.2,,3.4,82.3,
108,1908-07-12,19.8,30.4,,1.7,81.3,
108,1908-07-13,20.7,29.6,,3.4,81,
108,1908-07-14,20,31.2,,1.9,75.7,
108,1908-07-15,20.6,26.5,,6.1,67.7,
108,1908-07-16,18.8,29.7,,2.8,71.3,
108,1908-07-17,19.7,30.3,,2.9,86,
108,1908-07-18,19.5,31.5,,2.5,76,
108,1908-07-19,21.8,29.4,0,2.5,71,
108,1908-07-20,20.5,26,65.2,4.2,84,
108,1908-07-21,19.8,22.2,140.9,5.4,97,
108,1908-07-22,21.6,25.3,111.5,3.7,91.3,
108,1908-07-23,22.5,28.3,21.1,2.3,92,
108,1908-07-24,22.4,32.9,0,2.2,82.3,
108,1908-07-25,23.7,27.8,17.1,5.5,88.3,
108,1908-07-26,23.2,27,2.7,5,92.3,
108,1908-07-27,23,27.5,16.5,3.9,93,
108,1908-07-28,23.3,29.7,4.8,3.3,86.7,
108,1908-07-29,24.7,29.8,0,5.2,83.7,
108,1908-07-30,23.8,26.7,29.9,6.1,94.3,
108,1908-07-31,23.6,27.8,79.5,4.2,93.7,
108,1908-08-01,24.4,29.6,6.8,3.7,86.3,
108,1908-08-02,23.3,30.7,,2.6,85.7,
108,1908-08-03,24.2,32,,2,85.3,
108,1908-08-04,22.6,31.5,,2.9,83.7,
108,1908-08-05,23.6,32.4,,2.4,80,
108,1908-08-06,23.7,33.6,,2.6,80.3,
108,1908-08-07,23.4,30.9,,3.5,67,
108,1908-08-08,20.7,29.5,,2.8,65.3,
108,1908-08-09,19.8,26.7,1.6,2.6,84,
108,1908-08-10,22,26.8,6.7,5,78,
108,1908-08-11,21.9,30.5,5.7,3.5,84.3,
108,1908-08-12,22.2,30.5,2.4,2.4,82.3,
108,1908-08-13,22.1,29,6.4,2.1,86.7,
108,1908-08-14,23,28.9,,3.8,86.3,
108,1908-08-15,21.7,30.4,,1.5,80.7,
108,1908-08-16,21.1,31.7,,1.7,82,
108,1908-08-17,21.1,32,,2,75.3,
108,1908-08-18,20.3,33.3,,1.6,75.3,
108,1908-08-19,21,32.5,,1.8,75,
108,1908-08-20,21.8,33.5,,2,77.7,
108,1908-08-21,23.5,31.1,8.8,4.5,86.7,
108,1908-08-22,20.7,26.7,,3,75.7,
108,1908-08-23,19.6,26.1,0,2.2,74.7,
108,1908-08-24,18.1,27.5,,4.8,71,
108,1908-08-25,18,23.9,46.5,5.8,93.7,
108,1908-08-26,18,21.3,45.1,5.4,89,
108,1908-08-27,19,23.3,30.4,8.3,94.7,
108,1908-08-28,19.1,26,.1,2.7,82.7,
108,1908-08-29,18.1,27.7,0,2.2,78,
108,1908-08-30,14.8,27.9,,1.6,70,
108,1908-08-31,17.5,27.2,,4.6,79.3,
108,1908-09-01,16.5,27.1,,4.8,55,
108,1908-09-02,17,26.8,,5.7,56.7,
108,1908-09-03,17,26.8,,4.2,58.7,
108,1908-09-04,19.3,27.5,,6,61,
108,1908-09-05,19.6,28.7,,5.2,63.3,
108,1908-09-06,18.2,27,,4.8,69,
108,1908-09-07,17.9,28,,3.9,64.3,
108,1908-09-08,18.3,25.5,0,4.4,73,
108,1908-09-09,17.9,26.7,1.3,2.4,81,
108,1908-09-10,17.3,26.1,0,2.2,76.7,
108,1908-09-11,17.9,23.4,14.5,6.4,84.7,
108,1908-09-12,17.6,23.2,3.3,6.8,77.7,
108,1908-09-13,14.8,23.7,,5.1,64.7,
108,1908-09-14,12.2,23.1,,2.9,76.3,
108,1908-09-15,13.5,24.4,19.3,2.3,87.7,
108,1908-09-16,17.9,26.8,,1.9,74,
108,1908-09-17,15.6,25.6,,2.9,73.7,
108,1908-09-18,15.7,26.2,1.6,1.6,77,
108,1908-09-19,16.2,22.2,21.4,7,69,
108,1908-09-20,11.7,21.4,,3.9,72.3,
108,1908-09-21,12.2,24.2,3.6,3.7,75.7,
108,1908-09-22,10.7,21.8,0,2.1,71,
108,1908-09-23,11.6,20.5,0,3.7,54.7,
108,1908-09-24,9,22,,1.9,68,
108,1908-09-25,9.3,25,,1.9,80,
108,1908-09-26,11,27.4,0,1.3,72.3,
108,1908-09-27,11.4,27.4,0,1.5,69.7,
108,1908-09-28,11.3,25.7,0,1.5,73.3,
108,1908-09-29,12.3,23.8,0,4.1,71.7,
108,1908-09-30,9.9,21.8,.3,2.5,72,
108,1908-10-01,8.7,19,0,3.1,72.7,
108,1908-10-02,6.9,20.8,,2.1,74,
108,1908-10-03,8.5,22,0,1.3,73.7,
108,1908-10-04,10,23.4,0,1.3,79.7,
108,1908-10-05,11,23,0,1.7,72,
108,1908-10-06,12,17.7,.4,2.7,84.7,
108,1908-10-07,9.6,21.4,,2.5,66.7,
108,1908-10-08,9.4,17,,4.4,58.7,
108,1908-10-09,6.5,19.9,0,3.5,67,
108,1908-10-10,5.5,18.6,0,2.3,59.7,
108,1908-10-11,4.8,19.2,0,3.2,64.3,
108,1908-10-12,3.2,20.5,,1.6,69.7,
108,1908-10-13,4.1,22.5,,1.1,71.3,
108,1908-10-14,11.5,18.4,,1.9,72,
108,1908-10-15,10.4,23.2,,1.8,73.3,
108,1908-10-16,9.2,23.2,,1.9,76,
108,1908-10-17,8.5,20.7,0,1.9,81,
108,1908-10-18,7.5,22.3,0,1.8,83,
108,1908-10-19,8.6,23.2,,1.8,78.3,
108,1908-10-20,9,21.5,0,1.8,81.3,
108,1908-10-21,7.2,24.4,0,1.1,78.3,
108,1908-10-22,7.5,25.3,0,.9,71.3,
108,1908-10-23,8.2,22.3,,1.9,68.3,
108,1908-10-24,14.7,23.9,,4.3,66,
108,1908-10-25,13.3,17.2,32.5,4.7,95.7,
108,1908-10-26,11.8,18.1,0,3.8,85,
108,1908-10-27,5.7,17.3,2.4,4.2,78.3,
108,1908-10-28,2.2,11.8,0,1.7,77.7,
108,1908-10-29,2.2,12.9,,1.1,80.7,
108,1908-10-30,-.3,13.6,0,1.2,77.7,
108,1908-10-31,0,13.7,0,2,76.3,
108,1908-11-01,2,16.4,0,1.3,87.3,
108,1908-11-02,6.5,17.3,0,1.3,87,
108,1908-11-03,4.2,18.9,,1.2,78.7,
108,1908-11-04,6.6,18.6,,4.8,71.3,
108,1908-11-05,10.1,18.9,,4.2,74.7,
108,1908-11-06,4.4,13.8,,3.7,65.3,
108,1908-11-07,.8,8,0,4.1,61.7,
108,1908-11-08,-4.1,6,3.4,4.6,89,
108,1908-11-09,-5.3,3.3,0,3.3,53.7,
108,1908-11-10,-2.8,6.6,.5,2.3,73.7,
108,1908-11-11,-3.2,5.7,,4.4,58.7,
108,1908-11-12,-3.7,3.3,,4.4,32,
108,1908-11-13,-6.1,7.5,1.9,2.7,66,
108,1908-11-14,-2.9,3.4,.1,2.6,73.3,
108,1908-11-15,-6.6,5.3,0,1.5,62.3,
108,1908-11-16,-6.4,6.8,1.1,1.3,81.3,
108,1908-11-17,-2.6,9.7,.1,2.5,71.3,
108,1908-11-18,-.7,11.2,,1.3,78.3,
108,1908-11-19,7.3,15.2,0,2.8,77.3,
108,1908-11-20,4.1,15.1,0,4.9,75.7,
108,1908-11-21,-.8,6.7,,4.5,50.7,
108,1908-11-22,-4.3,5.1,,3.7,54.3,
108,1908-11-23,-5.9,2.8,,2.6,50,
108,1908-11-24,-7.6,7.8,0,1.4,73,
108,1908-11-25,1.5,12.6,.7,2.6,77.7,
108,1908-11-26,-3.2,6.7,6.5,7.7,63.7,
108,1908-11-27,-6.1,-1.5,,7.3,50.7,
108,1908-11-28,-8.6,4.8,.1,1.8,70.7,
108,1908-11-29,-7.2,4.7,0,1.3,73.7,
108,1908-11-30,-4.1,4.9,,4.3,49.3,
108,1908-12-01,-6.8,3.5,,3.7,45,
108,1908-12-02,-6.3,9.3,0,2.7,71,
108,1908-12-03,-5.7,2.7,,3.1,59,
108,1908-12-04,-6.1,7.8,0,1.8,74.3,
108,1908-12-05,-1.8,9.6,.1,5.1,62.3,
108,1908-12-06,-5.5,6.8,0,1.6,73.7,
108,1908-12-07,-3.1,3.2,0,3.1,44.7,
108,1908-12-08,-5.9,3.6,,3.3,46,
108,1908-12-09,-6.6,6.4,0,1.3,56.3,
108,1908-12-10,-7.4,6.5,0,1.5,64.7,
108,1908-12-11,-3.2,8.8,0,1.2,66,
108,1908-12-12,-2.7,8.4,0,1.6,75.3,
108,1908-12-13,-2.5,9.9,0,1.5,83,
108,1908-12-14,-.6,11.7,.2,3.7,60,
108,1908-12-15,-5,1.8,,3,33,
108,1908-12-16,-7.5,5.4,0,1.5,62.7,
108,1908-12-17,-6.1,6.3,,4,48.7,
108,1908-12-18,-11.2,-3.1,,3.7,52.3,
108,1908-12-19,-7.2,1.5,.5,3,51,
108,1908-12-20,-11.2,.4,0,1.5,55.7,
108,1908-12-21,-7.6,4.5,,1.7,64.3,
108,1908-12-22,-4.7,2.1,3.4,3.7,68.7,
108,1908-12-23,-9.9,-2,,5.6,59.7,
108,1908-12-24,-9.9,1.4,0,2.3,67.7,
108,1908-12-25,-6.6,6.3,0,1.3,77.3,
108,1908-12-26,-2.5,7.9,0,1.2,75.3,
108,1908-12-27,-4.6,8.5,0,1.6,74.3,
108,1908-12-28,-3.8,4.5,,1.1,76,
108,1908-12-29,-2.7,4.8,.8,3.6,71.3,
108,1908-12-30,-9.2,-1,.2,3.7,70,
108,1908-12-31,-12.7,-3,.2,3.1,60.3,
108,1909-01-01,-10.8,-3.5,,3.6,52.7,
108,1909-01-02,-6.2,2.5,0,2.3,61,
108,1909-01-03,.1,5,0,3.2,68,
108,1909-01-04,-3,7.6,0,2.1,81,
108,1909-01-05,-1.9,4.7,,1.8,87.7,
108,1909-01-06,-3.4,1.5,0,1.7,76.3,
108,1909-01-07,-8.1,1.4,0,2.5,48.3,
108,1909-01-08,-9.1,-.1,,1.8,58,
108,1909-01-09,-8.4,.3,,1.7,45,
108,1909-01-10,-8.3,1.5,0,2.4,65.3,
108,1909-01-11,-10.4,3.3,,1.7,61.3,
108,1909-01-12,-3.8,1.9,.2,3,64.7,
108,1909-01-13,-6.9,.2,0,2.5,68.7,
108,1909-01-14,-9.2,3,0,1.8,65.3,
108,1909-01-15,-7.4,2.1,0,2.7,70.3,
108,1909-01-16,-10.3,1.7,,1.2,59,
108,1909-01-17,-4.8,5.5,,1.4,67.7,
108,1909-01-18,-1.1,5.2,.5,2.8,74.7,
108,1909-01-19,-5.5,2.8,1.8,3.1,77,
108,1909-01-20,-7.9,.2,,2.7,76.7,
108,1909-01-21,-9.9,-2.2,0,3.9,57.3,
108,1909-01-22,-13.6,-2.3,,2.8,64.3,
108,1909-01-23,-12.1,.7,0,2,65.7,
108,1909-01-24,-4,4.5,4.9,2.9,75,
108,1909-01-25,-6,2.9,,1.6,75,
108,1909-01-26,-6,2.2,,3.1,60.3,
108,1909-01-27,-10.5,0,0,1.1,62,
108,1909-01-28,-6.3,2,0,3.1,58.3,
108,1909-01-29,-10.8,1.5,,1.8,59.3,
108,1909-01-30,-10.8,1.4,,1,65.7,
108,1909-01-31,-8.7,4.7,,1.3,58,
108,1909-02-01,-8.2,5.8,0,1.7,84.7,
108,1909-02-02,-5.4,6.2,0,2.1,69.7,
108,1909-02-03,-3.4,4.6,,4.3,59.3,
108,1909-02-04,-8.3,-1.3,0,4.7,46.3,
108,1909-02-05,-7.5,2,.1,4.6,48,
108,1909-02-06,-11.7,-4.7,,7.2,40.3,
108,1909-02-07,-13.2,-2.7,,4.4,57,
108,1909-02-08,-11.2,2.2,0,1.7,72.3,
108,1909-02-09,-8.8,4.4,,1.9,68.7,
108,1909-02-10,-7.8,5.2,.2,2.7,76.7,
108,1909-02-11,-8.2,2.6,0,7.7,49.7,
108,1909-02-12,-11.5,-1.6,.3,5.2,56.3,
108,1909-02-13,-12.7,3.6,,2.3,65.7,
108,1909-02-14,-4.5,8.8,1.9,4.7,66.7,
108,1909-02-15,-4.6,3.8,,3.7,55.3,
108,1909-02-16,-6.4,1,.1,5.3,52,
108,1909-02-17,-10.3,.9,,2.5,64,
108,1909-02-18,-7.3,8.2,,3.7,43.7,
108,1909-02-19,-8.3,5.9,4.4,5.9,73.7,
108,1909-02-20,-10.9,-4.9,0,5.7,53.7,
