지점,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일사(MJ/m2)
105,1930-02-08,-5.6,7.2,,1.4,79,
105,1930-02-09,-2.4,4.8,7.3,2.8,73,
105,1930-02-10,-6.4,3,.9,2.2,67.7,
105,1930-02-11,-9.2,.9,,2.9,48.3,
105,1930-02-12,-6.8,2.5,,3,50,
105,1930-02-13,-5.6,3,,2.8,66.3,
105,1930-02-14,-2.7,6.6,,2.4,74.3,
105,1930-02-15,-2.5,9,,2.8,64,
105,1930-02-16,-2.2,6.7,,3.5,56.3,
105,1930-02-17,-3.8,4.5,.2,2.4,72.3,
105,1930-02-18,-.3,11.5,0,1.5,65.7,
105,1930-02-19,.4,5.9,1.3,1.6,75,
105,1930-02-20,3.3,14,,4.6,42.3,
105,1930-02-21,3.1,9.8,1.7,2.2,75,
105,1930-02-22,2.3,12.1,0,1.3,71.7,
105,1930-02-23,5.3,14.1,25.5,3,74.3,
105,1930-02-24,.1,5.8,9.6,2.6,88.7,
105,1930-02-25,-.4,17.6,,4.6,48.3,
105,1930-02-26,.5,8.6,41.3,2.8,87.3,
105,1930-02-27,.5,3.3,21.8,1.9,90.3,
105,1930-02-28,.9,7,1.7,1.1,75.7,
105,1930-03-01,0,14.3,,2.3,67.7,
105,1930-03-02,.5,4.9,21.7,2.3,93.3,
105,1930-03-03,.4,4.7,32.6,1.8,86.3,
105,1930-03-04,1,5.5,0,1.7,73.7,
105,1930-03-05,.4,2.4,10.5,1.5,85.3,
105,1930-03-06,.4,1.8,12,1.9,76.7,
105,1930-03-07,-1.1,1.5,.6,2.3,73.7,
105,1930-03-08,-2.2,4.9,0,1.1,75,
105,1930-03-09,-3.7,12.3,,3.3,58.7,
105,1930-03-10,-.5,8.3,,2.5,66.3,
105,1930-03-11,-1.5,8.2,,3.5,69.3,
105,1930-03-12,-.3,7.8,17.5,2.4,75.7,
105,1930-03-13,3.5,8,54.9,5.7,72.7,
105,1930-03-14,2.1,12.8,,4.5,50.3,
105,1930-03-15,4.6,10.2,,4.9,58.3,
105,1930-03-16,4,14.5,,3.5,50.7,
105,1930-03-17,6.6,15.3,,6.8,37.3,
105,1930-03-18,1.7,10.9,,6.1,46,
105,1930-03-19,1.7,9,,1.8,70,
105,1930-03-20,1.5,8.5,.4,1.9,69.7,
105,1930-03-21,-1.4,14.1,,2,61.7,
105,1930-03-22,9.1,17.7,,5.3,38.3,
105,1930-03-23,5.9,17.5,0,3.2,55.7,
105,1930-03-24,5.5,8,0,1.4,84.7,
105,1930-03-25,4.8,19.2,0,1.1,76.7,
105,1930-03-26,7.1,21.5,,2.1,85,
105,1930-03-27,6,14.5,3.2,1.8,91.3,
105,1930-03-28,4.6,8.9,15.6,2.5,88.7,
105,1930-03-29,4.9,12.7,,3.5,42,
105,1930-03-30,-.9,9.3,,2.3,60,
105,1930-03-31,0,8.4,,2,64.7,
105,1930-04-01,1.9,6.5,2.9,2.4,83.3,
105,1930-04-02,1,9.4,2.2,1.8,76.3,
105,1930-04-03,.7,11.9,,2.9,69,
105,1930-04-04,2.1,15.5,,1.4,74.7,
105,1930-04-05,2.5,18.7,,1.4,74.3,
105,1930-04-06,4,17,,1.8,64.3,
105,1930-04-07,5.4,14.8,,3.3,66,
105,1930-04-08,5,16.4,.3,1.2,74,
105,1930-04-09,9.5,19.2,,2.9,68,
105,1930-04-10,9.8,13.3,8.7,.7,90.7,
105,1930-04-11,7.7,12,2.1,1.6,74.3,
105,1930-04-12,5.1,11.9,0,1.8,78.3,
105,1930-04-13,2.6,15.4,,2.6,74.7,
105,1930-04-14,4.3,16,,1.4,80.3,
105,1930-04-15,6.3,17.2,,1.8,70,
105,1930-04-16,7.1,24,,4.9,38.7,
105,1930-04-17,15.6,23.5,,8.6,33.3,
105,1930-04-18,16,28.7,,6.4,44,
105,1930-04-19,17.3,25,0,3.3,53.3,
105,1930-04-20,8.1,23.3,14.3,2.6,93.7,
105,1930-04-21,7.2,17.6,.7,1.4,79.3,
105,1930-04-22,9.1,23,,2,61.3,
105,1930-04-23,10.6,14.7,12.4,.9,88.7,
105,1930-04-24,10.5,14.7,51.7,2.2,95,
105,1930-04-25,9.1,12.3,68.5,2.7,87.3,
105,1930-04-26,8.5,16,.2,1.7,80.3,
105,1930-04-27,6.5,22,,1.5,73,
105,1930-04-28,11.3,14.6,2.4,1.5,83,
105,1930-04-29,10.5,13,16.6,2.2,92,
105,1930-04-30,9.6,13.4,.3,1.5,85.3,
105,1930-05-01,8.7,17.5,,1,80.3,
105,1930-05-02,10,20.2,0,2.9,54,
105,1930-05-03,12.4,23.3,,6.6,33.7,
105,1930-05-04,12,20,8.4,2.3,78.3,
105,1930-05-05,8.9,13.5,85.2,3.2,94,
105,1930-05-06,8,15.7,15.5,2.6,82,
105,1930-05-07,8.1,25,,5.3,50.7,
105,1930-05-08,16.8,25,,4.9,49.3,
105,1930-05-09,13.4,22.4,1.1,2.1,66.7,
105,1930-05-10,11.1,17.4,.4,1.8,83.7,
105,1930-05-11,10.1,17.2,.7,1,81.3,
105,1930-05-12,7.5,20.9,,1.5,83.3,
105,1930-05-13,9.1,24.3,,1,77.3,
105,1930-05-14,11.8,23.6,,1,84.3,
105,1930-05-15,11.4,26.5,,1,72.7,
105,1930-05-16,12.9,22.2,,1.8,73.3,
105,1930-05-17,14.8,25,0,2.1,56.7,
105,1930-05-18,11.9,28.4,,1.8,57.7,
105,1930-05-19,18,26.4,6,3.3,68,
105,1930-05-20,15.8,28.3,,3.4,42.3,
105,1930-05-21,20.1,30.2,,5.4,37.3,
105,1930-05-22,14.6,27,0,4.9,66,
105,1930-05-23,9.5,22,,1.9,58.3,
105,1930-05-24,12,23.3,,2.7,58,
105,1930-05-25,11.6,25.7,,2.3,52,
105,1930-05-26,13.6,29.4,,2,58.3,
105,1930-05-27,13.4,28.1,,1.6,53,
105,1930-05-28,14.6,26,,2,66,
105,1930-05-29,16.5,30.7,,3.9,51.3,
105,1930-05-30,17.6,29.5,,2.3,61.7,
105,1930-05-31,15,29.3,,1.5,61,
105,1930-06-01,16.6,30.5,17.2,2.1,81.3,
105,1930-06-02,15.1,30.4,,2.3,54.3,
105,1930-06-03,16.6,30.4,.3,3.1,70.7,
105,1930-06-04,15.6,20.3,2.7,1.7,88.7,
105,1930-06-05,14.4,26.5,,2.3,63.7,
105,1930-06-06,12.9,20.6,5,2.1,82,
105,1930-06-07,11.7,23.2,,1.8,72,
105,1930-06-08,14.5,26.5,,2.3,61,
105,1930-06-09,17,27.5,0,2.1,65,
105,1930-06-10,17.6,28.4,,2.7,53.3,
105,1930-06-11,17.8,31.5,,2.2,56.3,
105,1930-06-12,18.7,32.5,,1.2,63.3,
105,1930-06-13,17.7,29.3,,1.5,56.3,
105,1930-06-14,17.5,20.9,0,3,83.3,
105,1930-06-15,16.6,18.8,2.5,2.9,83.7,
105,1930-06-16,14.6,20.7,1.3,4,76.3,
105,1930-06-17,12.1,25,,1.3,69.7,
105,1930-06-18,17,30.5,,3.2,50.3,
105,1930-06-19,19.7,32.7,,4.3,43.7,
105,1930-06-20,23.2,33.7,,3.8,40,
105,1930-06-21,20,26.5,,1.9,70.7,
105,1930-06-22,18.4,23,.2,.5,85,
105,1930-06-23,15.3,30.9,,1.9,68.7,
105,1930-06-24,17.4,33,.2,1.8,62.3,
105,1930-06-25,20,27.5,.6,1.7,78.3,
105,1930-06-26,19,26,,.9,82.3,
105,1930-06-27,17,26.1,0,1.1,80,
105,1930-06-28,19.3,25,0,.7,83.7,
105,1930-06-29,18,27.4,,.8,80.3,
105,1930-06-30,19.4,26.4,27.1,1.4,80.7,
105,1930-07-01,19,24.4,9.8,.7,91,
105,1930-07-02,18.5,32.5,,1.1,75.7,
105,1930-07-03,25.5,34.9,0,2.7,69,
105,1930-07-04,23.9,29.2,2.7,1.9,79.7,
105,1930-07-05,23,28.5,8.1,2,79.3,
105,1930-07-06,20.4,26.5,.3,1.4,89.3,
105,1930-07-07,19,28.4,,.7,79,
105,1930-07-08,20.6,28.4,11,1.7,84,
105,1930-07-09,19.9,22.4,37.2,.4,96,
105,1930-07-10,19.9,26.5,4.9,1.7,91.3,
105,1930-07-11,19.4,24.5,0,.7,91.7,
105,1930-07-12,20.1,24.6,41.1,.6,91.7,
105,1930-07-13,20.6,30.4,.3,3.7,72.3,
105,1930-07-14,21.5,28.4,15.9,3.5,79.7,
105,1930-07-15,22.8,32,,1.5,71.3,
105,1930-07-16,22.8,31.9,0,.4,81.3,
105,1930-07-17,22.5,31.2,23.9,1.2,86.7,
105,1930-07-18,20.5,23.8,96.9,3.5,94.3,
105,1930-07-19,19,25.5,10,1.2,92.3,
105,1930-07-20,18,21.5,1.2,1.1,88.7,
105,1930-07-21,18.4,25.5,.1,.5,85.7,
105,1930-07-22,19.5,31,0,1.2,77,
105,1930-07-23,21.9,32,4.9,1.3,79.3,
105,1930-07-24,19.8,23.7,59.2,.6,93,
105,1930-07-25,19.1,29.4,0,.8,88.7,
105,1930-07-26,21.2,27.7,0,.7,88.7,
105,1930-07-27,20.3,26.2,,.6,82.3,
105,1930-07-28,21.9,30.3,1.4,.6,84.7,
105,1930-07-29,24.4,33.8,1.8,1.4,75.3,
105,1930-07-30,23.3,31.3,0,.7,86.3,
105,1930-07-31,21.8,29.8,,2,77.7,
105,1930-08-01,20.8,32.8,,1.7,70,
105,1930-08-02,20,29.2,,1.3,81.7,
105,1930-08-03,19.5,29,,1.7,75,
105,1930-08-04,16.7,31.1,,1.1,74.7,
105,1930-08-05,22,35.5,,2.9,65,
105,1930-08-06,24.8,34.5,,2.3,72.7,
105,1930-08-07,24.4,33.5,2,1.7,73,
105,1930-08-08,22,32.5,0,1.1,80,
105,1930-08-09,23.8,31.7,,.9,83,
105,1930-08-10,21.9,33.6,,1.1,80.3,
105,1930-08-11,21.2,31.5,,1.4,81.7,
105,1930-08-12,22.5,29.5,.6,1.3,87.3,
105,1930-08-13,23.8,30,23.8,2.8,85.7,
105,1930-08-14,22.7,33,.4,1.4,75.7,
105,1930-08-15,21.5,27.3,19.5,2.1,83.3,
105,1930-08-16,21.9,32.2,0,2.2,71,
105,1930-08-17,21.9,30.5,0,.9,80.3,
105,1930-08-18,21.8,29,.8,1.2,77.3,
105,1930-08-19,20.5,29.4,0,1.2,75,
105,1930-08-20,23,32.4,,2.1,71,
105,1930-08-21,20.9,25.5,59.3,.6,88.7,
105,1930-08-22,21.1,25.3,43.1,.9,92,
105,1930-08-23,20.5,32.2,,1.9,70.7,
105,1930-08-24,21.7,30.2,13.5,1.6,79,
105,1930-08-25,19.2,29,,.8,82.7,
105,1930-08-26,18.8,29.3,,1.5,84.7,
105,1930-08-27,22,29.9,0,.8,85.7,
105,1930-08-28,20.7,26.4,7.6,1.1,91,
105,1930-08-29,18.8,21.9,61,1.6,94,
105,1930-08-30,18.3,25.5,2.3,1.6,81.7,
105,1930-08-31,16.9,26.2,,1.4,81.3,
105,1930-09-01,20.5,23.6,0,2,87.7,
105,1930-09-02,17.6,25.6,,2.5,83.3,
105,1930-09-03,19.4,23.5,2.2,1.1,91.7,
105,1930-09-04,17.3,21.9,1.5,1.3,86.7,
105,1930-09-05,17.1,26.7,0,1.1,75.7,
105,1930-09-06,17.4,26.4,,1.7,81,
105,1930-09-07,15.6,27.9,,1.8,77.7,
105,1930-09-08,18.1,30.7,,1.9,68.7,
105,1930-09-09,21,28.2,,2.3,77,
105,1930-09-10,20.1,26,,.8,86.7,
105,1930-09-11,17.1,24.9,,2.5,61.7,
105,1930-09-12,15.1,25.1,,2.6,72,
105,1930-09-13,16.1,24.4,8.5,2,74.3,
105,1930-09-14,15.8,22.7,3.7,1.6,88,
105,1930-09-15,14.8,22.7,,1.9,78.3,
105,1930-09-16,13.7,25.6,,1.5,77.3,
105,1930-09-17,15.1,27.2,,2.4,58.3,
105,1930-09-18,13.6,23.5,,2.3,66.7,
105,1930-09-19,12.6,23.5,0,2.9,72.3,
105,1930-09-20,12,25.1,,3.2,66.3,
105,1930-09-21,10.8,26.5,,1.8,75.3,
105,1930-09-22,15.1,24.8,,2.1,67.3,
105,1930-09-23,10,22.5,,3,48.7,
105,1930-09-24,11.3,23,,4,49.7,
105,1930-09-25,14.3,26,,3.2,60,
105,1930-09-26,16.4,28.4,,2.6,60.3,
105,1930-09-27,16.5,25.9,0,2.1,71.3,
105,1930-09-28,13.1,17.5,8.9,2.2,82.7,
105,1930-09-29,12.5,21.1,,1.9,71,
105,1930-09-30,9.8,23.8,,2,72.7,
105,1930-10-01,12.4,22,1.1,1.8,72.3,
105,1930-10-02,13.4,19.4,0,4.4,54.3,
105,1930-10-03,12,18.2,,5.7,58.3,
105,1930-10-04,12.6,20.7,,3,55.3,
105,1930-10-05,11.1,22.7,,2.9,58.7,
105,1930-10-06,13.5,25,,2.8,58.7,
105,1930-10-07,12.4,25.2,,2.9,62.3,
105,1930-10-08,13.6,25.5,,2.9,56.3,
105,1930-10-09,13.3,25.5,,2.9,58.7,
105,1930-10-10,13.6,28,,2.8,52.3,
105,1930-10-11,8.4,19.6,37.9,2.8,84,
105,1930-10-12,7.3,21.4,,2.9,61.7,
105,1930-10-13,12.1,21,,3.2,58,
105,1930-10-14,11.6,19.7,.1,1.9,73.7,
105,1930-10-15,10.1,22.3,,2,70.7,
105,1930-10-16,10.9,20.7,,2.1,79.7,
105,1930-10-17,9.5,20.4,,2,76.7,
105,1930-10-18,10.7,23,,2.7,62.3,
105,1930-10-19,10.3,18.8,15.8,1.5,78,
105,1930-10-20,12,14.9,27,3.7,69,
105,1930-10-21,6.9,17.5,,2.6,74,
105,1930-10-22,5.4,21,,2.4,58.7,
105,1930-10-23,5.5,20.3,,2.1,68.3,
105,1930-10-24,9.6,20.5,,1.7,77,
105,1930-10-25,12.1,21,0,1.6,73.3,
105,1930-10-26,10.4,19.9,,2,78.7,
105,1930-10-27,10.1,19.7,,2.4,75.3,
105,1930-10-28,9,17.9,0,2.1,74,
105,1930-10-29,11.1,19.8,,1.5,71.7,
105,1930-10-30,9.6,19.2,36.8,2.2,75,
105,1930-10-31,10.5,12.5,63.1,1.1,92,
105,1930-11-01,7.1,17,.4,3.6,60,
105,1930-11-02,.3,10.4,,3.3,55.3,
105,1930-11-03,.5,5.8,0,3.7,53.3,
105,1930-11-04,-2.8,7.5,,4.5,45.7,
105,1930-11-05,-.5,12.5,,3,53.7,
105,1930-11-06,4.6,15.3,,3.1,55.3,
105,1930-11-07,7.5,17.4,,2.4,63.3,
105,1930-11-08,8.6,19.9,,2.1,72.7,
105,1930-11-09,8.4,20,0,2.2,58.7,
105,1930-11-10,5.7,13.9,,5.3,42.7,
105,1930-11-11,-2.8,6.4,,5.9,39.3,
105,1930-11-12,-5.1,6,,4.4,44,
105,1930-11-13,-2,8.2,,4,41.7,
105,1930-11-14,1.4,11.5,,3.3,44,
105,1930-11-15,1.4,11,1.6,2.7,53,
105,1930-11-16,.3,9.4,,3,62.3,
105,1930-11-17,1,10.3,,3.3,46.7,
105,1930-11-18,1.5,12.5,,3.4,63,
105,1930-11-19,2.8,17.5,0,2.6,64.3,
105,1930-11-20,6.5,13.3,0,4.5,54.3,
105,1930-11-21,4.4,11.8,0,4.5,57.7,
105,1930-11-22,.2,8.5,0,5,47.3,
105,1930-11-23,-1.7,4.5,,6.2,49.3,
105,1930-11-24,-2.5,7.5,,4.3,46.7,
105,1930-11-25,-.8,10.3,,3.7,50,
105,1930-11-26,1.6,9.3,,5.6,51.7,
105,1930-11-27,2,9.6,,6.2,44,
105,1930-11-28,-1.5,9.9,,3.8,47.3,
105,1930-11-29,3.6,13.6,0,5.3,57,
105,1930-11-30,1.8,11.2,3,2.6,77,
105,1930-12-01,-1.5,4.4,0,3.2,59.3,
105,1930-12-02,-1.9,6.7,0,4,41.7,
105,1930-12-03,-5.5,4.5,,5.3,29,
105,1930-12-04,-2.8,9.9,,3.9,31.7,
105,1930-12-05,-1.1,9.9,.6,3.5,59,
105,1930-12-06,-.1,10.2,,2.1,70.7,
105,1930-12-07,1,13.1,,2.7,52.3,
105,1930-12-08,3.5,12.2,,3.2,55.3,
105,1930-12-09,1.6,11.4,.3,2.9,68.3,
105,1930-12-10,-.3,13,,3.1,57.3,
105,1930-12-11,5.6,12,0,4.9,50.3,
105,1930-12-12,2,12.2,0,3.3,58.7,
105,1930-12-13,-2.3,6.1,,4,34,
105,1930-12-14,-6.4,5.7,,3,56.7,
105,1930-12-15,-3.1,5.5,,4.6,44.7,
105,1930-12-16,-.8,6.4,,2.8,40.3,
105,1930-12-17,-1,11,,3.5,51,
105,1930-12-18,3.5,14.5,,4.8,62,
105,1930-12-19,6.5,11.5,10.7,2,92.3,
105,1930-12-20,4.4,9.3,1.9,1.7,85.7,
105,1930-12-21,.3,6.4,0,2.4,83,
105,1930-12-22,-4.8,1.5,,5.3,39.7,
105,1930-12-23,-6.1,2.8,,6.1,35.3,
105,1930-12-24,-3.3,2.6,,4.7,51,
105,1930-12-25,-3.2,5,,5.2,43.3,
105,1930-12-26,-.3,8.3,,4.5,46.7,
105,1930-12-27,4.4,11.8,,6.5,49,
105,1930-12-28,4.5,11.6,,3.8,59,
105,1930-12-29,-2.4,7,.3,3.2,45,
105,1930-12-30,-6.2,1.9,,2.9,34.3,
105,1930-12-31,-6.4,3.2,,2.9,41.3,
105,1931-01-01,-2.8,2.5,1.1,.9,78.7,
105,1931-01-02,-3.5,9.6,,1.9,56.3,
105,1931-01-03,1.5,11.4,,3.3,54,
105,1931-01-04,1,14.2,,1.6,75,
105,1931-01-05,.5,8.2,24.7,1.6,90,
105,1931-01-06,.4,2,39,1.1,90.7,
105,1931-01-07,-.2,2.9,29.9,.7,91,
105,1931-01-08,.2,2.7,24.9,2.2,90,
105,1931-01-09,-8.8,.7,33.9,3.6,74,
105,1931-01-10,-18.2,-8.3,,6.8,45.3,
105,1931-01-11,-19.1,-7.1,,5.4,39,
105,1931-01-12,-11.9,-1.5,,5,47.7,
105,1931-01-13,-8.8,-3.5,,5.7,44.7,
105,1931-01-14,-11.2,2,,2.8,52,
105,1931-01-15,-7.1,2.3,,3.5,44.3,
105,1931-01-16,-4.4,4.6,0,4.1,57,
105,1931-01-17,-4.1,2,,4.6,52,
105,1931-01-18,-6.1,2.8,,4.3,59,
105,1931-01-19,-6.1,3.5,0,4.1,52.3,
105,1931-01-20,-9.4,2.5,0,2.7,54,
105,1931-01-21,-9.5,.7,,3.3,52.3,
105,1931-01-22,-8.2,6.3,1.4,1.2,70.7,
105,1931-01-23,-2.2,4.3,,4.2,48.3,
105,1931-01-24,-4.6,6.4,,4.2,42,
105,1931-01-25,-2.3,5.2,0,2.7,54,
105,1931-01-26,-6.1,2.5,21,3.7,84.7,
105,1931-01-27,-12.2,1.4,,4.9,51,
105,1931-01-28,-3.1,2.5,,7.6,49.3,
105,1931-01-29,-1,5.4,,4.6,60.3,
105,1931-01-30,-2.8,4.2,,2.8,60,
105,1931-01-31,-6.9,11.4,,1.5,54,
105,1931-02-01,-.9,11,,2,68,
105,1931-02-02,-1.5,5.2,,1.5,74.3,
105,1931-02-03,-1.8,6.3,.2,1.5,84,
105,1931-02-04,.5,1.7,47.2,2.2,92,
105,1931-02-05,-1.7,1.4,40.6,3.5,84.3,
105,1931-02-06,-5.3,2.8,6.5,2.9,66.3,
105,1931-02-07,-12.2,-4.8,,6.5,37.7,
105,1931-02-08,-14,-1,,4.7,34,
105,1931-02-09,-8.9,-.2,,2.4,50.3,
105,1931-02-10,-9.3,.4,,2.6,65.7,
105,1931-02-11,-12.3,0,,2.6,63.3,
105,1931-02-12,-8.2,4.8,,2.5,71,
105,1931-02-13,-4.2,5.7,,1.7,76,
105,1931-02-14,-2.5,1,0,2.4,69.3,
105,1931-02-15,-1.9,4.5,,1.2,76.3,
105,1931-02-16,-2.3,2,1.4,2.9,73,
105,1931-02-17,-5.9,2.4,,3.1,45.7,
105,1931-02-18,-5.6,3.5,,5.5,43.3,
105,1931-02-19,-4.6,3.9,,4.2,43.3,
105,1931-02-20,-3.3,6,,3.4,55.3,
105,1931-02-21,-2.6,3.7,4.1,2.9,71.7,
105,1931-02-22,-2.6,3.4,24.5,1.6,81.7,
105,1931-02-23,-3.7,5.2,,4.3,49,
105,1931-02-24,-8.6,-.8,,4.8,45,
105,1931-02-25,-9.2,3.1,,3.2,55.3,
105,1931-02-26,-4.1,3.4,0,4.5,56.3,
105,1931-02-27,-6.6,5.9,,3.4,56.7,
105,1931-02-28,-5.1,3.3,0,3,44.3,
105,1931-03-01,-9.2,1.5,,2.9,47.7,
105,1931-03-02,-5.5,7,,2.4,48.7,
105,1931-03-03,-1.3,9.9,,2.9,44.7,
105,1931-03-04,-.7,6.4,1.8,2.8,77.3,
105,1931-03-05,-4.4,9.8,,2.2,62.3,
105,1931-03-06,2.9,9.4,0,2.5,61.3,
105,1931-03-07,-5.3,5.5,7.5,3.1,72.3,
105,1931-03-08,-6.7,8.4,,4.2,46,
105,1931-03-09,-.1,10.6,,3.4,48,
105,1931-03-10,-1.5,13,,4,47.3,
105,1931-03-11,3.4,12,0,6.1,48.7,
105,1931-03-12,-1,11.2,,4.8,39.7,
105,1931-03-13,2.3,10.8,,2.4,63,
105,1931-03-14,-.8,10.9,,1.1,77.7,
105,1931-03-15,5.4,14.3,,1.1,79,
105,1931-03-16,2,12.2,,1.1,83.3,
105,1931-03-17,1.2,10.4,4.4,1.9,89,
105,1931-03-18,-1.6,7.6,1.5,1.5,68.7,
105,1931-03-19,-.2,17,,5,28.3,
105,1931-03-20,.5,10.4,,4.5,56,
105,1931-03-21,-2.8,18.4,,2.5,61.3,
105,1931-03-22,10.5,20,0,3.3,56.7,
105,1931-03-23,0,12.6,45,2,85.3,
105,1931-03-24,-2,8.5,,3.2,68.3,
105,1931-03-25,2.6,13.5,,1,62.3,
105,1931-03-26,1,9.2,24,2.6,89.3,
105,1931-03-27,-.6,11,0,4.4,54.7,
105,1931-03-28,3.4,15.2,,5.1,38.3,
105,1931-03-29,5.5,17.5,,6.2,34.7,
105,1931-03-30,10,21,,3.4,46.3,
105,1931-03-31,1,11.2,8.5,3.5,71.3,
105,1931-04-01,1.4,16.5,5.2,3.4,54.3,
105,1931-04-02,6.1,15.8,,4.3,61,
105,1931-04-03,4.5,19,,4,32.3,
105,1931-04-04,7.6,17.4,1.2,3.3,57,
105,1931-04-05,0,8,34.8,4.1,64.3,
105,1931-04-06,.9,5.9,.6,4.3,51.3,
105,1931-04-07,-.5,8,,4.4,43,
105,1931-04-08,.1,10.3,,3.2,54.3,
105,1931-04-09,.5,20,,4.5,32.3,
105,1931-04-10,10.1,15.5,,5.9,27.3,
105,1931-04-11,1,13.4,28.1,2.3,89,
105,1931-04-12,-.5,14.3,,1.9,68,
105,1931-04-13,3.1,15.7,,4.8,48,
105,1931-04-14,5.3,14.8,,2.9,63.7,
105,1931-04-15,5.4,22.5,,4,44,
105,1931-04-16,5.5,20.2,4,4.9,64,
105,1931-04-17,4.6,6.7,2.5,1.1,85.3,
105,1931-04-18,2,11.8,,1.7,63.7,
105,1931-04-19,2,12.7,,2.2,57.7,
105,1931-04-20,3.6,18.3,,2.3,62.3,
105,1931-04-21,8.8,18.6,,1,64,
105,1931-04-22,7.6,16.5,2,2,63.3,
105,1931-04-23,8.1,18.8,,3.5,54.3,
105,1931-04-24,10.5,18,0,3.6,49,
105,1931-04-25,10.7,22.1,,3.3,43.3,
105,1931-04-26,13.9,22.4,0,2.3,48.3,
105,1931-04-27,8.6,16.4,106.1,1.9,92,
105,1931-04-28,7.8,13.7,0,2.7,79.3,
105,1931-04-29,10,20.5,5,1,85.3,
105,1931-04-30,7.8,22,,2.3,54.3,
105,1931-05-01,10.1,20.8,,2.8,50.3,
105,1931-05-02,6.5,22.7,,1.7,56,
105,1931-05-03,12.2,22.9,,2.2,59,
105,1931-05-04,9.3,27,,1.3,66.3,
105,1931-05-05,13.9,26.4,,2.4,47,
105,1931-05-06,14.6,24.4,0,2.4,59,
105,1931-05-07,8.6,22.2,.4,1.3,90,
105,1931-05-08,5.3,20.7,,2.6,69.3,
105,1931-05-09,7.2,22.8,,1.1,55.7,
105,1931-05-10,12.6,21.8,,2.7,55.3,
105,1931-05-11,9.6,18.3,,1.7,72.3,
105,1931-05-12,6.4,24.5,,1.2,67,
105,1931-05-13,9.4,26.5,,1.5,65.7,
105,1931-05-14,10.6,23,,1,75.7,
105,1931-05-15,11.4,13.2,23.3,1.3,92.7,
105,1931-05-16,10,15.5,4.7,2.4,81,
105,1931-05-17,11.3,20.2,.3,3.9,57.7,
105,1931-05-18,10.6,22,,2.6,49.3,
105,1931-05-19,13.9,25.5,,5.1,33.7,
105,1931-05-20,12.4,21,,2.3,60.7,
105,1931-05-21,9.5,24,,.5,72,
105,1931-05-22,10.8,19.9,0,1.1,73.7,
105,1931-05-23,12.5,27.5,,1.8,54.7,
105,1931-05-24,12.6,21.7,,2,66.3,
105,1931-05-25,11.7,19,0,1.1,78.7,
105,1931-05-26,10.1,25,,1.7,61.7,
105,1931-05-27,18.5,27.1,,7,44,
105,1931-05-28,17.3,23.4,,4.7,51.7,
105,1931-05-29,12.3,24.1,0,1.4,71,
105,1931-05-30,12,27.5,,2.3,52.3,
105,1931-05-31,15.1,23.6,0,2.1,62,
105,1931-06-01,12.1,22.4,1.5,1.2,77,
105,1931-06-02,9.4,20.8,,1.6,79.3,
105,1931-06-03,14.5,24.5,0,1.2,77.3,
105,1931-06-04,12.8,20.8,,1.3,83.7,
105,1931-06-05,12.8,20,.4,1.5,85,
